Occurrence Date,Occurrence Hour,NIBRS Description,,Offense Count,Beat,Premise,Block Range,Street Name,Street Type,Suffix
6/1/18,0,Simple assault,,1,10H70,"Drug Store, Doctors Office, Hospital",6600-6699,FANNIN,ST,
6/1/18,0,"False pretenses, swindle",,1,11H30,"Residence, Home (Includes Apartment)",8100-8199,MILREDGE,ST,
6/1/18,0,All other offenses,,1,1.70E+41,"Highway, Road, Street, Alley",6400-6499,BELLFORT,AVE,W
6/1/18,0,Motor vehicle theft,,1,13D40,"Highway, Road, Street, Alley",8400-8499,FUQUA,ST,
6/1/18,0,"Burglary, Breaking and Entering",,1,10H40,"Residence, Home (Includes Apartment)",4000-4099,FANNIN,ST,
6/1/18,0,Driving under the influence,,1,20G30,"Highway, Road, Street, Alley",3800-3899,DAIRY ASHFORD,RD,S
6/1/18,0,Disorderly conduct,,1,8C10,"Highway, Road, Street, Alley",10200-10299,HIRSCH,RD,
6/1/18,0,All other offenses,,1,8C10,"Highway, Road, Street, Alley",10200-10299,HIRSCH,RD,
6/1/18,0,"Drug, narcotic violations",,1,18F30,Restaurant,3100-3199,FOUNTAIN VIEW,DR,
6/1/18,0,"Drug, narcotic violations",,1,3B50,"Highway, Road, Street, Alley",7900-7999,HELMERS,ST,
6/1/18,0,Trespass of real property,,1,1A10,"Hotel, Motel, ETC",1700-1799,WALKER,ST,
6/1/18,0,Simple assault,,2,20G40,"Residence, Home (Includes Apartment)",2500-2599,WOODLAND PARK,DR,
6/1/18,0,"Destruction, damage, vandalism",,1,22B40,"Parking Lot, Garage",14600-14699,EASTEX,FWY,
6/1/18,0,Aggravated Assault,,1,1.50E+41,Speciality Store,1600-1699,LOOP,,S
6/1/18,0,Trespass of real property,,1,13D20,"Residence, Home (Includes Apartment)",6000-6099,HOGUE,ST,
6/1/18,0,Driving under the influence,,1,1A40,"Highway, Road, Street, Alley",2500-2599,RIVER OAKS,BLVD,
6/1/18,0,Stolen property offenses,,1,3B50,"Highway, Road, Street, Alley",5300-5399,AIRLINE,DR,
6/1/18,0,"Burglary, Breaking and Entering",,1,13D20,"Residence, Home (Includes Apartment)",8700-8799,BROADWAY,ST,
6/1/18,0,All other offenses,,1,13D20,"Other, Unknown",6400-6499,TELEPHONE,RD,
6/1/18,0,Aggravated Assault,,1,19G40,"Residence, Home (Includes Apartment)",10400-10499,HUNTINGTON VALLEY,DR,
6/1/18,0,Aggravated Assault,,1,20G10,"Residence, Home (Includes Apartment)",9000-9099,TOWN PARK,DR,
6/1/18,0,Motor vehicle theft,,1,12D60,"Residence, Home (Includes Apartment)",16100-16199,SPACE CENTER,BLVD,
6/1/18,0,"Destruction, damage, vandalism",,1,19G40,"Residence, Home (Includes Apartment)",12400-12499,WELLINGTON PARK,DR,
6/1/18,0,Impersonation,,1,1A50,"Residence, Home (Includes Apartment)",4400-4499,WESTHEIMER,RD,
6/1/18,0,Theft from motor vehicle,,1,10H40,"Residence, Home (Includes Apartment)",2900-2999,CHENEVERT,ST,
6/1/18,0,"Burglary, Breaking and Entering",,1,24C10,"Residence, Home (Includes Apartment)",1000-1099,HAMBLEN,RD,
6/1/18,0,All other larceny,,1,24C10,"Residence, Home (Includes Apartment)",1000-1099,HAMBLEN,RD,
6/1/18,0,"Destruction, damage, vandalism",,1,24C10,"Residence, Home (Includes Apartment)",1000-1099,HAMBLEN,RD,
6/1/18,0,Robbery,,1,14D10,"Residence, Home (Includes Apartment)",4000-4099,CORDER,ST,
6/1/18,0,"Destruction, damage, vandalism",,1,14D10,"Residence, Home (Includes Apartment)",4000-4099,CORDER,ST,
6/1/18,0,All other offenses,,1,14D20,"Residence, Home (Includes Apartment)",7500-7599,CULLEN,BLVD,
6/1/18,0,"Counterfeiting, forgery",,1,1.50E+41,"Residence, Home (Includes Apartment)",2300-2399,OLD SPANISH,TRL,
6/1/18,0,"Burglary, Breaking and Entering",,1,3B10,"Residence, Home (Includes Apartment)",3000-3099,GREENHAVEN,LN,
6/1/18,0,All other larceny,,1,14D20,"Residence, Home (Includes Apartment)",7400-7499,CALHOUN,RD,
6/1/18,0,Identify theft,,1,5F20,"Other, Unknown",8700-8799,HAMMERLY,BLVD,
6/1/18,0,All other larceny,,1,18F30,"Residence, Home (Includes Apartment)",3400-3499,SKYLINE VILLAGE,DR,
6/1/18,0,All other larceny,,1,6B60,"Other, Unknown",600-699,GREENS,PKWY,
6/1/18,0,Intimidation,,1,1A20,"Residence, Home (Includes Apartment)",200-299,EMERSON,ST,
6/1/18,0,Intimidation,,1,2A60,"Drug Store, Doctors Office, Hospital",1700-1799,27TH,ST,W
6/1/18,0,"Counterfeiting, forgery",,1,19G10,"Bank, Savings & Loan",8300-8399,SOUTH COURSE,DR,
6/1/18,0,All other larceny,,1,18F20,"Residence, Home (Includes Apartment)",5100-5199,RICHMOND,AVE,
6/1/18,0,Forcible sodomy,,1,7C20,"Residence, Home (Includes Apartment)",3300-3399,LOCKWOOD,DR,E
6/1/18,0,"Counterfeiting, forgery",,1,1A30,"Residence, Home (Includes Apartment)",3700-3799,AUDLEY,ST,
6/1/18,0,Forcible fondling,,1,10H10,"Residence, Home (Includes Apartment)",0-99,SIDNEY,,
6/1/18,0,All other larceny,,1,2A30,"Residence, Home (Includes Apartment)",1300-1399,ASHLAND,ST,
6/1/18,0,Forcible rape,,1,18F40,"Other, Unknown",2200-2299,WESTERLAND,DR,
6/1/18,1,All other offenses,,1,12D70,"Parking Lot, Garage",500-599,EL DORADO,BLVD,
6/1/18,1,"Destruction, damage, vandalism",,1,12D70,"Parking Lot, Garage",500-599,EL DORADO,BLVD,
6/1/18,1,Simple assault,,1,12D70,"Parking Lot, Garage",500-599,EL DORADO,BLVD,
6/1/18,1,All other offenses,,1,18F40,"Highway, Road, Street, Alley",8200-8299,WESTHEIMER,RD,
6/1/18,1,Intimidation,,1,20G70,"Residence, Home (Includes Apartment)",12900-12999,WHITTINGTON,DR,
6/1/18,1,"Drug, narcotic violations",,1,22B20,"Highway, Road, Street, Alley",1100-1199,LANGWICK,DR,
6/1/18,1,Trespass of real property,,1,1A10,"Bar, Nightclub",1900-1999,TRAVIS,ST,
6/1/18,1,All other larceny,,1,1A10,"Bar, Nightclub",1900-1999,TRAVIS,ST,
6/1/18,1,"Destruction, damage, vandalism",,1,1A40,Restaurant,2600-2699,WESTHEIMER,RD,
6/1/18,1,All other larceny,,1,11H30,"Residence, Home (Includes Apartment)",8200-8299,BROCKTON,ST,
6/1/18,1,Aggravated Assault,,1,1.70E+41,"Residence, Home (Includes Apartment)",11300-11399,FONDREN,RD,
6/1/18,1,Weapon law violations,,1,6B40,"Bar, Nightclub",7900-7999,SHEPHERD,DR,N
6/1/18,1,"Counterfeiting, forgery",,1,6B40,"Bar, Nightclub",7900-7999,SHEPHERD,DR,N
6/1/18,1,Aggravated Assault,,1,12D70,"Parking Lot, Garage",200-299,EL DORADO,BLVD,
6/1/18,1,Motor vehicle theft,,1,22B20,"Parking Lot, Garage",1300-1399,GREENS,PKWY,
6/1/18,1,All other larceny,,1,22B20,"Residence, Home (Includes Apartment)",600-699,RUSHCREEK,DR,
6/1/18,1,Theft from motor vehicle,,1,10H80,"Parking Lot, Garage",0-99,CHELSEA,BLVD,
6/1/18,2,All other offenses,,1,3B10,"Service, Gas Station",5800-5899,PINEMONT,DR,
6/1/18,2,Simple assault,,1,12D10,"Residence, Home (Includes Apartment)",10900-10999,CAYMAN MIST,DR,
6/1/18,2,All other offenses,,1,1.60E+21,"Highway, Road, Street, Alley",4900-4999,OREM,DR,W
6/1/18,2,"Burglary, Breaking and Entering",,1,19G10,Convenience Store,9700-9799,CLUB CREEK,DR,
6/1/18,2,Simple assault,,1,12D10,"Residence, Home (Includes Apartment)",500-599,GILPIN,ST,
6/1/18,2,Stolen property offenses,,1,19G10,"Highway, Road, Street, Alley",7500-7599,CORPORATE,DR,
6/1/18,2,Driving under the influence,,1,19G10,"Highway, Road, Street, Alley",7500-7599,CORPORATE,DR,
6/1/18,2,Drunkenness,,1,19G10,"Highway, Road, Street, Alley",7500-7599,CORPORATE,DR,
6/1/18,2,Driving under the influence,,1,1.70E+11,"Highway, Road, Street, Alley",6000-6099,GULFTON,DR,
6/1/18,2,Driving under the influence,,1,11H30,"Highway, Road, Street, Alley",3000-3099,GALVESTON,RD,
6/1/18,2,Simple assault,,1,1A20,"Highway, Road, Street, Alley",100-199,OAK PLACE,DR,
6/1/18,2,Simple assault,,1,9C30,"Residence, Home (Includes Apartment)",4500-4599,OST,DR,W
6/1/18,2,Motor vehicle theft,,1,10H10,"Highway, Road, Street, Alley",2100-2199,CANAL,ST,
6/1/18,2,Aggravated Assault,,1,1.70E+21,"Residence, Home (Includes Apartment)",8700-8799,FONDREN,RD,
6/1/18,2,All other offenses,,1,13D20,"Other, Unknown",6400-6499,TELEPHONE,RD,
6/1/18,2,All other offenses,,1,19G10,"Bar, Nightclub",10300-10399,CLUB CREEK,DR,
6/1/18,2,"Drug, narcotic violations",,1,19G10,"Bar, Nightclub",10300-10399,CLUB CREEK,DR,
6/1/18,2,"Burglary, Breaking and Entering",,1,1.50E+31,Restaurant,10200-10299,POST OAK,RD,S
6/1/18,2,Motor vehicle theft,,1,6B10,"Residence, Home (Includes Apartment)",11400-11499,BANNISTER,LN,
6/1/18,2,"Burglary, Breaking and Entering",,1,2A40,"Other, Unknown",2200-2299,CENTER,ST,
6/1/18,2,Theft from motor vehicle,,1,2A50,"Residence, Home (Includes Apartment)",5500-5599,CROOMS,ST,
6/1/18,2,"Burglary, Breaking and Entering",,1,10H40,"Other, Unknown",2200-2299,MAIN,ST,
6/1/18,2,Aggravated Assault,,1,1A30,"Bar, Nightclub",2200-2299,ALABAMA,ST,W
6/1/18,2,All other larceny,,1,18F20,"Hotel, Motel, ETC",5100-5199,WESTHEIMER,RD,
6/1/18,2,"Burglary, Breaking and Entering",,1,1A10,Arena/Stadium/Fairgrounds/Coliseum,600-699,TEXAS,ST,
6/1/18,2,"Destruction, damage, vandalism",,1,6B30,"Residence, Home (Includes Apartment)",7200-7299,T C JESTER,BLVD,
6/1/18,2,Theft from motor vehicle,,1,20G80,"Residence, Home (Includes Apartment)",14500-14599,BRIAR FOREST,DR,
6/1/18,2,Intimidation,,1,1.70E+41,"Residence, Home (Includes Apartment)",6300-6399,DUMFRIES,DR,
6/1/18,3,All other larceny,,1,8C50,"Residence, Home (Includes Apartment)",8200-8299,MADERA,RD,
6/1/18,3,Trespass of real property,,1,OOJ,School-Elementary/Secondary,3300-3399,WESTHEIMER,RD,
6/1/18,3,Driving under the influence,,1,10H40,"Highway, Road, Street, Alley",3500-3599,TRAVIS,ST,
6/1/18,3,Simple assault,,2,18F30,"Residence, Home (Includes Apartment)",6400-6499,WESTHEIMER,RD,
6/1/18,3,"Destruction, damage, vandalism",,1,14D20,Convenience Store,3500-3599,LYDIA,ST,
6/1/18,3,Intimidation,,1,14D20,Convenience Store,3500-3599,LYDIA,ST,
6/1/18,3,Theft from motor vehicle,,1,18F40,"Parking Lot, Garage",2100-2199,TANGLEWILDE,ST,
6/1/18,3,Robbery,,1,18F50,"Highway, Road, Street, Alley",7500-7599,HORNWOOD,DR,
6/1/18,3,Aggravated Assault,,1,12D20,"Residence, Home (Includes Apartment)",10400-10499,SAGEWICK,DR,
6/1/18,3,"Burglary, Breaking and Entering",,1,12D10,"Residence, Home (Includes Apartment)",9200-9299,NATHANIEL,,
6/1/18,3,Simple assault,,1,12D10,"Residence, Home (Includes Apartment)",9200-9299,NATHANIEL,,
6/1/18,3,Stolen property offenses,,1,1.50E+21,"Highway, Road, Street, Alley",4900-4999,BELLFORT,AVE,W
6/1/18,3,Shoplifting,,1,14D40,Convenience Store,12300-12399,CULLEN,BLVD,
6/1/18,3,"Burglary, Breaking and Entering",,1,14D30,"Residence, Home (Includes Apartment)",5300-5399,PERSHING,ST,
6/1/18,3,Simple assault,,1,6B40,"Residence, Home (Includes Apartment)",9600-9699,MONTGOMERY,RD,W
6/1/18,3,Simple assault,,1,20G40,"Residence, Home (Includes Apartment)",2100-2199,BENTWORTH,DR,
6/1/18,4,Intimidation,,1,18F40,"Residence, Home (Includes Apartment)",7900-7999,WESTHEIMER,RD,
6/1/18,4,Robbery,,1,9C40,"Hotel, Motel, ETC",11900-11999,EAST,FWY,
6/1/18,4,"Destruction, damage, vandalism",,1,18F60,"Residence, Home (Includes Apartment)",7900-7999,BELLAIRE,BLVD,
6/1/18,4,Aggravated Assault,,1,8C10,"Residence, Home (Includes Apartment)",9500-9599,HOMESTEAD,RD,
6/1/18,4,Intimidation,,1,8C10,"Residence, Home (Includes Apartment)",9500-9599,HOMESTEAD,RD,
6/1/18,4,Motor vehicle theft,,1,19G40,"Residence, Home (Includes Apartment)",11400-11499,LONGBROOK,DR,
6/1/18,4,Motor vehicle theft,,1,1.50E+11,"Parking Lot, Garage",8500-8599,HILLCROFT,AVE,
6/1/18,4,Theft from motor vehicle,,1,20G20,"Residence, Home (Includes Apartment)",10800-10899,HOLLY SPRINGS,DR,
6/1/18,4,Theft from motor vehicle,,1,20G20,"Residence, Home (Includes Apartment)",10800-10899,CANDLEWOOD,,
6/1/18,4,Theft from motor vehicle,,1,1.70E+11,"Highway, Road, Street, Alley",6500-6599,ASHCROFT,DR,
6/1/18,4,Theft from building,,1,20G80,"Church, Synagogue, Temple",14100-14199,WESTHEIMER,RD,
6/1/18,4,Robbery,,1,18F60,Amusement Park,6600-6699,HARBOR TOWN,DR,
6/1/18,5,All other larceny,,1,10H70,"Hotel, Motel, ETC",5700-5799,MAIN,ST,
6/1/18,5,Simple assault,,2,10H70,"Hotel, Motel, ETC",5700-5799,MAIN,ST,
6/1/18,5,Simple assault,,1,24C20,"Residence, Home (Includes Apartment)",4000-4099,SHERWOOD WEST,,
6/1/18,5,Theft from motor vehicle,,1,1.70E+11,"Residence, Home (Includes Apartment)",5900-5999,HORNWOOD,DR,
6/1/18,5,Motor vehicle theft,,1,3B50,Shopping Mall,4400-4499,NORTH,FWY,
6/1/18,5,Theft from motor vehicle,,1,1A10,"Parking Lot, Garage",800-899,BELL,ST,
6/1/18,5,Simple assault,,1,1.70E+31,"Hotel, Motel, ETC",11900-11999,WILCREST,DR,S
6/1/18,6,All other offenses,,1,11H30,"Residence, Home (Includes Apartment)",8300-8399,CONCORD,ST,
6/1/18,6,Intimidation,,1,12D60,"Residence, Home (Includes Apartment)",16200-16299,EL CAMINO REAL,,
6/1/18,6,Motor vehicle theft,,1,6B30,"Residence, Home (Includes Apartment)",6200-6299,TIDWELL,RD,
6/1/18,6,Simple assault,,1,20G30,Construction Site,12100-12199,RICHMOND,AVE,
6/1/18,6,Aggravated Assault,,1,20G30,"Parking Lot, Garage",12400-12499,WESTPARK,DR,
6/1/18,6,Motor vehicle theft,,1,19G40,"Residence, Home (Includes Apartment)",11400-11499,STANCLIFF,RD,
6/1/18,6,"Destruction, damage, vandalism",,1,21I50,"Parking Lot, Garage",3100-3199,TERMINAL,RD,S
6/1/18,6,"Burglary, Breaking and Entering",,1,10H70,"Residence, Home (Includes Apartment)",2000-2099,WICHITA,ST,
6/1/18,6,Motor vehicle theft,,1,10H70,"Residence, Home (Includes Apartment)",2000-2099,WICHITA,ST,
6/1/18,6,Robbery,,1,18F30,"Residence, Home (Includes Apartment)",3700-3799,HILLCROFT,AVE,
6/1/18,6,Theft from motor vehicle,,1,6B10,"Parking Lot, Garage",300-399,LITTLE YORK,RD,W
6/1/18,6,"Destruction, damage, vandalism",,1,5F30,"Residence, Home (Includes Apartment)",8000-8099,ELLINGER,LN,
6/1/18,6,Intimidation,,1,8C10,"Residence, Home (Includes Apartment)",4100-4199,WEAVER,RD,
6/1/18,6,Intimidation,,2,9C20,Industrial Site,400-499,WAYSIDE,DR,N
6/1/18,6,"Credit card, ATM fraud",,1,3B40,"Residence, Home (Includes Apartment)",300-399,BIZERTE,ST,
6/1/18,6,Forcible sodomy,,1,11H10,"Residence, Home (Includes Apartment)",7000-7099,SHERMAN,,
6/1/18,6,All other larceny,,1,1A40,"Residence, Home (Includes Apartment)",3800-3899,OLYMPIA,DR,
6/1/18,7,Trespass of real property,,1,1A20,Convenience Store,2200-2299,LOUISIANA,ST,
6/1/18,7,Simple assault,,1,3B40,"Residence, Home (Includes Apartment)",4300-4399,CASTOR,ST,
6/1/18,7,All other offenses,,1,7C30,"Highway, Road, Street, Alley",10100-10199,BURDEN,,
6/1/18,7,"Destruction, damage, vandalism",,1,2A30,"Residence, Home (Includes Apartment)",1000-1099,TEMPLE,ST,W
6/1/18,7,Motor vehicle theft,,1,2A30,"Residence, Home (Includes Apartment)",1000-1099,TEMPLE,ST,W
6/1/18,7,All other offenses,,1,12D20,"Residence, Home (Includes Apartment)",11100-11199,SAGEWIND,DR,
6/1/18,7,Simple assault,,1,5F20,"Residence, Home (Includes Apartment)",1800-1899,WIRT,RD,
6/1/18,7,Simple assault,,2,11H10,"Residence, Home (Includes Apartment)",,2 AVENUE I,,
6/1/18,7,Intimidation,,1,19G40,"Residence, Home (Includes Apartment)",9700-9799,LEAWOOD,BLVD,
6/1/18,7,Intimidation,,1,4F10,"Residence, Home (Includes Apartment)",9500-9599,LONG POINT,RD,
6/1/18,7,"Destruction, damage, vandalism",,1,22B20,"Parking Lot, Garage",11400-11499,GREENS CROSSING,BLVD,
6/1/18,7,Theft of motor vehicle parts or accessory,,1,22B20,"Parking Lot, Garage",11400-11499,GREENS CROSSING,BLVD,
6/1/18,7,All other offenses,,1,20G40,"Residence, Home (Includes Apartment)",11700-11799,WESTHEIMER,RD,
6/1/18,7,Motor vehicle theft,,1,19G10,"Parking Lot, Garage",7300-7399,CORPORATE,DR,
6/1/18,7,All other larceny,,1,7C10,"Residence, Home (Includes Apartment)",3900-3999,NOBLE,ST,
6/1/18,7,Intimidation,,1,22B20,"Residence, Home (Includes Apartment)",800-899,GREENS,RD,
6/1/18,7,Theft from building,,1,2A50,"Grocery, Supermarket",700-799,FOWLER,ST,
6/1/18,7,Intimidation,,1,13D20,"Residence, Home (Includes Apartment)",6600-6699,CHERRYDALE,DR,
6/1/18,8,Motor vehicle theft,,1,14D50,"Residence, Home (Includes Apartment)",6000-6099,HERTFORD,ST,
6/1/18,8,"Destruction, damage, vandalism",,1,1.50E+41,"Parking Lot, Garage",2400-2499,WESTRIDGE,ST,
6/1/18,8,Theft from motor vehicle,,1,2A30,Restaurant,3100-3199,WHITE OAK,DR,
6/1/18,8,Shoplifting,,1,8C30,"Department, Discount Store",9200-9299,WAYSIDE,DR,N
6/1/18,8,"Destruction, damage, vandalism",,1,1A20,Industrial Site,2400-2499,MASON,,
6/1/18,8,Motor vehicle theft,,1,21I50,"Highway, Road, Street, Alley",17300-17399,PINE CUT,,
6/1/18,8,Theft from motor vehicle,,1,14D10,"Residence, Home (Includes Apartment)",4900-4999,IDAHO,ST,
6/1/18,8,All other larceny,,1,2A40,"Residence, Home (Includes Apartment)",1800-1899,COLORADO,ST,
6/1/18,8,"Credit card, ATM fraud",,1,3B30,"Residence, Home (Includes Apartment)",2000-2099,CHESHIRE,LN,
6/1/18,8,"Drug, narcotic violations",,1,18F30,School-Elementary/Secondary,6400-6499,WESTPARK,DR,
6/1/18,8,Simple assault,,1,6B10,School-Elementary/Secondary,100-199,PARKER,RD,W
6/1/18,8,Theft from building,,1,1A10,"Other, Unknown",900-999,MAIN,ST,
6/1/18,8,Identify theft,,1,10H30,"Residence, Home (Includes Apartment)",700-799,LIVE OAK,,
6/1/18,8,Intimidation,,1,5F10,"Other, Unknown",1200-1299,POST OAK,RD,N
6/1/18,8,Theft from motor vehicle,,1,20G60,"Parking Lot, Garage",1000-1099,SH 6,HWY,S
6/1/18,8,"Credit card, ATM fraud",,1,20G60,"Parking Lot, Garage",1000-1099,SH 6,HWY,S
6/1/18,8,"Destruction, damage, vandalism",,1,20G60,"Parking Lot, Garage",1000-1099,SH 6,HWY,S
6/1/18,8,"Destruction, damage, vandalism",,1,2A30,Construction Site,300-399,20TH,ST,W
6/1/18,8,Driving under the influence,,1,1A10,"Highway, Road, Street, Alley",1200-1299,TRAVIS,ST,
6/1/18,8,"Destruction, damage, vandalism",,1,10H60,"Residence, Home (Includes Apartment)",2600-2699,PALM,,
6/1/18,8,"Burglary, Breaking and Entering",,1,1.50E+31,"Residence, Home (Includes Apartment)",4800-4899,SANFORD,RD,
6/1/18,8,Intimidation,,1,1.70E+11,"Residence, Home (Includes Apartment)",5600-5699,CHIMNEY ROCK,RD,
6/1/18,8,"Burglary, Breaking and Entering",,1,13D20,"Residence, Home (Includes Apartment)",8900-8999,GLENCREST,ST,
6/1/18,8,"Destruction, damage, vandalism",,1,19G30,"Residence, Home (Includes Apartment)",12700-12799,RODEO SQUARE,DR,
6/1/18,8,"Destruction, damage, vandalism",,1,14D40,"Residence, Home (Includes Apartment)",5400-5499,FAIRGREEN,LN,
6/1/18,8,Intimidation,,1,6B10,Construction Site,600-699,DUNKLEY,DR,
6/1/18,8,All other larceny,,1,1A50,"Parking Lot, Garage",4900-4999,LOOP CENTRAL,DR,
6/1/18,8,Simple assault,,1,22B10,"Residence, Home (Includes Apartment)",13500-13599,BRETON RIDGE,ST,
6/1/18,8,All other larceny,,1,11H30,"Residence, Home (Includes Apartment)",8300-8399,PARK PLACE,BLVD,
6/1/18,8,"Destruction, damage, vandalism",,1,22B40,"Parking Lot, Garage",15500-15599,JOHN F KENNEDY,BLVD,
6/1/18,8,All other larceny,,1,18F60,"Residence, Home (Includes Apartment)",9200-9299,BEECHNUT,ST,
6/1/18,8,Embezzlement,,1,18F60,"Residence, Home (Includes Apartment)",9200-9299,BEECHNUT,ST,
6/1/18,8,"Counterfeiting, forgery",,1,6B10,"Residence, Home (Includes Apartment)",1100-1199,WARDMONT,,
6/1/18,8,All other larceny,,1,1.50E+41,"Parking Lot, Garage",8800-8899,LAKES AT 610,DR,
6/1/18,8,Theft from building,,1,18F30,"Residence, Home (Includes Apartment)",6000-6099,BEVERLY HILL,ST,
6/1/18,8,All other offenses,,1,14D30,"Government, Public Building",8300-8399,MYKAWA,RD,
6/1/18,8,Intimidation,,1,18F30,"Residence, Home (Includes Apartment)",6000-6099,BEVERLY HILL,ST,
6/1/18,8,Embezzlement,,1,18F20,"Other, Unknown",5000-5099,WESTHEIMER,RD,
6/1/18,8,All other larceny,,1,1.60E+31,"Parking Lot, Garage",5500-5599,GRAPEVINE,ST,
6/1/18,8,"False pretenses, swindle",,1,18F50,"Residence, Home (Includes Apartment)",3700-3799,TANGLEWILDE,ST,
6/1/18,8,Embezzlement,,1,24C40,"Department, Discount Store",11500-11599,FM 1960,RD,E
6/1/18,9,Intimidation,,1,14D30,"Residence, Home (Includes Apartment)",6100-6199,DOULTON,DR,
6/1/18,9,Statutory rape,,1,14D10,"Residence, Home (Includes Apartment)",5600-5699,ROYAL PALMS,ST,
6/1/18,9,All other offenses,,1,8C30,"Residence, Home (Includes Apartment)",7400-7499,WAYSIDE,DR,N
6/1/18,9,Simple assault,,1,6B10,School-Elementary/Secondary,400-499,RITTENHOUSE,ST,
6/1/18,9,All other offenses,,1,8C50,"Grocery, Supermarket",9400-9499,MESA,DR,
6/1/18,9,Motor vehicle theft,,1,22B30,"Residence, Home (Includes Apartment)",16200-16299,IMPERIAL VALLEY,DR,
6/1/18,9,"Drug, narcotic violations",,1,10H40,"Highway, Road, Street, Alley",1300-1399,BARBEE,ST,
6/1/18,9,"Credit card, ATM fraud",,1,13D30,"Other, Unknown",6800-6899,TELEAN,,
6/1/18,9,All other offenses,,1,10H40,"Highway, Road, Street, Alley",1100-1199,RUTH,,
6/1/18,9,Theft from motor vehicle,,1,1.70E+11,"Parking Lot, Garage",5100-5199,ELM,ST,
6/1/18,9,Theft of motor vehicle parts or accessory,,1,3B30,"Parking Lot, Garage",1200-1299,43RD,ST,W
6/1/18,9,"Burglary, Breaking and Entering",,1,1.70E+11,"Residence, Home (Includes Apartment)",6600-6699,DUNLAP,ST,
6/1/18,9,Simple assault,,1,1.70E+11,"Residence, Home (Includes Apartment)",6600-6699,DUNLAP,ST,
6/1/18,9,Simple assault,,1,10H50,"Residence, Home (Includes Apartment)",3600-3699,BREMOND,ST,
6/1/18,9,All other larceny,,1,3B30,"Highway, Road, Street, Alley",800-899,OAK,ST,
6/1/18,9,"Burglary, Breaking and Entering",,1,5F10,"Residence, Home (Includes Apartment)",6500-6599,MAYBANK,DR,
6/1/18,9,Theft from motor vehicle,,1,14D20,"Highway, Road, Street, Alley",4600-4699,CLOVER,ST,
6/1/18,9,"Burglary, Breaking and Entering",,1,11H20,"Residence, Home (Includes Apartment)",7200-7299,NARCISSUS,,
6/1/18,9,All other larceny,,1,1A20,"Highway, Road, Street, Alley",600-699,TUAM,,
6/1/18,9,"False pretenses, swindle",,1,10H60,"Other, Unknown",5900-5999,SCOTT,ST,
6/1/18,9,"Burglary, Breaking and Entering",,1,18F40,"Residence, Home (Includes Apartment)",1400-1499,WINROCK,BLVD,
6/1/18,9,Forcible fondling,,1,8C10,"Department, Discount Store",6600-6699,TIDWELL,RD,
6/1/18,9,"Burglary, Breaking and Entering",,1,1.70E+41,"Residence, Home (Includes Apartment)",10900-10999,BRAEWICK,DR,
6/1/18,9,"Destruction, damage, vandalism",,1,20G30,"Residence, Home (Includes Apartment)",11300-11399,RICHMOND,AVE,
6/1/18,9,Theft of motor vehicle parts or accessory,,1,1.50E+41,"Parking Lot, Garage",8400-8499,BARTELL,DR,W
6/1/18,9,"Extortion, Blackmail",,1,2A50,"Residence, Home (Includes Apartment)",0-99,DETERING,ST,
6/1/18,9,Shoplifting,,1,1.60E+31,"Department, Discount Store",14400-14499,HILLCROFT,AVE,W
6/1/18,9,All other larceny,,1,14D40,"Other, Unknown",5200-5299,HONEYVINE,DR,
6/1/18,9,All other offenses,,1,18F40,"Residence, Home (Includes Apartment)",1900-1999,WINROCK,BLVD,
6/1/18,9,Forcible fondling,,1,5F20,"Residence, Home (Includes Apartment)",4000-4099,HOLLISTER,ST,
6/1/18,9,Simple assault,,1,6B30,"Residence, Home (Includes Apartment)",8600-8699,WILD BASIN,DR,
6/1/18,9,All other offenses,,1,6B30,"Residence, Home (Includes Apartment)",7200-7299,T C JESTER,BLVD,
6/1/18,10,Motor vehicle theft,,1,1.70E+41,"Residence, Home (Includes Apartment)",12600-12699,DUNLAP,ST,
6/1/18,10,Identify theft,,1,20G80,"Residence, Home (Includes Apartment)",13300-13399,WESTHEIMER,RD,
6/1/18,10,"Counterfeiting, forgery",,1,1A50,"Commercial, Office Building",3400-3499,RICHMOND,AVE,
6/1/18,10,Peeping tom,,1,20G80,"Residence, Home (Includes Apartment)",13700-13799,BROOKBLUFF,LN,
6/1/18,10,All other offenses,,1,20G80,"Residence, Home (Includes Apartment)",13700-13799,BROOKBLUFF,LN,
6/1/18,10,Identify theft,,1,10H50,"Other, Unknown",2100-2199,ELGIN,ST,
6/1/18,10,Aggravated Assault,,1,1.50E+31,"Highway, Road, Street, Alley",4000-4099,OMEARA,DR,
6/1/18,10,"Drug, narcotic violations",,1,1.50E+31,"Highway, Road, Street, Alley",4000-4099,OMEARA,DR,
6/1/18,10,"Destruction, damage, vandalism",,1,2A30,"Commercial, Office Building",700-799,11TH,ST,W
6/1/18,10,Simple assault,,1,18F50,"Residence, Home (Includes Apartment)",7500-7599,CLAREWOOD,DR,
6/1/18,10,All other offenses,,1,7C30,"Commercial, Office Building",9100-9199,EASTEX,FWY,
6/1/18,10,Robbery,,1,11H10,"Grocery, Supermarket",2300-2399,WAYSIDE,DR,
6/1/18,10,"Destruction, damage, vandalism",,1,6B30,"Parking Lot, Garage",7200-7299,T C JESTER,BLVD,
6/1/18,10,All other larceny,,1,20G80,"Other, Unknown",2000-2099,SH 6,HWY,S
