Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
02/02/2018,23,Robbery,3B10,Residence or House,4000-4099,WATONGA BLVD,BLVD,-,1
02/02/2018,20,Robbery,3B10,Apartment Parking Lot,4200-4299,W 34TH ST,ST,-,1
02/02/2018,09,Theft,3B10,Commercial Building,5600-5699,MITCHELLDALE,ST,-,1
02/02/2018,03,Aggravated Assault,3B10,Residence or House,5800-5899,LIBBEY,DR,-,1
02/03/2018,14,Theft,3B10,Commercial Parking Lot or Garage,3000-3099,MANGUM RD,RD,-,1
02/03/2018,14,Theft,3B10,Restaurant or Cafeteria Parking Lot,10800-10899,NORTHWEST FWY OB,-,-,2
02/03/2018,17,Theft,3B10,Residence or House,5000-5099,LAMONTE LN,-,-,1
02/03/2018,10,Burglary,3B10,Warehouse,4800-4899,RAMUS,ST,-,1
02/04/2018,17,Burglary,3B10,Rental Storage Facility,10900-10999,YOUR STORAGE PLACE,-,-,1
02/04/2018,16,Theft,3B10,Apartment,4200-4299,34TH 162,-,W,1
02/04/2018,16,AutoTheft,3B10,Bank or Savings Institution Parking Lot,2100-2199,MANGUM RD,RD,-,1
02/04/2018,14,Robbery,3B10,"Furniture, Appliances, Radios, TV Store",5700-5799,BINGLE,RD,-,1
02/04/2018,10,AutoTheft,3B10,Apartment Parking Lot,4800-4899,LAMONTE LN,-,-,1
02/04/2018,06,Theft,3B10,Apartment Parking Lot,4000-4099,W 34TH ST,ST,-,1
02/04/2018,05,Robbery,3B10,Bar or Night Club Parking Lot,4600-4699,DACOMA ST,ST,-,1
02/04/2018,21,Robbery,3B10,Restaurant or Cafeteria,5100-5199,34TH,ST,W,1
02/05/2018,04,Aggravated Assault,3B10,Residence or House,5800-5899,CHRYSTELL LN,-,-,1
02/05/2018,05,Theft,3B10,Residence or House,10000-10099,SABLE MEADOW CT.,-,-,1
02/05/2018,08,AutoTheft,3B10,Commercial Parking Lot or Garage,600-699,OAK,ST,-,1
02/05/2018,10,Theft,3B10,Liquor Store,13800-13899,CAMPWOOD LN.,-,-,1
02/05/2018,18,Theft,3B10,"Hotel, Motel, Inn, Etc.",11000-11099,NORTHWEST FWY OB,-,-,1
02/05/2018,17,Burglary,3B10,Residence or House,4500-4599,WEST 43RD,RD,-,1
02/06/2018,09,AutoTheft,3B10,Apartment Parking Lot,6000-6099,W SUNFOREST DR,-,-,1
02/06/2018,10,Theft,3B10,Apartment Parking Lot,4800-4899,LAMONTE LN,-,-,1
02/06/2018,16,Theft,3B10,Restaurant or Cafeteria Parking Lot,8300-8399,DRUM ROLL,DR,-,1
02/06/2018,21,Robbery,3B10,"Road, Street, or Sidewalk",4400-4499,SHERWOOD LN,-,-,1
02/07/2018,09,Theft,3B10,Other Parking Lot,11600-11699,HEMPSTEAD ROAD,-,-,1
02/07/2018,09,Theft,3B10,"Other, Unknown, or Not Listed",13900-13999,CONWAY,PL,-,1
02/07/2018,17,Theft,3B10,Hotel or Motel Parking Lot,11100-11199,NORTHWEST FWY OB,-,-,1
02/07/2018,16,Aggravated Assault,3B10,Apartment,4200-4299,W 34TH ST,ST,-,1
02/07/2018,16,Aggravated Assault,3B10,Apartment,5500-5599,WYANDOTT,-,-,1
02/07/2018,12,Theft,3B10,Commercial Building,11600-11699,HEMPSTEAD,RD,-,1
02/08/2018,12,Burglary,3B10,Residence or House,5500-5599,NINA LEE LN,-,-,1
02/08/2018,12,Theft,3B10,Department or Discount Store,500-599,NORTHWEST MALL,-,-,1
02/08/2018,15,AutoTheft,3B10,"Road, Street, or Sidewalk",6000-6099,W SUNFOREST DR,-,-,1
02/08/2018,10,Theft,3B10,Commercial Parking Lot or Garage,6200-6299,PINEMONT DR,-,-,1
02/08/2018,04,Burglary,3B10,"Electronics Store, Electrical Supplies",11300-11399,NORTHWEST,ST,-,1
02/08/2018,20,Burglary,3B10,Apartment,4000-4099,W 34TH ST,ST,-,1
02/09/2018,00,Theft,3B10,Apartment Parking Lot,6500-6599,W 43RD ST,ST,-,1
02/09/2018,10,Theft,3B10,Hotel or Motel Parking Lot,11100-11199,NORTHWEST FWY OB,-,-,1
02/09/2018,11,Theft,3B10,Residence or House,5100-5199,MILWEE ST,ST,-,1
02/09/2018,09,AutoTheft,3B10,"Road, Street, or Sidewalk",5800-5899,SUNFOREST,ST,W,1
02/10/2018,10,Theft,3B10,Apartment Parking Lot,4200-4299,LOCKFIELD ST,ST,-,1
02/10/2018,09,Theft,3B10,Driveway,6000-6099,GOLDEN FOREST DR,-,-,1
02/10/2018,12,Robbery,3B10,Apartment Parking Lot,6000-6099,W SUNFOREST DR,-,-,1
02/10/2018,12,Theft,3B10,Driveway,6000-6099,GOLDEN FOREST DR,-,-,1
02/10/2018,00,Rape,3B10,"Hotel, Motel, Inn, Etc.",6600-6699,FELDSPAR ST,ST,-,1
02/10/2018,16,Theft,3B10,Department or Discount Store,500-599,NORTHWEST MALL,-,-,1
02/10/2018,15,Theft,3B10,Warehouse,5700-5799,GARDENDALE DR,-,-,1
02/11/2018,03,Burglary,3B10,"Daycare, Child Care, or Kindergarten",4000-4099,SHERWOOD,LN,-,1
02/11/2018,10,Theft,3B10,"Garden Supply, Nursery, or Florist",2200-2299,DONREL,WAY,-,1
02/11/2018,16,AutoTheft,3B10,Hotel or Motel Parking Lot,12100-12199,NORTHWEST FWY OB,-,-,1
02/12/2018,13,Burglary,3B10,Residence or House,5600-5699,RANDON RD,RD,-,1
02/12/2018,15,Theft,3B10,Liquor Store,5200-5299,34TH,ST,W,1
02/12/2018,16,Theft,3B10,"Road, Street, or Sidewalk",600-699,KENRICK,DR,-,1
02/12/2018,07,AutoTheft,3B10,Strip Business Center Parking Lot,4000-4099,ALBA ROAD,-,-,1
02/12/2018,20,Theft,3B10,Driveway,5000-5099,OAK SHADOWS DR,-,-,1
02/13/2018,05,Theft,3B10,Apartment,4000-4099,W 34TH ST,ST,-,1
02/13/2018,10,Burglary,3B10,Rental Storage Facility,4100-4199,34TH,ST,W,1
02/13/2018,21,Robbery,3B10,Convenience Store,4300-4399,W 34TH ST,ST,-,1
02/13/2018,13,Robbery,3B10,Strip Business Center Parking Lot,9000-9099,BLANKENSHIP,DR,-,1
02/14/2018,09,AutoTheft,3B10,Vehicle/Auto Sales/Lease/Auto Parts Store,5500-5599,34TH,ST,W,1
02/14/2018,11,Theft,3B10,Service or Gas Station,5200-5299,W 34TH ST,ST,-,1
02/14/2018,10,Aggravated Assault,3B10,Apartment,3700-3799,WATONGA BLVD,BLVD,-,1
02/14/2018,01,Aggravated Assault,3B10,Hotel or Motel Parking Lot,5500-5599,W 34TH ST,ST,-,1
02/14/2018,06,Theft,3B10,Driveway,4300-4399,LIDO LN,-,-,1
02/14/2018,21,AutoTheft,3B10,Convenience Store,4800-4899,DACOMA,ST,-,1
02/15/2018,13,Theft,3B10,Other Parking Lot,6000-6099,W 34TH ST,ST,-,1
02/15/2018,13,AutoTheft,3B10,Body Shop,5600-5699,TIDWELL,RD,W,1
02/15/2018,20,Aggravated Assault,3B10,Apartment,5300-5399,DEEP FOREST DR,-,-,1
02/15/2018,19,Robbery,3B10,Apartment Parking Lot,3200-3299,MANGUM RD,RD,-,1
02/15/2018,19,Robbery,3B10,Driveway,5400-5499,VERDOME LN,-,-,1
02/16/2018,02,Theft,3B10,"Hotel, Motel, Inn, Etc.",8100-8199,PAVONA RIDGE LANE,-,-,1
02/16/2018,12,Robbery,3B10,Apartment Parking Lot,3200-3299,MANGUM RD,RD,-,1
02/16/2018,11,Burglary,3B10,Residence or House,5200-5299,CHANTILLY LN,-,-,1
02/16/2018,15,Theft,3B10,Department or Discount Store,500-599,NORTHWEST MALL,-,-,1
02/16/2018,13,AutoTheft,3B10,Apartment Parking Lot,4200-4299,LOCKFIELD ST,ST,-,1
02/16/2018,16,Burglary,3B10,Residence or House,5800-5899,VERDOME LANE,-,-,1
02/16/2018,22,AutoTheft,3B10,Apartment Parking Lot,7200-7299,CABRINA,LN,-,1
02/17/2018,16,Theft,3B10,Apartment Parking Lot,4200-4299,SHERWOOD LN,-,-,1
02/17/2018,14,Robbery,3B10,Other Parking Lot,4100-4199,LUMBERDALE,-,-,1
02/17/2018,13,Aggravated Assault,3B10,Convenience Store Parking Lot,4300-4399,SHERWOOD,LN,-,1
02/17/2018,21,Aggravated Assault,3B10,"Road, Street, or Sidewalk",5500-5599,LIBBEY,-,-,1
02/17/2018,02,Theft,3B10,"Road, Street, or Sidewalk",1400-1499,ELLAINE,-,W,1
02/17/2018,11,Burglary,3B10,Apartment,4200-4299,W 34TH ST,ST,-,1
02/17/2018,08,Theft,3B10,Construction Site,4500-4599,DACOMA ST,ST,-,1
02/18/2018,14,Theft,3B10,"Other, Unknown, or Not Listed",4900-4999,FEDERAL PLAZA DR,-,-,1
02/18/2018,09,Theft,3B10,Driveway,6000-6099,BIRCHMONT DR,-,-,1
02/18/2018,09,Burglary,3B10,Strip Business Center Parking Lot,10900-10999,NORTHWEST,ST,-,1
02/18/2018,15,AutoTheft,3B10,Apartment Parking Lot,2800-2899,T C JESTER BLVD,BLVD,-,1
02/18/2018,21,Robbery,3B10,Apartment Parking Lot,3700-3799,WATONGA BLVD,BLVD,-,1
02/18/2018,21,Robbery,3B10,Apartment Parking Lot,3800-3899,SHERWOOD LN,-,-,1
02/18/2018,21,Robbery,3B10,Apartment Parking Lot,5800-5899,SUNFOREST,ST,W,1
02/19/2018,08,Burglary,3B10,Convenience Store,5400-5499,ANTOINE,DR,-,1
02/19/2018,11,Theft,3B10,Hotel or Motel Parking Lot,3000-3099,N LOOP W,-,-,1
02/19/2018,11,Theft,3B10,Vacant Other Out Build/Monument/UnderConst,5500-5599,W 34TH ST,ST,-,1
02/19/2018,06,AutoTheft,3B10,Service or Gas Station,4000-4099,WANTONGA,BLVD,-,1
02/19/2018,05,Theft,3B10,Apartment Parking Lot,4000-4099,W 34TH ST,ST,-,1
02/19/2018,13,Theft,3B10,Apartment Parking Lot,3800-3899,SHERWOOD LN,-,-,1
02/19/2018,22,Aggravated Assault,3B10,Restaurant or Cafeteria Parking Lot,12400-12499,NORTHWEST FWY OB,-,-,1
02/19/2018,21,Robbery,3B10,Apartment Parking Lot,4200-4299,WEST 34TH ST APT 151,-,-,1
02/20/2018,13,Theft,3B10,Other Parking Lot,UNK,43RD OBIB/NORTHWEST FWY OB,-,-,1
02/20/2018,14,Burglary,3B10,Garage or Carport,15300-15399,MAUNA LOA,-,-,1
02/20/2018,20,Robbery,3B10,Apartment Parking Lot,2800-2899,W T C JESTER BLVD,BLVD,-,1
02/20/2018,21,Robbery,3B10,Apartment Parking Lot,3200-3299,MANGUM RD,RD,-,2
02/20/2018,21,Robbery,3B10,Apartment Parking Lot,4000-4099,W 34TH ST,ST,-,1
02/20/2018,17,Rape,3B10,Residence or House,5700-5799,CHRYSTELL LN,-,-,1
02/20/2018,17,Burglary,3B10,Residence or House,4600-4699,CHRYSTELL LN,-,-,1
02/20/2018,11,Theft,3B10,Restaurant or Cafeteria Parking Lot,2800-2899,MANGUM,RD,-,1
02/20/2018,12,Theft,3B10,Hotel or Motel Parking Lot,3000-3099,N LOOP W,-,-,1
02/21/2018,13,AutoTheft,3B10,Convenience Store Parking Lot,2300-2399,TIDWELL,-,W,1
02/21/2018,13,Theft,3B10,"Other, Unknown, or Not Listed",2400-2499,N LOOP W,-,-,1
02/21/2018,07,Theft,3B10,Other Parking Lot,5100-5199,ANTOINE DR,-,-,1
02/21/2018,00,AutoTheft,3B10,Service or Gas Station,9900-9999,HEMPSTEAD RD,RD,-,1
02/22/2018,03,AutoTheft,3B10,Apartment Parking Lot,5300-5399,DEEP FOREST DR,-,-,1
02/22/2018,13,AutoTheft,3B10,Other Parking Lot,3300-3399,KINGSWOOD LN,-,-,1
02/22/2018,16,Theft,3B10,Drug Store or Medical Supply,5200-5299,ANTOINE,DR,-,1
02/22/2018,18,Theft,3B10,Restaurant or Cafeteria Parking Lot,2700-2799,MANGUM,RD,-,1
02/22/2018,23,Theft,3B10,Commercial Parking Lot or Garage,5200-5299,W 34TH ST,ST,-,1
02/22/2018,19,Robbery,3B10,Apartment Parking Lot,4200-4299,SHERWOOD LN APT 132,-,-,1
02/23/2018,22,Burglary,3B10,Apartment,4300-4399,SHERWOOD LN,-,-,1
02/23/2018,14,Aggravated Assault,3B10,Freeway Service Road,11800-11899,NORTHWEST FWY OB,-,-,1
02/23/2018,19,Robbery,3B10,Restaurant or Cafeteria,5400-5499,ANTOINE,DR,-,1
02/23/2018,21,Rape,3B10,"Field, Woods, Forest, Park",11700-11799,HEMPSTEAD RD,RD,-,1
02/23/2018,18,Theft,3B10,Service or Gas Station,2500-2599,LOOP,-,N,1
02/23/2018,12,Theft,3B10,Department or Discount Store,500-599,NORTHWEST MALL,-,-,1
02/23/2018,12,Theft,3B10,Drug Store or Medical Supply,4000-4099,WATONGA,-,-,1
02/23/2018,08,AutoTheft,3B10,Other Parking Lot,11600-11699,HEMPSTEAD,RD,-,1
02/23/2018,09,Theft,3B10,Rental Storage Facility,4800-4899,34TH,ST,W,1
02/23/2018,08,Robbery,3B10,Apartment Parking Lot,3100-3199,MANGUM RD,RD,-,1
02/24/2018,20,Robbery,3B10,Apartment Parking Lot,3800-3899,SHERWOOD LN,-,-,1
02/24/2018,21,Robbery,3B10,Apartment Parking Lot,2800-2899,W T C JESTER BLVD,BLVD,-,1
02/24/2018,18,Aggravated Assault,3B10,Residence or House,5200-5299,LIBBEY,LN,-,1
02/24/2018,10,Burglary,3B10,Garage or Carport,4500-4599,RANDWICK DR,-,-,1
02/24/2018,07,Theft,3B10,Driveway,4300-4399,MARLBOROUGH DR,-,-,1
02/24/2018,12,Theft,3B10,Commercial Parking Lot or Garage,UNK,NORTHWEST FWY IB/DACOMA ST,ST,-,1
02/24/2018,12,Aggravated Assault,3B10,Service or Gas Station,6400-6499,W 43RD ST,ST,-,1
02/24/2018,15,AutoTheft,3B10,Hotel or Motel Parking Lot,4900-4999,DACOMA ST,ST,-,1
02/25/2018,11,Burglary,3B10,Residence or House,4900-4999,SAXON DR,-,-,1
02/25/2018,14,Rape,3B10,"Field, Woods, Forest, Park",6400-6499,MILWEE ST,ST,-,1
02/25/2018,15,Robbery,3B10,"Road, Street, or Sidewalk",13500-13599,KLAMATH FALLS,DR,-,1
02/25/2018,20,Burglary,3B10,Apartment,4300-4399,SHERWOOD LN,-,-,1
02/25/2018,19,Aggravated Assault,3B10,Restaurant or Cafeteria,4400-4499,SHERWOOD,LN,-,2
02/26/2018,09,Robbery,3B10,"Hotel, Motel, Inn, Etc.",500-599,AIRTEX,DR,-,1
02/26/2018,12,Theft,3B10,Residence or House,5900-5999,SAXON,DR,-,1
02/26/2018,00,Burglary,3B10,"Other, Unknown, or Not Listed",6100-6199,PINEMONT,DR,-,1
02/26/2018,06,Burglary,3B10,Restaurant or Cafeteria,10400-10499,HEMPSTEAD RD,RD,-,1
02/26/2018,13,Rape,3B10,"Road, Street, or Sidewalk",UNK,JUSTICE PARK DR,-,-,1
02/26/2018,17,Burglary,3B10,Residence or House,6000-6099,HOOVER,-,-,1
02/26/2018,19,Robbery,3B10,"Road, Street, or Sidewalk",4600-4699,W 34TH ST,ST,-,1
02/27/2018,10,Theft,3B10,Convenience Store,10300-10399,NORTHWEST FWY IB,-,-,1
02/27/2018,10,Theft,3B10,Rental Storage Facility,4800-4899,34TH,ST,W,1
02/27/2018,13,Aggravated Assault,3B10,Restaurant or Cafeteria Parking Lot,9400-9499,RICHLAND,-,-,1
02/27/2018,00,Theft,3B10,Residence or House,5100-5199,DE MILO DRIVE,-,-,1
02/27/2018,05,Aggravated Assault,3B10,Highway or Freeway,2500-2599,N LOOP W,-,-,1
02/27/2018,07,Burglary,3B10,Government or Public Building,5400-5499,MANGUM,RD,-,1
02/27/2018,09,Burglary,3B10,Private School,5700-5799,GOLDEN FOREST,ST,-,1
02/27/2018,21,Theft,3B10,Service or Gas Station,11600-11699,NORTHWEST,ST,-,1
02/27/2018,20,Aggravated Assault,3B10,Apartment,4200-4299,34TH,ST,W,1
02/27/2018,21,Robbery,3B10,Apartment Parking Lot,3900-3999,SHERWOOD LN,-,-,1
02/27/2018,21,Robbery,3B10,Apartment Parking Lot,4800-4899,LAMONTE LN,-,-,1
02/27/2018,20,Robbery,3B10,Apartment,4200-4299,W 34TH ST,ST,-,1
02/27/2018,20,Robbery,3B10,Specialty Store (Non-Specific),5400-5499,ANTOINE DR,-,-,1
02/27/2018,17,Aggravated Assault,3B10,Apartment Parking Lot,5600-5699,ANTOINE,DR,-,2
02/28/2018,04,Theft,3B10,Residence or House,5300-5399,DE LANGE LN,-,-,1
02/28/2018,06,AutoTheft,3B10,Hotel or Motel Parking Lot,11100-11199,NORTHWEST,ST,-,1
02/28/2018,14,Theft,3B10,"Electronics Store, Electrical Supplies",3200-3299,ANTOINE,DR,-,1
02/28/2018,13,Theft,3B10,Vehicle/Auto Sales/Lease/Auto Parts Store,5100-5199,ANTOINE,DR,-,1
02/28/2018,11,Robbery,3B10,Apartment Parking Lot,4600-4699,SHERWOOD LN,-,-,1
02/28/2018,19,Theft,3B10,"Amusement Park, Bowling Alley, Skate Rink",3000-3099,MANGUM RD,RD,-,1
02/28/2018,18,Theft,3B10,"Other, Unknown, or Not Listed",4800-4899,LAMONTE LN,-,-,1
02/01/2018,16,Burglary,3B30,Rental Storage Facility,2100-2199,PO BOX 9066,-,-,1
02/01/2018,18,Burglary,3B30,Residence or House,1700-1799,WILDE ROCK,WAY,-,1
02/01/2018,14,Theft,3B30,"Other, Unknown, or Not Listed",1500-1599,WAKEFIELD DR,-,-,1
02/02/2018,00,Theft,3B30,Grocery Store or Supermarket,3700-3799,ASCOT,LN,-,1
02/02/2018,18,Theft,3B30,Convenience Store Parking Lot,2000-2099,W 34TH ST,ST,-,1
02/02/2018,12,Theft,3B30,"Other, Unknown, or Not Listed",1500-1599,WAKEFIELD DR,-,-,1
02/03/2018,13,Robbery,3B30,"Road, Street, or Sidewalk",2500-2599,A BEALL ST.,-,-,1
02/04/2018,11,Theft,3B30,Construction Site,1800-1899,CHANTILLY LN,-,-,1
02/04/2018,11,AutoTheft,3B30,Apartment Parking Lot,1700-1799,W 34TH ST,ST,-,1
02/04/2018,16,Theft,3B30,Driveway,5300-5399,POLK,ST,-,1
02/04/2018,16,Theft,3B30,Other Parking Lot,2500-2599,JUDIWAY ST,ST,-,1
02/05/2018,17,AutoTheft,3B30,Commercial Parking Lot or Garage,6000-6099,CORAL RIDGE,RD,-,1
02/05/2018,17,Theft,3B30,Commercial Parking Lot or Garage,2100-2199,LOOP  W,-,-,1
02/06/2018,08,Burglary,3B30,Office Building,2000-2099,LOOP,-,N,1
02/06/2018,08,Theft,3B30,Hospital Parking Lot,1900-1999,N LOOP W,-,-,1
02/06/2018,06,Burglary,3B30,Residence or House,2300-2399,LAMONTE LN,-,-,1
02/06/2018,17,Burglary,3B30,Rental Storage Facility,1400-1499,N LOOP W,-,-,1
02/06/2018,11,Theft,3B30,Apartment,900-999,OAK ST,ST,-,1
02/07/2018,12,Theft,3B30,Bank,4300-4399,ELLA BLVD,BLVD,-,1
02/07/2018,12,Theft,3B30,Driveway,900-999,LAMONTE LN,-,-,1
02/08/2018,02,Burglary,3B30,Restaurant or Cafeteria,5100-5199,ELLA,BLVD,-,1
02/08/2018,02,Burglary,3B30,Vehicle/Auto Sales/Lease/Auto Parts Store,4900-4999,SHEPHERD,RD,N,1
02/08/2018,12,Theft,3B30,Apartment Parking Lot,3500-3599,ELLA BLVD,BLVD,-,1
02/09/2018,08,Theft,3B30,Residence or House,3700-3799,ELLA BLVD,BLVD,-,1
02/10/2018,10,Burglary,3B30,Residence or House,3000-3099,ATTRIDGE RD,RD,-,1
02/12/2018,19,Aggravated Assault,3B30,Service or Gas Station,5100-5199,N SHEPHERD DR,-,-,1
02/12/2018,15,AutoTheft,3B30,Driveway,3300-3399,ELLA BLVD,BLVD,-,1
02/12/2018,09,Burglary,3B30,Commercial Building,1300-1399,43RD,RD,W,1
02/12/2018,12,Theft,3B30,"Gym, Recreat, Club House, Indoor Pool",1200-1299,W 34TH ST,ST,-,1
02/13/2018,10,Theft,3B30,Residence or House,3300-3399,LAWRENCE ST,ST,-,1
02/14/2018,15,Theft,3B30,Strip Business Center Parking Lot,9700-9799,RAUL HECTOR,DR,-,1
02/14/2018,06,Theft,3B30,Residence or House,1000-1099,ALTHEA DR,-,-,1
02/14/2018,05,Theft,3B30,Driveway,1400-1499,CURTIN ST,ST,-,1
02/14/2018,03,Theft,3B30,Residence or House,1300-1399,ALTHEA,DR,-,1
02/14/2018,11,Theft,3B30,"Hotel, Motel, Inn, Etc.",4800-4899,SHEPHERD,RD,N,1
02/14/2018,09,AutoTheft,3B30,Driveway,1700-1799,NINA LEE LN,-,-,1
02/16/2018,06,Theft,3B30,Service or Gas Station,5100-5199,SHEPHERD,RD,N,1
02/17/2018,13,Theft,3B30,Residence or House,4300-4399,ELLA,BLVD,-,1
02/17/2018,16,Theft,3B30,Other Parking Lot,4800-4899,N SHEPHERD DR,-,-,1
02/17/2018,18,Aggravated Assault,3B30,Residence or House,1500-1599,WAKEFIELD DR,-,-,1
02/18/2018,22,Aggravated Assault,3B30,Apartment,700-799,CURTIN ST,ST,-,2
02/19/2018,09,AutoTheft,3B30,Rental Storage Facility,1800-1899,43RD,RD,W,1
02/20/2018,12,Theft,3B30,Driveway,1200-1299,W 34TH ST,ST,-,1
02/21/2018,08,Theft,3B30,Grocery Store or Supermarket,1300-1399,43RD,RD,W,1
02/21/2018,18,Theft,3B30,Residence or House,1300-1399,GARDENIA,DR,-,1
02/21/2018,20,Burglary,3B30,Residence or House,13500-13599,GRAND MASTERPIECE,-,-,1
02/23/2018,16,Burglary,3B30,Residence or House,1000-1099,DEL NORTE ST,ST,-,1
02/23/2018,16,Theft,3B30,Apartment Parking Lot,2200-2299,W 34TH ST,ST,-,1
02/23/2018,23,Theft,3B30,Grocery Store or Supermarket,1300-1399,43RD,RD,W,1
02/26/2018,19,Theft,3B30,Residence or House,800-899,JUDIWAY,-,-,1
02/26/2018,18,Robbery,3B30,Bus Stop,4600-4699,N SHEPHERD DR,-,-,1
02/26/2018,13,Aggravated Assault,3B30,Highway or Freeway,1800-1899,N LOOP W,-,-,1
02/27/2018,09,Aggravated Assault,3B30,Residence or House,2200-2299,LAMONTE LN,-,-,1
02/27/2018,03,Theft,3B30,Grocery Store or Supermarket,1300-1399,43RD,RD,W,1
02/27/2018,07,Theft,3B30,Other Parking Lot,1200-1299,W 34TH ST,ST,-,1
02/27/2018,14,Theft,3B30,Residence or House,1100-1199,CHANTILLY LN,-,-,1
02/27/2018,18,Burglary,3B30,Garage or Carport,2000-2099,BRIMBERRY,ST,-,1
02/27/2018,18,Burglary,3B30,"Vacant Storage Fac (Barn,Garage,Warehouse)",2300-2399,LIBBEY,-,-,1
02/27/2018,15,Theft,3B30,Other Parking Lot,1200-1299,W 34TH ST,ST,-,1
02/27/2018,16,Theft,3B30,Department or Discount Store,5100-5199,ELLA,BLVD,-,1
02/27/2018,17,Burglary,3B30,Garage or Carport,2000-2099,BRIMBERRY,-,-,1
02/28/2018,04,Burglary,3B30,Rental Storage Facility,15900-15999,MEADOWSIDE,DR,-,1
02/28/2018,12,Theft,3B30,Barber And Beauty Shops,1300-1399,43RD,RD,W,1
02/28/2018,07,Theft,3B30,Residence or House,1800-1899,LATEXO DR,-,-,1
02/28/2018,08,Theft,3B30,"Road, Street, or Sidewalk",1400-1499,GARDENIA DR,-,-,1
02/28/2018,08,Theft,3B30,"Road, Street, or Sidewalk",1800-1899,LATEXO DR,-,-,1
08/16/2017,15,Theft,3B30,"Road, Street, or Sidewalk",100-199,SPELL,-,-,1
11/25/2017,22,Aggravated Assault,3B30,Apartment,4400-4499,N SHEPHERD DR,-,-,1
02/01/2018,15,Aggravated Assault,3B40,Apartment,300-399,E 37TH ST,ST,-,1
02/01/2018,16,Theft,3B40,Other Parking Lot,4400-4499,N SHEPHERD DR,-,-,1
02/02/2018,20,Aggravated Assault,3B40,"Road, Street, or Sidewalk",3600-3699,CORTLANDT ST,ST,-,1
02/02/2018,17,AutoTheft,3B40,Other Parking Lot,8100-8199,EASTEX,FWY,-,1
02/02/2018,09,Theft,3B40,Department or Discount Store,4000-4099,SHEPHERD,RD,N,1
02/02/2018,10,Theft,3B40,Department or Discount Store,4000-4099,SHEPHERD,RD,N,1
02/03/2018,18,Theft,3B40,"Gym, Recreat, Club House, Indoor Pool",4400-4499,N SHEPHERD DR,-,-,1
02/03/2018,09,Aggravated Assault,3B40,Residence or House,700-799,E 36TH ST,ST,-,2
02/03/2018,10,Theft,3B40,Miscellaneous Business (Non-Specific),4100-4199,N SHEPHERD DR,-,-,1
02/03/2018,03,AutoTheft,3B40,"Road, Street, or Sidewalk",4100-4199,CASTOR ST,ST,-,1
02/03/2018,08,AutoTheft,3B40,Apartment Parking Lot,5600-5699,N SHEPHERD DR,-,-,1
02/04/2018,02,AutoTheft,3B40,Residence or House,600-699,DELZ,-,E,1
02/04/2018,16,Theft,3B40,Residence or House,200-299,E 36TH ST,ST,-,1
02/04/2018,19,AutoTheft,3B40,Hotel or Motel Parking Lot,4200-4299,NORTH FWY IB,-,-,1
02/05/2018,01,Robbery,3B40,Convenience Store,300-399,ISHMEAL,ST,-,1
02/05/2018,09,Aggravated Assault,3B40,"Hotel, Motel, Inn, Etc.",1700-1799,COLLINGSWORTH,ST,-,1
02/05/2018,07,Theft,3B40,Apartment Parking Lot,600-699,HEIDRICH AVE,-,-,1
02/05/2018,07,Theft,3B40,Apartment Parking Lot,800-899,VICTORIA DR,-,-,1
02/05/2018,17,Theft,3B40,Service or Gas Station,5000-5099,YALE ST,ST,-,1
02/06/2018,14,Theft,3B40,High School,100-199,E 39TH ST,ST,-,1
02/07/2018,05,AutoTheft,3B40,Commercial Parking Lot or Garage,500-599,GARDEN OAKS,BLVD,-,1
02/08/2018,11,Rape,3B40,"Hotel, Motel, Inn, Etc.",4000-4099,NORTH FWY IB,-,-,1
02/08/2018,08,Theft,3B40,Grocery Store or Supermarket,200-299,E 37TH ST,ST,-,1
02/08/2018,17,Theft,3B40,Apartment,500-599,W CROSSTIMBERS ST,ST,-,1
02/08/2018,22,Aggravated Assault,3B40,Cantina,4200-4299,AIRLINE DR,-,-,2
02/09/2018,08,Aggravated Assault,3B40,Apartment Parking Lot,5000-5099,YALE,ST,-,1
02/09/2018,18,Aggravated Assault,3B40,"Road, Street, or Sidewalk",700-799,E 35TH ST,ST,-,1
02/10/2018,13,Aggravated Assault,3B40,Residence or House,700-799,43RD,RD,E,1
02/10/2018,15,Theft,3B40,"Gym, Recreat, Club House, Indoor Pool",4000-4099,SHEPHERD DR,-,-,1
02/11/2018,14,Theft,3B40,Convenience Store,4100-4199,SHEPHERD,RD,N,1
02/12/2018,10,Aggravated Assault,3B40,Residence or House,600-699,E 41ST ST,ST,-,1
02/12/2018,09,Theft,3B40,Other Parking Lot,7300-7399,ALABONSON,-,-,1
02/13/2018,21,Theft,3B40,Other Parking Lot,3900-3999,N SHEPHERD DR,-,-,1
02/13/2018,08,Burglary,3B40,Vacant Building (Commercial),22800-22899,NORTH,FWY,-,1
02/13/2018,15,AutoTheft,3B40,Apartment Parking Lot,400-499,THORNTON RD,RD,-,1
02/14/2018,18,Burglary,3B40,Residence or House,3600-3699,BAILEY,CT,-,1
02/15/2018,22,AutoTheft,3B40,Convenience Store Parking Lot,400-499,CROSSTIMBERS,ST,W,1
02/15/2018,09,Theft,3B40,Department or Discount Store,4000-4099,SHEPHERD,RD,N,1
02/15/2018,08,Theft,3B40,"Other, Unknown, or Not Listed",500-599,N LOOP,-,-,1
