Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
02/03/2018,10,Burglary,13D10,Commercial Building,2500-2599,WAYSIDE,DR,S,1
02/04/2018,15,Theft,13D10,Department or Discount Store,7400-7499,S LOOP E,-,-,1
02/04/2018,07,Robbery,13D10,Freeway Service Road,7400-7499,CALHOUN APT 159,-,-,1
02/05/2018,16,Burglary,13D10,Garage or Carport,5700-5799,TRENDALE,-,-,1
02/05/2018,18,AutoTheft,13D10,Apartment Parking Lot,6500-6599,GAMMAGE ST,ST,-,1
02/05/2018,12,AutoTheft,13D10,Apartment Parking Lot,6900-6999,GOLFWAY ST,ST,-,1
02/05/2018,06,Theft,13D10,Miscellaneous Business (Non-Specific),6600-6699,STILLWELL,-,-,1
02/06/2018,15,Theft,13D10,Restaurant or Cafeteria Parking Lot,6000-6099,MURPHY,ST,-,1
02/06/2018,02,Burglary,13D10,Restaurant or Cafeteria Parking Lot,3200-3299,TELEPHONE RD,RD,-,1
02/06/2018,20,Theft,13D10,Nursing Home,7500-7599,KINGSLEY ST,ST,-,1
02/07/2018,08,Theft,13D10,Apartment Parking Lot,17400-17499,FM 2920,RD,-,1
02/07/2018,01,Robbery,13D10,Apartment Parking Lot,2500-2599,BEATTY ST,ST,-,1
02/07/2018,14,Theft,13D10,Apartment Parking Lot,2900-2999,PLUM CREEK LN,-,-,1
02/07/2018,11,Theft,13D10,Commercial Parking Lot or Garage,1000-1099,GULFGATE CENTER MALL,-,-,1
02/07/2018,23,Aggravated Assault,13D10,Restaurant or Cafeteria Parking Lot,8000-8099,SHARONDALE,-,-,2
02/08/2018,04,AutoTheft,13D10,Apartment Parking Lot,6500-6599,FAIRWAY DR,-,-,1
02/08/2018,15,AutoTheft,13D10,"Road, Street, or Sidewalk",7600-7699,GREENDOWNS ST,ST,-,1
02/08/2018,23,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
02/09/2018,10,AutoTheft,13D10,Freeway Service Road,3800-3899,MILAM,-,-,1
02/09/2018,09,Theft,13D10,Strip Business Center Parking Lot,9000-9099,SPRING BRANCH,DR,-,1
02/09/2018,20,Robbery,13D10,Apartment Parking Lot,100-199,WINKLER,DR,-,1
02/10/2018,01,Robbery,13D10,Apartment Parking Lot,100-199,WINKLER DR,-,-,1
02/10/2018,12,AutoTheft,13D10,Residence or House,7700-7799,MCHENRY,ST,-,1
02/11/2018,12,AutoTheft,13D10,Bar or Night Club Parking Lot,7600-7699,PARK PLACE BLVD,BLVD,-,1
02/11/2018,15,Theft,13D10,Other Parking Lot,3200-3299,WOODRIDGE DR,-,-,1
02/11/2018,06,Robbery,13D10,"Road, Street, or Sidewalk",2500-2599,BEATTY ST,ST,-,1
02/11/2018,04,Burglary,13D10,Commercial Building,5300-5399,TELEPHONE,RD,-,1
02/11/2018,03,Robbery,13D10,Apartment Parking Lot,100-199,WINKLER DR,-,-,1
02/11/2018,02,Robbery,13D10,Apartment Parking Lot,2600-2699,BEATTY ST,ST,-,1
02/12/2018,09,Robbery,13D10,Residence or House,7100-7199,VILLAGE WAY,-,-,1
02/12/2018,14,Theft,13D10,Residence or House,5700-5799,WALTRIP,-,-,1
02/12/2018,00,Theft,13D10,Restaurant or Cafeteria Parking Lot,4500-4599,TELEPHONE RD,RD,-,1
02/13/2018,22,Robbery,13D10,Apartment,2700-2799,BEATTY ST,ST,-,1
02/13/2018,23,Robbery,13D10,Apartment Parking Lot,100-199,WINKLER DR,-,-,1
02/13/2018,13,Theft,13D10,Other Parking Lot,4400-4499,TELEPHONE,RD,-,1
02/13/2018,10,Theft,13D10,Other Parking Lot,4700-4799,TELEPHONE RD,RD,-,1
02/14/2018,09,Robbery,13D10,Specialty Store (Non-Specific),6800-6899,GULF,FWY,-,1
02/14/2018,12,Theft,13D10,Driveway,3000-3099,ROE DR,-,-,1
02/14/2018,20,Theft,13D10,Clothing Store,500-599,GULFGATE CENTER MALL,-,-,1
02/14/2018,22,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
02/14/2018,13,Theft,13D10,Commercial Parking Lot or Garage,6100-6199,S LOOP E,-,-,1
02/14/2018,16,AutoTheft,13D10,"Road, Street, or Sidewalk",2200-2299,COLLIER,-,-,1
02/14/2018,23,Theft,13D10,Residence or House,7100-7199,WINFREE,-,-,1
02/15/2018,03,Theft,13D10,Apartment Parking Lot,7400-7499,SOUTHWAY DR,-,-,1
02/15/2018,18,Aggravated Assault,13D10,Condominium,7000-7099,PLUM CREEK TRAIL,LN,-,1
02/16/2018,23,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
02/16/2018,23,Robbery,13D10,Convenience Store,6100-6199,LONG,DR,-,1
02/17/2018,20,AutoTheft,13D10,Other Parking Lot,3600-3699,TELEPHONE RD,RD,-,1
02/17/2018,19,Robbery,13D10,Commercial Parking Lot or Garage,4600-4699,BELL ST APT 1,-,-,1
02/18/2018,17,Aggravated Assault,13D10,"Road, Street, or Sidewalk",7000-7099,SLOAN ST,ST,-,1
02/18/2018,17,AutoTheft,13D10,Apartment Parking Lot,8100-8199,OAK KNOLL LANE,-,-,1
02/18/2018,18,Burglary,13D10,Apartment,6900-6999,S LOOP E,-,-,1
02/18/2018,08,AutoTheft,13D10,Apartment Parking Lot,2200-2299,RAINBOW,DR,-,1
02/18/2018,10,Theft,13D10,Apartment Parking Lot,100-199,WINKLER DR,-,-,1
02/18/2018,01,AutoTheft,13D10,Strip Business Center Parking Lot,6800-6899,GULF FWY OB,-,-,1
02/18/2018,09,Burglary,13D10,"Garden Supply, Nursery, or Florist",5400-5499,GULF,FWY,-,1
02/19/2018,23,AutoTheft,13D10,"Road, Street, or Sidewalk",7400-7499,WINDSOR VALLEY,LN,-,1
02/19/2018,05,Theft,13D10,Restaurant or Cafeteria,6000-6099,GULF,FWY,-,1
02/19/2018,12,Burglary,13D10,"Other, Unknown, or Not Listed",6300-6399,LONG DR,-,-,1
02/20/2018,14,Theft,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,4600-4699,S WAYSIDE DR,-,-,1
02/20/2018,16,Theft,13D10,Service or Gas Station,7000-7099,S LOOP E,-,-,1
02/20/2018,00,Aggravated Assault,13D10,Residence or House,3500-3599,MINGLEWOOD BLVD,BLVD,-,1
02/20/2018,21,AutoTheft,13D10,Other Parking Lot,9800-9899,FREDERICKSBURG,RD,-,1
02/21/2018,01,Theft,13D10,Apartment,2700-2799,PO BOX 230026,-,-,1
02/21/2018,06,Burglary,13D10,Residence or House,7100-7199,GILLEN ST,ST,-,1
02/21/2018,14,Theft,13D10,Driveway,6300-6399,MIDVALE ST,ST,-,1
02/23/2018,19,Robbery,13D10,Grocery Store or Supermarket Parking Lot,3300-3399,TELEPHONE RD,RD,-,1
02/24/2018,10,Robbery,13D10,Bar or Night Club,5600-5699,TELEPHONE,RD,-,1
02/24/2018,22,Aggravated Assault,13D10,Apartment Parking Lot,2900-2999,PLUM CREEK LN,-,-,1
02/25/2018,06,Theft,13D10,Garage or Carport,6300-6399,CLOVER RIDGE ST,ST,-,1
02/25/2018,17,AutoTheft,13D10,Restaurant or Cafeteria Parking Lot,5600-5699,BELLCREST STREET,-,-,1
02/25/2018,16,Burglary,13D10,Residence or House,3300-3399,PECAN,-,-,1
02/27/2018,14,AutoTheft,13D10,Other Parking Lot,6100-6199,S LOOP E,-,-,1
02/27/2018,09,Theft,13D10,Driveway,7100-7199,FAIRWAY DR,-,-,1
02/27/2018,23,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
02/27/2018,21,Theft,13D10,Service or Gas Station,6100-6199,LONG,DR,-,1
02/28/2018,12,Theft,13D10,Commercial Parking Lot or Garage,6800-6899,S LOOP E,-,-,1
02/28/2018,15,Theft,13D10,Grocery Store or Supermarket Parking Lot,7500-7599,GREENSTONE,-,-,1
02/01/2018,10,Theft,13D20,Hotel or Motel Parking Lot,100-199,HOBBS,RD,-,1
02/01/2018,15,Robbery,13D20,Apartment Parking Lot,7500-7599,MORLEY ST,ST,-,1
02/01/2018,17,Aggravated Assault,13D20,Apartment,8600-8699,BROADWAY 1206,-,-,1
02/01/2018,12,Theft,13D20,Department or Discount Store,7900-7999,BELLFORT,ST,-,1
02/01/2018,14,Theft,13D20,Residence or House,6500-6599,ROXBURY,-,-,1
02/02/2018,15,Theft,13D20,Residence or House,6000-6099,LUCE ST,ST,-,1
02/02/2018,14,AutoTheft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
02/02/2018,12,Theft,13D20,Residence or House,8700-8799,BROADWAY ST,ST,-,1
02/02/2018,13,Theft,13D20,Commercial Parking Lot or Garage,8200-8299,LETTIE,ST,-,1
02/02/2018,11,Robbery,13D20,"Road, Street, or Sidewalk",23400-23499,CLAY,RD,-,1
02/02/2018,07,Theft,13D20,Residence or House,7100-7199,KOPMAN DR,-,-,1
02/02/2018,22,Burglary,13D20,Apartment,8200-8299,BROADWAY ST,ST,-,1
02/03/2018,04,Robbery,13D20,Apartment,1700-1799,WILDE ROCK,WAY,-,1
02/03/2018,05,Burglary,13D20,Grocery Store or Supermarket,8500-8599,BROADWAY,ST,-,1
02/03/2018,10,Robbery,13D20,Apartment Parking Lot,2600-2699,AUTUMN SPRINGS LANE,-,-,1
02/03/2018,10,Robbery,13D20,Miscellaneous Business (Non-Specific),8000-8099,PARK PLACE,BLVD,-,1
02/03/2018,19,Theft,13D20,Apartment Parking Lot,1600-1699,RAILROAD,-,-,1
02/03/2018,20,Burglary,13D20,Residence or House,7300-7399,KINGSWAY DR,-,-,1
02/04/2018,16,Theft,13D20,Hotel or Motel Parking Lot,8800-8899,AIRPORT BLVD,BLVD,-,1
02/04/2018,12,AutoTheft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
02/04/2018,13,Theft,13D20,Service or Gas Station,3900-3999,BROADWAY ST,ST,-,1
02/04/2018,11,Theft,13D20,"Road, Street, or Sidewalk",6300-6399,TELEPHONE RD,RD,-,1
02/04/2018,10,Theft,13D20,Department or Discount Store,8200-8299,BROADWAY,ST,-,1
02/04/2018,21,Theft,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,AIRPORT BLVD,BLVD,-,1
02/04/2018,20,Aggravated Assault,13D20,Apartment,7900-7999,BELLFORT ST,ST,-,1
02/05/2018,09,Theft,13D20,Driveway,8100-8199,DE LEON ST,ST,-,1
02/05/2018,11,Theft,13D20,Grocery Store or Supermarket Parking Lot,6300-6399,TELEPHONE RD,RD,-,1
02/05/2018,22,Robbery,13D20,Apartment Parking Lot,8400-8499,BROADWAY,ST,-,1
02/05/2018,21,Aggravated Assault,13D20,"Theatres, Dinner Theaters, Auditoriums",6800-6899,FAUNA ST,ST,-,1
02/06/2018,08,AutoTheft,13D20,Apartment Parking Lot,8200-8299,BROADWAY ST,ST,-,1
02/06/2018,08,AutoTheft,13D20,"Road, Street, or Sidewalk",6600-6699,HEFFERNAN ST,ST,-,1
02/06/2018,10,Theft,13D20,Rental Storage Facility,7900-7999,BELLFORT,ST,-,1
02/06/2018,19,Theft,13D20,Other Parking Lot,6900-6999,WESTOVER ST,ST,-,1
02/07/2018,10,Theft,13D20,Service or Gas Station,7500-7599,PARK PLACE,BLVD,-,1
02/07/2018,13,AutoTheft,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
02/07/2018,20,Robbery,13D20,Convenience Store Parking Lot,6100-6199,TELEPHONE RD,RD,-,1
02/08/2018,04,Robbery,13D20,Apartment Parking Lot,6700-6799,TELEPHONE RD,RD,-,1
02/08/2018,06,Theft,13D20,Driveway,8600-8699,MEADVILLE ST,ST,-,1
02/08/2018,06,Robbery,13D20,"Hotel, Motel, Inn, Etc.",8800-8899,AIRPORT,BLVD,-,1
02/08/2018,16,Theft,13D20,Sexually Oriented Business Parking Lot,8200-8299,GULF,FWY,-,1
02/08/2018,22,Theft,13D20,Restaurant or Cafeteria,8300-8399,BROADWAY,ST,-,1
02/09/2018,00,Theft,13D20,"Hotel, Motel, Inn, Etc.",8800-8899,DELEON,ST,-,1
02/09/2018,07,AutoTheft,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
02/09/2018,06,Burglary,13D20,Apartment,8800-8899,GLENCREST ST,ST,-,1
02/09/2018,14,Theft,13D20,Apartment Parking Lot,3600-3699,WISEMAN BOULEVARD,RD,-,1
02/09/2018,23,Theft,13D20,Bus Stop,7400-7499,BELLFORT ST,ST,-,1
02/09/2018,16,Burglary,13D20,Apartment,8700-8799,BROADWAY ST,ST,-,1
02/09/2018,16,Robbery,13D20,Restaurant or Cafeteria Parking Lot,6400-6499,TELEPHONE RD,RD,-,1
02/09/2018,17,Aggravated Assault,13D20,Apartment,8400-8499,BROADWAY ST APT 150,-,-,1
02/10/2018,00,AutoTheft,13D20,Other Parking Lot,400-499,DORIS,-,-,1
02/10/2018,03,Burglary,13D20,Convenience Store,5900-5999,TELEPHONE,RD,-,1
02/10/2018,02,Burglary,13D20,Residence or House,6600-6699,CHERRYDALE,-,-,1
02/10/2018,21,Burglary,13D20,Residence or House,5900-5999,LEDBETTER ST,ST,-,1
02/10/2018,21,Theft,13D20,Vehicle/Auto Sales/Lease/Auto Parts Store,6200-6299,TELEPHONE,RD,-,1
02/10/2018,20,Robbery,13D20,Specialty Store (Non-Specific),4000-4099,BROADWAY,ST,-,1
02/10/2018,16,Robbery,13D20,Bus Stop,6100-6199,TELEPHONE RD,RD,-,1
02/11/2018,02,AutoTheft,13D20,"Road, Street, or Sidewalk",7700-7799,HEREFORD ST,ST,-,1
02/11/2018,08,AutoTheft,13D20,Apartment Parking Lot,8800-8899,BROADWAY ST,ST,-,1
02/11/2018,10,Theft,13D20,Service or Gas Station,7700-7799,BELLFORT ST,ST,-,1
02/11/2018,16,Theft,13D20,Department or Discount Store,4400-4499,JORNS,ST,-,1
02/11/2018,19,Robbery,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
02/11/2018,19,Aggravated Assault,13D20,Apartment,8900-8999,BROADWAY ST,ST,-,1
02/11/2018,19,Aggravated Assault,13D20,"Multi-Plex Home (Duplex,Triplex Etc.)",7600-7699,PECAN VILLAS DR,-,-,1
02/12/2018,07,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
02/12/2018,14,Theft,13D20,"Other, Unknown, or Not Listed",7500-7599,JOPLIN,ST,-,1
02/12/2018,18,Theft,13D20,Convenience Store,5900-5999,TELEPHONE,RD,-,1
02/12/2018,11,Theft,13D20,Convenience Store Parking Lot,7500-7599,BELLFORT ST,ST,-,1
02/12/2018,13,Robbery,13D20,Apartment,6000-6099,TELEPHONE RD,RD,-,1
02/12/2018,20,Theft,13D20,Driveway,6800-6899,KINGSWAY DR,-,-,1
02/12/2018,21,Robbery,13D20,Apartment Parking Lot,4000-4099,BROADWAY ST,ST,-,1
02/13/2018,11,Theft,13D20,Vehicle/Auto Sales/Lease/Auto Parts Store,6200-6299,TELEPHONE,RD,-,1
02/13/2018,09,Theft,13D20,Hotel or Motel Parking Lot,8600-8699,AIRPORT BLVD,BLVD,-,1
02/13/2018,06,AutoTheft,13D20,Driveway,6200-6299,HERON DR,-,-,1
02/13/2018,13,Theft,13D20,Driveway,7100-7199,KINGSWAY DR,-,-,1
02/13/2018,15,Burglary,13D20,Residence or House,8600-8699,ANACORTES ST,ST,-,1
02/13/2018,14,Theft,13D20,Commercial Building,19000-19099,ZANARDO,CT,-,1
02/13/2018,17,Theft,13D20,Commercial Building,7900-7999,BELLFORT,ST,-,1
02/14/2018,12,AutoTheft,13D20,Hotel or Motel Parking Lot,8900-8999,GULF FWY OB,-,-,1
02/14/2018,07,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
02/15/2018,15,Theft,13D20,Liquor Store,7900-7999,BELLFORT ST,ST,-,1
02/15/2018,10,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
02/16/2018,15,Theft,13D20,Convenience Store,8200-8299,BROADWAY,ST,-,1
02/16/2018,20,Robbery,13D20,Strip Business Center Parking Lot,8500-8599,BROADWAY,ST,-,1
02/16/2018,06,AutoTheft,13D20,"Road, Street, or Sidewalk",8100-8199,STONE,-,-,1
02/16/2018,01,Aggravated Assault,13D20,Residence or House,6200-6299,LYNDHURST,ST,-,1
02/16/2018,03,Burglary,13D20,Convenience Store,6800-6899,TELEPHONE,RD,-,1
02/17/2018,18,Burglary,13D20,Apartment,11700-11799,ROANDALE,DR,-,1
02/17/2018,16,AutoTheft,13D20,Apartment Parking Lot,7900-7999,BELLFORT ST,ST,-,1
02/17/2018,17,Theft,13D20,Grocery Store or Supermarket Parking Lot,7500-7599,BELLFORT ST,ST,-,1
02/17/2018,17,Theft,13D20,Strip Business Center Parking Lot,8100-8199,FUQUA,-,-,1
02/17/2018,13,Theft,13D20,Apartment,8500-8599,BROADWAY ST,ST,-,1
02/17/2018,10,Theft,13D20,Specialty Store (Non-Specific),8200-8299,BROADWAY,ST,-,1
02/18/2018,08,Theft,13D20,Commercial Parking Lot or Garage,7300-7399,BRAZOS LAKES,DR,-,1
02/18/2018,00,Robbery,13D20,Hotel or Motel Parking Lot,1400-1499,MAROBY STREET,-,-,1
02/18/2018,10,AutoTheft,13D20,"Road, Street, or Sidewalk",6800-6899,BELLFORT ST,ST,-,1
02/18/2018,11,Aggravated Assault,13D20,Residence or House,8400-8499,GLENCROSS DR,-,-,1
02/19/2018,10,AutoTheft,13D20,Other Parking Lot,9000-9099,AIRPORT BLVD,BLVD,-,1
02/19/2018,06,Aggravated Assault,13D20,Miscellaneous Business (Non-Specific),6800-6899,BELLFORT ST,ST,-,1
02/19/2018,16,Robbery,13D20,"Road, Street, or Sidewalk",300-399,4TH,ST,S,1
02/19/2018,17,Aggravated Assault,13D20,Apartment,8100-8199,STONE,-,-,1
02/19/2018,18,Theft,13D20,Convenience Store Parking Lot,3500-3599,PASADENA,FWY,-,1
02/20/2018,04,Burglary,13D20,Residence or House,7300-7399,KINGSWAY DR,-,-,1
02/20/2018,04,Theft,13D20,"Hotel, Motel, Inn, Etc.",8600-8699,AIRPORT BLVD,BLVD,-,1
02/20/2018,06,Theft,13D20,"Road, Street, or Sidewalk",7000-7099,HERON DR,-,-,1
02/20/2018,14,Theft,13D20,"Other, Unknown, or Not Listed",6800-6899,TELEPHONE,RD,-,1
02/20/2018,14,Theft,13D20,"Other, Unknown, or Not Listed",9000-9099,AIRPORT,BLVD,-,1
02/20/2018,13,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,AIRPORT BLVD,BLVD,-,1
02/20/2018,18,Theft,13D20,"Road, Street, or Sidewalk",6000-6099,LEDBETTER ST,ST,-,1
02/21/2018,12,Burglary,13D20,Apartment,8800-8899,GLENCREST ST,ST,-,1
02/21/2018,11,Theft,13D20,Driveway,300-399,VALLEY BROOK,DR,-,1
02/21/2018,08,Robbery,13D20,Apartment,8500-8599,BROADWAY ST,ST,-,1
02/21/2018,09,Theft,13D20,Service or Gas Station,8500-8599,GULF,FWY,-,1
02/22/2018,18,Burglary,13D20,Residence or House,6500-6599,CHERRYDALE DR,-,-,1
02/22/2018,10,AutoTheft,13D20,Convenience Store Parking Lot,UNK,AIRPORT OBIB/GULF FWY OB,-,-,1
02/22/2018,13,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,AIRPORT BLVD,BLVD,-,1
02/23/2018,02,AutoTheft,13D20,"Road, Street, or Sidewalk",8900-8999,TALLYHO,-,-,1
02/23/2018,01,Aggravated Assault,13D20,Bar or Night Club,1600-1699,WATKIN,WAY,-,1
02/23/2018,23,AutoTheft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD,-,1
02/23/2018,20,Burglary,13D20,Apartment,7900-7999,MORLEY ST,ST,-,1
02/23/2018,23,Theft,13D20,Apartment,8400-8499,BROADWAY ST,ST,-,1
02/23/2018,11,Theft,13D20,Service or Gas Station,700-799,HACKBERRY DR.,-,-,1
02/24/2018,00,Theft,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,AIRPORT BLVD,BLVD,-,1
02/24/2018,02,Theft,13D20,Restaurant or Cafeteria Parking Lot,5800-5899,BELCREST,ST,-,1
02/24/2018,22,Robbery,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
02/24/2018,19,Theft,13D20,Driveway,7100-7199,ASHBURN ST,ST,-,1
02/24/2018,07,Robbery,13D20,Apartment,8700-8799,BROADWAY ST,ST,-,1
02/24/2018,04,Burglary,13D20,Apartment,7900-7999,MORLEY ST,ST,-,1
02/24/2018,09,Aggravated Assault,13D20,"Road, Street, or Sidewalk",6100-6199,LANCASTER ST,ST,-,1
02/24/2018,08,Theft,13D20,Apartment Parking Lot,5500-5599,NORTHINGTON,DR,-,1
02/25/2018,03,Aggravated Assault,13D20,Apartment,4100-4199,DOVER ST,ST,-,1
02/25/2018,04,AutoTheft,13D20,Hotel or Motel Parking Lot,9000-9099,AIRPORT BLVD,BLVD,-,1
02/25/2018,02,Theft,13D20,"Other, Unknown, or Not Listed",1900-1999,MAIN,ST,-,1
02/25/2018,22,AutoTheft,13D20,"Road, Street, or Sidewalk",6300-6399,FLAMINGO,-,-,1
02/25/2018,20,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF FWY OB,-,-,1
02/25/2018,13,Theft,13D20,Residence or House,7600-7699,DILLON ST,ST,-,1
02/26/2018,11,AutoTheft,13D20,"Road, Street, or Sidewalk",7100-7199,REED RD,RD,-,1
02/26/2018,09,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
02/26/2018,15,Theft,13D20,Private School,6700-6799,WHITE FRIARS DR,-,-,1
02/27/2018,09,Burglary,13D20,Residence or House,6200-6299,THRUSH DR,-,-,1
02/27/2018,07,Theft,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
02/27/2018,11,AutoTheft,13D20,Hotel or Motel Parking Lot,8400-8499,GULF FWY OB,-,-,1
02/27/2018,10,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
02/28/2018,15,Theft,13D20,"Road, Street, or Sidewalk",6200-6299,WENLOCK,DR,-,1
02/28/2018,14,Burglary,13D20,Residence or House,8800-8899,GLENCREST ST,ST,-,1
02/28/2018,13,Theft,13D20,Department or Discount Store,5900-5999,TELEPHONE RD,RD,-,1
02/28/2018,10,Burglary,13D20,"Hotel, Motel, Inn, Etc.",6800-6899,TELEPHONE RD,RD,-,1
02/28/2018,01,Aggravated Assault,13D20,Residence or House,6300-6399,BELARBOR ST,ST,-,1
02/01/2018,19,Burglary,13D30,Apartment,8000-8099,AIRPORT BLVD,BLVD,-,1
02/02/2018,13,Theft,13D30,Other Parking Lot,8200-8299,KOPMAN DR,-,-,1
02/13/2018,23,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,8200-8299,KOPMAN,DR,-,3
02/13/2018,17,AutoTheft,13D30,Auto Repair,8800-8899,TELEPHONE RD,RD,-,1
02/13/2018,06,Theft,13D30,"Factory, Manufacturing, or Industrial",400-499,BRISBANE ST,ST,-,1
02/17/2018,07,Theft,13D30,Warehouse,8200-8299,TEWANTIN,-,-,1
02/20/2018,17,Theft,13D30,Service or Gas Station,8700-8799,TELEPHONE RD,RD,-,1
02/28/2018,11,Theft,13D30,Other Parking Lot,8200-8299,KOPMAN DR,-,-,1
02/01/2018,20,Robbery,13D40,"Vacant Single Occ Resd(House,Townhs,Dplex)",7700-7799,KAREN ROSE,ST,-,1
02/05/2018,06,AutoTheft,13D40,Apartment Parking Lot,7900-7999,S SAM HOUSTON PKWY E,-,-,1
02/06/2018,09,AutoTheft,13D40,Apartment Parking Lot,7900-7999,SAM HOUSTON PKWY E,-,-,1
02/06/2018,00,Aggravated Assault,13D40,"Road, Street, or Sidewalk",8200-8299,FUQUA GARDENS,-,-,2
02/06/2018,22,Theft,13D40,Convenience Store,8400-8499,SAM HOUSTON,PKWY,S,1
02/07/2018,12,Theft,13D40,Auto Repair,10100-10199,TELEPHONE,RD,-,1
02/08/2018,16,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE RD,RD,-,1
02/09/2018,17,Theft,13D40,Apartment,10900-10999,TELEPHONE RD,RD,-,1
02/09/2018,10,Theft,13D40,Driveway,8200-8299,FUQUA GARDENS DR,-,-,1
02/09/2018,07,Theft,13D40,Residence or House,8000-8099,GULICK LN,-,-,1
02/09/2018,07,Theft,13D40,Residence or House,8400-8499,PEEKSKILL LN,-,-,1
02/09/2018,07,Theft,13D40,Restaurant or Cafeteria Parking Lot,7700-7799,S SAM HOUSTON PKWY E,-,-,1
02/10/2018,13,Aggravated Assault,13D40,Residence or House,7700-7799,ARROWHEAD,LN,-,1
02/11/2018,12,Theft,13D40,Strip Business Center Parking Lot,8500-8599,S SAM HOUSTON PKWY E,-,-,1
02/14/2018,09,AutoTheft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
02/16/2018,20,Aggravated Assault,13D40,Residence or House,12500-12599,THISTLE CREEK COURT,-,-,1
02/16/2018,18,Robbery,13D40,Restaurant or Cafeteria,9700-9799,TELEPHONE RD,RD,-,1
02/18/2018,16,Theft,13D40,Strip Business Center Parking Lot,8100-8199,CATALINA,LN,-,1
02/19/2018,17,Theft,13D40,Other Parking Lot,9400-9499,HALL RD,RD,-,1
02/22/2018,23,Theft,13D40,Service or Gas Station,7700-7799,S SAM HOUSTON PKWY E,-,-,1
02/22/2018,13,Robbery,13D40,Miscellaneous Business (Non-Specific),10400-10499,TELEPHONE,RD,-,1
02/22/2018,05,Theft,13D40,Driveway,8300-8399,HICKOK LN,-,-,1
02/23/2018,17,Theft,13D40,Other Parking Lot,8300-8399,ALMEDA GENOA RD,RD,-,1
02/24/2018,16,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
02/26/2018,06,Theft,13D40,Apartment Parking Lot,7900-7999,S SAM HOUSTON PKWY E,-,-,1
02/26/2018,12,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE RD,RD,-,1
02/27/2018,16,Theft,13D40,Other Parking Lot,7500-7599,S SAM HOUSTON PKWY E,-,-,1
02/01/2018,19,Theft,14D10,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
02/01/2018,09,Theft,14D10,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
02/01/2018,09,Theft,14D10,Convenience Store,4700-4799,YELLOWSTONE,BLVD,-,1
02/02/2018,13,Theft,14D10,Apartment,6600-6699,LIVERPOOL,-,-,1
02/02/2018,14,Aggravated Assault,14D10,Apartment,2000-2099,FLOYD HAMPTON ROAD,-,-,1
02/02/2018,01,Robbery,14D10,Convenience Store Parking Lot,3300-3399,YELLOWSTONE BLVD,BLVD,-,1
02/03/2018,15,AutoTheft,14D10,Driveway,5200-5299,ENYART ST,ST,-,1
02/03/2018,17,Theft,14D10,Service or Gas Station,7100-7199,SCOTT ST,ST,-,1
02/04/2018,14,Theft,14D10,Vehicle/Auto Sales/Lease/Auto Parts Store,3500-3599,OLD SPANISH TRL,-,-,1
02/04/2018,07,Theft,14D10,Driveway,5100-5199,DEWBERRY ST,ST,-,1
02/04/2018,09,Theft,14D10,Driveway,5100-5199,KINGSBURY,-,-,1
02/04/2018,05,Robbery,14D10,Service or Gas Station,5800-5899,MARTIN LUTHER KING BLVD,BLVD,-,1
02/04/2018,03,Burglary,14D10,Convenience Store,4700-4799,YELLOWSTONE,BLVD,-,1
02/04/2018,02,Theft,14D10,Driveway,3700-3799,ALBERTA,ST,-,1
