Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
01/24/2018,11,Theft,13D20,"Road, Street, or Sidewalk",7800-7899,BELLFORT ST,ST,-,1
01/24/2018,09,Theft,13D20,Bus Stop,7900-7999,BELLFORT ST,ST,-,1
01/24/2018,09,AutoTheft,13D20,Driveway,7200-7299,EVANS ST,ST,-,1
01/24/2018,07,Robbery,13D20,"Road, Street, or Sidewalk",6700-6799,TELEPHONE,RD,-,1
01/24/2018,14,Theft,13D20,Apartment Parking Lot,8100-8199,LEONORA,-,-,1
01/24/2018,19,Burglary,13D20,Apartment,8400-8499,BROADWAY ST,ST,-,1
01/24/2018,20,Robbery,13D20,Liquor Store,7000-7099,BELLFORT,ST,-,1
01/25/2018,08,Theft,13D20,Apartment,8800-8899,BROADWAY ST,ST,-,1
01/25/2018,13,Aggravated Assault,13D20,Residence or House,6500-6599,RICHWOOD RD,RD,-,1
01/25/2018,21,Theft,13D20,Residence or House,6400-6499,BELDART ST,ST,-,1
01/25/2018,19,Burglary,13D20,Residence or House,7700-7799,DILLON ST,ST,-,1
01/25/2018,21,Robbery,13D20,Apartment Parking Lot,2900-2999,HOLMES,RD,-,1
01/26/2018,00,Aggravated Assault,13D20,Apartment,6700-6799,TELEPHONE RD,RD,-,1
01/26/2018,15,Theft,13D20,Other Parking Lot,7900-7999,MOSLEY RD,RD,-,1
01/26/2018,13,Aggravated Assault,13D20,Driveway,7900-7999,GLENVISTA,-,-,1
01/27/2018,17,Theft,13D20,Convenience Store,8200-8299,BROADWAY,ST,-,1
01/27/2018,11,Theft,13D20,Hotel or Motel Parking Lot,1000-1099,GENTLE WIND LANE,-,-,1
01/27/2018,17,Aggravated Assault,13D20,Residence or House,7500-7599,WESTOVER ST,ST,-,1
01/28/2018,02,Robbery,13D20,Restaurant or Cafeteria Parking Lot,7200-7299,WILLIAMS,ST,-,1
01/28/2018,13,Robbery,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,P O BOX 66,-,-,1
01/28/2018,14,Theft,13D20,Convenience Store,7900-7999,BELLFORT,ST,-,1
01/28/2018,13,Theft,13D20,Commercial Parking Lot or Garage,100-199,SILVER BAY LANE,-,-,1
01/29/2018,07,Burglary,13D20,Restaurant or Cafeteria,8500-8599,BROADWAY,ST,-,1
01/29/2018,05,Burglary,13D20,"Electronics Store, Electrical Supplies",6700-6799,TELEPHONE,RD,-,1
01/29/2018,14,AutoTheft,13D20,Grocery Store or Supermarket Parking Lot,6800-6899,TELEPHONE,RD,-,1
01/29/2018,12,Burglary,13D20,Residence or House,4000-4099,DOVER ST,ST,-,1
01/29/2018,19,Robbery,13D20,Convenience Store Parking Lot,12500-12599,MESQUITE HOLLOW,LN,-,1
01/29/2018,19,Aggravated Assault,13D20,Residence or House,7400-7499,S SANTA FE DR,-,-,1
01/30/2018,19,Aggravated Assault,13D20,Apartment,5900-5999,SOUTHWIND,ST,-,1
01/30/2018,16,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
01/30/2018,11,Aggravated Assault,13D20,Apartment,8200-8299,BROADWAY ST,ST,-,1
01/30/2018,11,Burglary,13D20,Residence or House,8200-8299,DOVER ST,ST,-,1
01/30/2018,23,Robbery,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
01/31/2018,11,Theft,13D20,Residence or House,7000-7099,REED,RD,-,1
01/31/2018,11,Burglary,13D20,Commercial Building,6900-6999,BELLFORT,ST,-,1
01/31/2018,07,Burglary,13D20,Restaurant or Cafeteria,7500-7599,BELLFORT ST,ST,-,1
01/02/2018,14,Theft,13D30,Residence or House,8400-8499,JET PILOT AVE,-,-,1
01/02/2018,14,AutoTheft,13D30,"Road, Street, or Sidewalk",8300-8399,PARK PLACE,BLVD,-,1
01/08/2018,13,AutoTheft,13D30,Commercial Parking Lot or Garage,8200-8299,KOPMAN DR,-,-,1
01/09/2018,11,Theft,13D30,Service or Gas Station,8700-8799,TELEPHONE RD,RD,-,1
01/11/2018,22,AutoTheft,13D30,"Road, Street, or Sidewalk",600-699,US HWY 83,-,E,1
01/13/2018,14,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,21400-21499,IH-10,-,-,1
01/18/2018,13,AutoTheft,13D30,"Road, Street, or Sidewalk",3500-3599,KINGSTON VALE,DR,-,1
01/23/2018,15,Theft,13D30,Service or Gas Station,12300-12399,BUCKLAND,LN,-,1
01/25/2018,18,Theft,13D30,"Other, Unknown, or Not Listed",7600-7699,AIRPORT BLVD,BLVD,-,1
01/28/2018,13,Theft,13D30,Service or Gas Station,7700-7799,ALMEDA GENOA RD,RD,-,1
01/01/2018,03,Aggravated Assault,13D40,Apartment,10200-10299,TELEPHONE RD,RD,-,1
01/01/2018,08,Burglary,13D40,Residence or House,8200-8299,HALL LAKE DR,-,-,1
01/04/2018,19,Robbery,13D40,Convenience Store,10800-10899,TELEPHONE,RD,-,1
01/04/2018,17,Robbery,13D40,Department or Discount Store,8000-8099,FUQUA,ST,-,1
01/04/2018,05,Theft,13D40,"Hotel, Motel, Inn, Etc.",1400-1499,PECAN,DR,-,1
01/04/2018,12,Theft,13D40,Apartment,11500-11599,PEARLAND PKWY,-,-,1
01/05/2018,18,AutoTheft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
01/05/2018,13,Theft,13D40,Commercial Parking Lot or Garage,8400-8499,SAM HOUSTON PKWY E,-,-,1
01/05/2018,13,Theft,13D40,Other Parking Lot,8500-8599,S SAM HOUSTON PKWY E,-,-,1
01/06/2018,12,Theft,13D40,Residence or House,10000-10099,TELEPHONE RD,RD,-,1
01/06/2018,13,Theft,13D40,"Other, Unknown, or Not Listed",500-599,COUNTY RD 949A,-,-,1
01/06/2018,15,Theft,13D40,Residence or House,8000-8099,MISTY VALE,-,-,1
01/07/2018,00,Robbery,13D40,Apartment Parking Lot,7900-7999,SAM HOUSTON,PKWY,S,1
01/08/2018,23,Robbery,13D40,Convenience Store,10800-10899,TELEPHONE,RD,-,1
01/11/2018,16,Robbery,13D40,Strip Business Center Parking Lot,8400-8499,S SAM HOUSTON PKWY E,-,-,1
01/11/2018,07,Theft,13D40,Driveway,8100-8199,ARROWHEAD,LN,-,1
01/11/2018,10,Theft,13D40,Residence or House,8000-8099,ARROWHEAD LN,-,-,1
01/12/2018,11,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE RD,RD,-,1
01/12/2018,20,Burglary,13D40,Apartment,7900-7999,S SAM HOUSTON PKWY E,-,-,1
01/13/2018,15,AutoTheft,13D40,Apartment,10200-10299,TELEPHONE RD,RD,-,1
01/14/2018,12,Theft,13D40,Apartment Parking Lot,11500-11599,PEARLAND PKY APT,-,-,1
01/16/2018,14,Theft,13D40,Miscellaneous Business (Non-Specific),8400-8499,S SAM HOUSTON PKWY E,-,-,1
01/16/2018,16,Theft,13D40,Miscellaneous Business (Non-Specific),8400-8499,S SAM HOUSTON PKWY E,-,-,1
01/16/2018,17,Theft,13D40,Not Listed,8100-8199,FUQUA ST,ST,-,1
01/17/2018,09,AutoTheft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE RD,RD,-,1
01/18/2018,13,Theft,13D40,Strip Business Center Parking Lot,1500-1599,CROSS STONE CT.,-,-,1
01/18/2018,23,AutoTheft,13D40,Restaurant or Cafeteria Parking Lot,8300-8399,SWISS LN,-,-,1
01/19/2018,19,Theft,13D40,Residence or House,8400-8499,LETTIE ST,ST,-,1
01/19/2018,14,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
01/19/2018,11,Theft,13D40,Bank,8400-8499,HOLIDAY,LN,-,1
01/22/2018,13,Theft,13D40,"Road, Street, or Sidewalk",8500-8599,S SAM HOUSTON PKWY E,-,-,1
01/22/2018,12,Robbery,13D40,Drug Store or Medical Supply,8400-8499,ALMEDA GENOA RD,RD,-,1
01/23/2018,18,Theft,13D40,Residence or House,8100-8199,HALL LAKE,DR,-,1
01/23/2018,17,Burglary,13D40,Commercial Building,3300-3399,TOWERS,BLVD,-,1
01/29/2018,17,Theft,13D40,Driveway,8100-8199,FOLKSTONE LN,-,-,1
01/01/2018,11,Theft,14D10,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
01/01/2018,09,Robbery,14D10,"Road, Street, or Sidewalk",15500-15599,JESSIE PARKER R,-,-,1
01/01/2018,21,Burglary,14D10,Residence or House,3900-3999,PORTER,-,-,1
01/01/2018,22,Burglary,14D10,Residence or House,6100-6199,SHERWOOD DR,-,-,1
01/01/2018,12,Theft,14D10,"Road, Street, or Sidewalk",4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
01/02/2018,14,Theft,14D10,Miscellaneous Business (Non-Specific),8200-8299,LAWLER,-,-,1
01/02/2018,16,Theft,14D10,Strip Business Center Parking Lot,4400-4499,GRIGGS RD,RD,-,1
01/02/2018,19,Burglary,14D10,Residence or House,3800-3899,ALSACE,ST,-,1
01/03/2018,14,Robbery,14D10,Pool Hall or Game Room,5000-5099,GRIGGS,RD,-,1
01/03/2018,15,Theft,14D10,Apartment Parking Lot,5100-5199,GRIGGS RD,RD,-,1
01/04/2018,14,Burglary,14D10,Apartment,4400-4499,PERRY,-,-,1
01/04/2018,14,Theft,14D10,Miscellaneous Business (Non-Specific),5900-5999,GUM GROVE,LN,-,1
01/04/2018,19,Aggravated Assault,14D10,Apartment,5600-5699,ROYAL PALMS ST,ST,-,2
01/05/2018,17,AutoTheft,14D10,Residence or House,6800-6899,BURKETT ST,ST,-,1
01/05/2018,15,AutoTheft,14D10,Driveway,6900-6999,NEW YORK STREET APT B,-,-,1
01/06/2018,23,Theft,14D10,Residence or House,3700-3799,COSBY ST,ST,-,1
01/06/2018,19,Aggravated Assault,14D10,Apartment,3700-3799,SOUTHLAWN,-,-,1
01/06/2018,11,Theft,14D10,"Other, Unknown, or Not Listed",6900-6999,NEW YORK,-,-,1
01/06/2018,08,AutoTheft,14D10,Residence or House,4700-4799,YELLOWSTONE BLVD,BLVD,-,1
01/07/2018,00,Theft,14D10,Driveway,5300-5399,KINGSBURY,-,-,1
01/07/2018,15,Aggravated Assault,14D10,Residence or House,4100-4199,DREYFUS,-,-,1
01/07/2018,10,AutoTheft,14D10,Apartment Parking Lot,4000-4099,CORDER ST,ST,-,1
01/07/2018,05,Theft,14D10,"Church, Synagogue, or Temple Parking Lot",6600-6699,LONDON ST,ST,-,1
01/08/2018,11,Burglary,14D10,Miscellaneous Business (Non-Specific),6700-6799,LOZIER,-,-,1
01/08/2018,10,Theft,14D10,Garage or Carport,2300-2399,TERRA CINA,CT,-,1
01/08/2018,08,Theft,14D10,Construction Site,1700-1799,JAMES BOWIE DR APT 1016,-,-,1
01/08/2018,23,Theft,14D10,Convenience Store,4300-4399,OLD SPANISH TRL,-,-,1
01/09/2018,11,AutoTheft,14D10,Bar or Night Club Parking Lot,3900-3999,OLD SPANISH TRL,-,-,1
01/09/2018,17,Burglary,14D10,Garage or Carport,4500-4599,DEWBERRY ST,ST,-,1
01/09/2018,15,Robbery,14D10,"Road, Street, or Sidewalk",4800-4899,ARVILLA LN,-,-,1
01/10/2018,10,AutoTheft,14D10,Driveway,5100-5199,HULL,-,-,1
01/10/2018,07,Burglary,14D10,Department or Discount Store,4700-4799,YELLOWSTONE,BLVD,-,1
01/10/2018,16,AutoTheft,14D10,Auto Repair,6300-6399,LIVERPOOL,-,-,1
01/10/2018,22,Theft,14D10,Convenience Store,6600-6699,CULLEN,BLVD,-,1
01/11/2018,07,Theft,14D10,"Road, Street, or Sidewalk",3800-3899,ZEPHYR,-,-,1
01/11/2018,07,Burglary,14D10,Department or Discount Store,4700-4799,YELLOWSTONE,BLVD,-,1
01/11/2018,18,AutoTheft,14D10,"Road, Street, or Sidewalk",4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
01/12/2018,16,Burglary,14D10,Apartment,3300-3399,YELLOWSTONE,BLVD,-,1
01/14/2018,10,Robbery,14D10,"Road, Street, or Sidewalk",6800-6899,SAINT AUGUSTINE,-,-,1
01/14/2018,13,Theft,14D10,Residence or House,UNK,CRESTMONT ST,ST,-,1
01/14/2018,02,Robbery,14D10,Restaurant or Cafeteria Parking Lot,300-399,GRESHAM,ST,-,1
01/14/2018,19,AutoTheft,14D10,Commercial Building,300-399,HARRIS,ST,-,1
01/15/2018,06,AutoTheft,14D10,"Road, Street, or Sidewalk",6000-6099,CONLEY ST,ST,-,1
01/15/2018,19,Aggravated Assault,14D10,"Road, Street, or Sidewalk",5300-5399,KEYSTONE,-,-,1
01/15/2018,23,Theft,14D10,Convenience Store,4300-4399,OLD SPANISH,TRL,-,1
01/15/2018,16,Aggravated Assault,14D10,Residence or House,3700-3799,YOSEMITE,ST,-,1
01/16/2018,01,Robbery,14D10,Service or Gas Station,3300-3399,YELLOWSTONE BLVD,BLVD,-,1
01/16/2018,15,Burglary,14D10,Residence or House,6600-6699,FOSTER,ST,-,1
01/16/2018,22,Theft,14D10,Residence or House,4000-4099,CORDER ST,ST,-,1
01/17/2018,12,AutoTheft,14D10,Residence or House,5200-5299,PERRY,-,-,1
01/18/2018,22,Aggravated Assault,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE BLVD,BLVD,-,1
01/19/2018,10,Robbery,14D10,Restaurant or Cafeteria Parking Lot,3600-3699,OLD SPANISH TRL,-,-,1
01/20/2018,20,Aggravated Assault,14D10,Apartment Parking Lot,4000-4099,CORDER STREET APT 3,-,-,1
01/20/2018,12,Aggravated Assault,14D10,"Road, Street, or Sidewalk",5000-5099,ENYART,ST,-,1
01/21/2018,01,Robbery,14D10,Service or Gas Station,6800-6899,CULLEN BLVD,BLVD,-,1
01/21/2018,05,Burglary,14D10,Grocery Store or Supermarket,5600-5699,MYKAWA,RD,-,1
01/21/2018,22,Burglary,14D10,Apartment,5500-5599,GRIGGS RD,RD,-,1
01/21/2018,16,Theft,14D10,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
01/22/2018,14,Aggravated Assault,14D10,Residence or House,4700-4799,WINFREE DRIVE,-,-,1
01/22/2018,08,Burglary,14D10,Residence or House,5200-5299,KELSO,-,-,1
01/22/2018,22,Theft,14D10,Clothing Store,7200-7299,ENGLAND ST,ST,-,1
01/22/2018,20,Robbery,14D10,Apartment Parking Lot,10800-10899,TALLOW BRIAR,LN,-,1
01/23/2018,18,Theft,14D10,Department or Discount Store,4400-4499,RADIAL STREET,-,-,1
01/23/2018,13,Theft,14D10,Construction Site,12700-12799,SOUTH,FWY,-,1
01/23/2018,13,Theft,14D10,"Pawn, Resale Shop, or Flea Market",5600-5699,MYKAWA,RD,-,1
01/24/2018,09,AutoTheft,14D10,Convenience Store Parking Lot,300-399,TIDWELL,RD,E,1
01/25/2018,08,Theft,14D10,Body Shop,6600-6699,CULLEN,BLVD,-,1
01/25/2018,11,Theft,14D10,Driveway,4500-4599,KINGSBURY,-,-,1
01/25/2018,23,Robbery,14D10,"Road, Street, or Sidewalk",4400-4499,IDAHO ST,ST,-,1
01/26/2018,01,Theft,14D10,Residence or House,6000-6099,GRACE LN,-,-,1
01/26/2018,02,Burglary,14D10,Commercial Building,4700-4799,YELLOWSTONE,BLVD,-,1
01/26/2018,10,AutoTheft,14D10,Miscellaneous Business (Non-Specific),4700-4799,GRIGGS,RD,-,1
01/26/2018,09,Theft,14D10,"Road, Street, or Sidewalk",6800-6899,LONDON ST,ST,-,1
01/26/2018,20,AutoTheft,14D10,"Road, Street, or Sidewalk",3300-3399,ALABAMA,ST,-,1
01/28/2018,10,Burglary,14D10,Residence or House,6800-6899,NEW YORK,-,-,1
01/28/2018,14,Theft,14D10,"Hotel, Motel, Inn, Etc.",4300-4399,LOOP  E,-,-,1
01/28/2018,15,Theft,14D10,Driveway,6300-6399,BEEKMAN RD,RD,-,1
01/28/2018,08,Theft,14D10,Grocery Store or Supermarket,7100-7199,SCOTT,ST,-,1
01/29/2018,16,Theft,14D10,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD,-,1
01/29/2018,06,Burglary,14D10,Residence or House,11300-11399,LOCKGATE,-,-,1
01/29/2018,12,Aggravated Assault,14D10,"Road, Street, or Sidewalk",3700-3799,YELLOWSTONE,BLVD,-,1
01/29/2018,22,Theft,14D10,Convenience Store,7100-7199,CULLEN,BLVD,-,1
01/30/2018,08,Robbery,14D10,Apartment,7300-7399,CULLEN BLVD,BLVD,-,1
01/31/2018,07,Burglary,14D10,Apartment,4000-4099,CORDER ST,ST,-,1
01/31/2018,23,Burglary,14D10,Apartment,4900-4999,TETON,ST,-,1
01/01/2018,13,AutoTheft,14D20,"Road, Street, or Sidewalk",3300-3399,AIRPORT BLVD,BLVD,-,1
01/01/2018,15,Aggravated Assault,14D20,Apartment,6400-6499,HEATHERBROOK,-,-,1
01/01/2018,19,Aggravated Assault,14D20,"Road, Street, or Sidewalk",3100-3199,MCGOWEN ST APT D,-,-,2
01/01/2018,20,Robbery,14D20,Residence or House,8100-8199,ROCKFORD,RD,-,1
01/01/2018,07,Robbery,14D20,Apartment,5000-5099,SUNFLOWER APT 13,-,-,1
01/02/2018,01,Robbery,14D20,"Road, Street, or Sidewalk",UNK,S IH 610 FWY E/SCOTT EXIT,-,-,1
01/02/2018,04,Burglary,14D20,Miscellaneous Business (Non-Specific),8200-8299,CULLEN,BLVD,-,1
01/02/2018,22,Aggravated Assault,14D20,Apartment,3800-3899,MT PLEASANT,-,-,1
01/02/2018,17,Robbery,14D20,Residence or House,8400-8499,COLONIAL LN,-,-,1
01/02/2018,08,AutoTheft,14D20,Apartment Parking Lot,4700-4799,WENDA ST,ST,-,1
01/02/2018,10,AutoTheft,14D20,Driveway,5500-5599,RICKY,-,-,1
01/03/2018,13,Burglary,14D20,Residence or House,9200-9299,VINEARBOR,-,-,1
01/03/2018,20,Aggravated Assault,14D20,Apartment Parking Lot,3700-3799,FAULKNER ST,ST,-,1
01/03/2018,00,Aggravated Assault,14D20,"Road, Street, or Sidewalk",3500-3599,BELLFORT ST,ST,-,1
01/04/2018,15,Theft,14D20,Convenience Store Parking Lot,8100-8199,SCOTT ST,ST,-,1
01/04/2018,11,Theft,14D20,Convenience Store,8900-8999,CULLEN BLVD,BLVD,-,1
01/04/2018,09,Robbery,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",4900-4999,HIGGINS,-,-,1
01/04/2018,06,AutoTheft,14D20,Service or Gas Station,9200-9299,ROSEHAVEN DR,-,-,1
01/04/2018,04,Aggravated Assault,14D20,Apartment Parking Lot,4200-4299,PHLOX,-,-,1
01/05/2018,09,Theft,14D20,Grocery Store or Supermarket,9400-9499,CULLEN,BLVD,-,1
01/05/2018,04,Robbery,14D20,Apartment,5000-5099,BATTAN,-,-,1
01/06/2018,13,Robbery,14D20,"Road, Street, or Sidewalk",9000-9099,CULLEN BLVD,BLVD,-,1
01/06/2018,10,Theft,14D20,Apartment Parking Lot,3500-3599,NATHANIEL BROWN,-,-,1
01/07/2018,14,Robbery,14D20,Service or Gas Station,7400-7499,CULLEN BLVD,BLVD,-,1
01/07/2018,14,Theft,14D20,Convenience Store,9300-9399,CULLEN BLVD,BLVD,-,1
01/07/2018,13,Theft,14D20,Convenience Store,8400-8499,HEARTH DR 5,-,-,1
01/07/2018,15,Burglary,14D20,Apartment,4200-4299,BARBERRY,DR,-,1
01/08/2018,11,Theft,14D20,Apartment,4200-4299,BARBERRY DR,-,-,1
01/08/2018,13,Burglary,14D20,Residence or House,1100-1199,THERESA,ST,-,1
01/08/2018,13,Theft,14D20,Restaurant or Cafeteria Parking Lot,9100-9199,CULLEN,BLVD,-,1
01/08/2018,15,Theft,14D20,Bus Station,3900-3999,BELLFORT ST,ST,-,1
01/08/2018,23,Aggravated Assault,14D20,Residence or House,10800-10899,RACK,ST,-,1
01/09/2018,06,Theft,14D20,Residence or House,4400-4499,STASSEN,-,-,1
01/09/2018,07,Theft,14D20,Residence or House,7800-7899,COMAL,-,-,1
01/09/2018,15,Theft,14D20,Convenience Store,8900-8999,CULLEN BLVD,BLVD,-,1
01/09/2018,13,Aggravated Assault,14D20,"Hotel, Motel, Inn, Etc.",4700-4799,REED,RD,-,1
01/09/2018,21,Theft,14D20,Driveway,8200-8299,COLONIAL LN,-,-,1
01/09/2018,19,Aggravated Assault,14D20,Restaurant or Cafeteria Parking Lot,9100-9199,CULLEN BLVD,BLVD,-,1
01/10/2018,05,Rape,14D20,"Road, Street, or Sidewalk",7100-7199,MARTIN LUTHER KING JR BLVD,BLVD,-,1
01/10/2018,09,Theft,14D20,Commercial Building,8400-8499,BASSETT ST,ST,-,1
01/10/2018,10,Theft,14D20,Garage or Carport,1200-1299,DANUBE ST,ST,-,1
01/10/2018,13,Burglary,14D20,Residence or House,1200-1299,DANUBE ST,ST,-,1
01/11/2018,15,Theft,14D20,Driveway,8600-8699,BRANDON ST,ST,-,1
01/11/2018,21,Aggravated Assault,14D20,Residence or House,1200-1299,VERA LOU,-,-,1
01/11/2018,02,Aggravated Assault,14D20,Residence or House,1100-1199,THERESA,ST,-,1
01/12/2018,18,Theft,14D20,Department or Discount Store,9400-9499,CULLEN,BLVD,-,1
01/12/2018,22,Aggravated Assault,14D20,Apartment,5000-5099,SUNFLOWER,-,-,1
01/13/2018,00,Aggravated Assault,14D20,Bar or Night Club Parking Lot,4700-4799,REED RD,RD,-,1
01/13/2018,09,Aggravated Assault,14D20,Convenience Store Parking Lot,9200-9299,SCOTT ST,ST,-,1
01/13/2018,12,Theft,14D20,Bank or Savings Institution Parking Lot,4500-4599,REED RD,RD,-,1
01/13/2018,22,Robbery,14D20,"Road, Street, or Sidewalk",4800-4899,BELLFORT ST,ST,-,1
01/14/2018,18,Aggravated Assault,14D20,"Road, Street, or Sidewalk",5800-5899,BELNEATH,-,-,2
01/14/2018,16,Theft,14D20,Apartment,3300-3399,ALICE ST,ST,-,1
01/14/2018,14,Theft,14D20,Apartment Parking Lot,2700-2799,REED RD,RD,-,1
01/14/2018,14,Burglary,14D20,Restaurant or Cafeteria,9400-9499,CULLEN,BLVD,-,1
01/14/2018,15,AutoTheft,14D20,Driveway,4900-4999,REED RD,RD,-,1
01/15/2018,10,Aggravated Assault,14D20,"Road, Street, or Sidewalk",3900-3999,BELLFORT ST,ST,-,1
01/15/2018,14,Aggravated Assault,14D20,Apartment Parking Lot,2500-2599,FRESH DAWN,DR,-,1
01/15/2018,13,Theft,14D20,Specialty Store (Non-Specific),9400-9499,CULLEN,BLVD,-,1
01/15/2018,21,Aggravated Assault,14D20,Apartment,1800-1899,CARVER,-,-,1
01/15/2018,17,Burglary,14D20,Apartment,7400-7499,CALHOUN RD,RD,-,1
01/16/2018,01,Theft,14D20,Service or Gas Station,4200-4299,LEIGHANN,LN,-,1
01/16/2018,12,Theft,14D20,"Road, Street, or Sidewalk",9500-9599,MINNESOTA,ST,-,1
01/16/2018,09,Aggravated Assault,14D20,Apartment,10500-10599,MURR,WAY,-,1
01/17/2018,00,Theft,14D20,Service or Gas Station,2700-2799,REED,RD,-,1
01/17/2018,03,Burglary,14D20,Strip Business Center Parking Lot,9200-9299,CULLEN,BLVD,-,1
01/17/2018,12,Burglary,14D20,Residence or House,3800-3899,NOAH,-,-,1
01/18/2018,04,Theft,14D20,"Hotel, Motel, Inn, Etc.",4100-4199,HOWCHER,ST,-,1
01/18/2018,06,AutoTheft,14D20,"Road, Street, or Sidewalk",4000-4099,MAGGIE,-,-,1
01/18/2018,19,Robbery,14D20,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
01/18/2018,19,Aggravated Assault,14D20,Apartment,7400-7499,KYLE TRAIL,CT,-,1
01/18/2018,12,Theft,14D20,Driveway,9400-9499,SIERRA DR,-,-,1
01/18/2018,17,Theft,14D20,"Road, Street, or Sidewalk",5700-5799,OVERDALE,-,-,1
01/19/2018,01,Theft,14D20,Residence or House,4600-4699,BRINKLEY,ST,-,1
01/19/2018,13,Burglary,14D20,Apartment,2700-2799,REED RD,RD,-,1
01/19/2018,18,Theft,14D20,Miscellaneous Business (Non-Specific),7300-7399,SCOTT,ST,-,1
01/19/2018,16,Aggravated Assault,14D20,Other Parking Lot,3500-3599,REED,RD,-,1
01/19/2018,20,Burglary,14D20,Apartment,2700-2799,REED RD,RD,-,1
01/20/2018,08,Robbery,14D20,Apartment Parking Lot,13400-13499,SEGREST,ST,-,1
01/20/2018,00,Aggravated Assault,14D20,Residence or House,4400-4499,MALLOW,-,-,1
01/20/2018,02,Aggravated Assault,14D20,"Road, Street, or Sidewalk",3300-3399,CHIMIRA LN,-,-,1
01/20/2018,19,Aggravated Assault,14D20,Highway or Freeway,5800-5899,SOUTH FORD,RD,-,1
01/20/2018,22,Burglary,14D20,Apartment,8300-8399,CANYON ST,ST,-,1
01/20/2018,18,Theft,14D20,Convenience Store,6300-6399,MARTIN LUTHER KING,-,-,1
01/20/2018,09,Theft,14D20,Residence or House,2900-2999,REED RD,RD,-,1
01/21/2018,00,Aggravated Assault,14D20,Apartment,5100-5199,MYRTELWOOD,-,-,1
01/21/2018,07,Theft,14D20,Apartment Parking Lot,10000-10099,CULLEN BLVD,BLVD,-,1
01/21/2018,08,Burglary,14D20,"Church, Synagogue, or Temple",4900-4999,PAULA ST APT 2,-,-,1
01/21/2018,20,Robbery,14D20,Apartment Parking Lot,7800-7899,TIERWESTER,-,-,1
01/22/2018,07,Robbery,14D20,Apartment Parking Lot,10000-10099,CULLEN BLVD,BLVD,-,1
01/22/2018,03,Burglary,14D20,Barber And Beauty Shops,9400-9499,CULLEN,BLVD,-,1
01/22/2018,20,Aggravated Assault,14D20,"Road, Street, or Sidewalk",7200-7299,TIERWESTER,ST,-,4
01/22/2018,15,Theft,14D20,Bus Stop,4000-4099,BELLFORT ST,ST,-,1
01/22/2018,09,Aggravated Assault,14D20,Residence or House,4800-4899,LARKSPUR,-,-,1
01/22/2018,10,Aggravated Assault,14D20,"Road, Street, or Sidewalk",6500-6599,THRUSH,-,-,1
01/22/2018,15,Burglary,14D20,Residence or House,9200-9299,MARTELL,-,-,1
01/22/2018,13,Aggravated Assault,14D20,"Road, Street, or Sidewalk",7800-7899,TIERWESTER,-,-,1
01/22/2018,23,Theft,14D20,Driveway,4300-4399,KAY CIR,-,-,1
01/22/2018,23,AutoTheft,14D20,Service or Gas Station,4700-4799,WENDA,ST,-,1
01/23/2018,05,Burglary,14D20,Miscellaneous Business (Non-Specific),4100-4199,REED,RD,-,1
01/23/2018,08,Aggravated Assault,14D20,Residence or House,3700-3799,DREYFUS ST,ST,-,1
01/23/2018,13,Theft,14D20,Vehicle/Auto Sales/Lease/Auto Parts Store,9100-9199,CULLEN BLVD,BLVD,-,1
01/23/2018,16,Theft,14D20,"Road, Street, or Sidewalk",10200-10299,SAGEYORK,-,-,1
01/23/2018,18,Theft,14D20,Apartment,10000-10099,CULLEN BLVD,BLVD,-,1
01/23/2018,22,Theft,14D20,Bar or Night Club Parking Lot,11600-11699,LONG PLAY,LN,-,1
01/24/2018,00,Burglary,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",7700-7799,MCLEAN,-,-,1
01/24/2018,01,Aggravated Assault,14D20,Apartment,5100-5199,CLOVER,ST,-,1
01/24/2018,07,Aggravated Assault,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",4600-4699,BRINKLEY ST,ST,-,1
01/24/2018,04,Theft,14D20,Convenience Store,8900-8999,CULLEN,BLVD,-,1
01/25/2018,21,Robbery,14D20,Restaurant or Cafeteria,9000-9099,CULLEN,BLVD,-,1
01/25/2018,22,Aggravated Assault,14D20,Apartment,10700-10799,BRAESBEND DR.,-,-,1
