Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
04/05/2018,08,Burglary,12D70,Construction Site,13900-13999,GALVESTON,RD,-,1
04/05/2018,14,Theft,12D70,Clothing Store,100-199,BAYBROOK MALL,-,-,1
04/05/2018,16,Theft,12D70,Department or Discount Store,1100-1199,BAYBROOK MALL,-,-,1
04/06/2018,08,Robbery,12D70,Car Wash,200-299,EL DORADO,BLVD,-,1
04/06/2018,13,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,-,1
04/07/2018,19,Theft,12D70,Clothing Store,100-199,BAYBROOK MALL,-,-,1
04/07/2018,16,AutoTheft,12D70,Apartment Parking Lot,500-599,BARRINGER,LN,-,1
04/07/2018,13,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
04/08/2018,00,Aggravated Assault,12D70,Apartment,1600-1699,BAY AREA,BLVD,W,1
04/08/2018,17,Theft,12D70,Specialty Store (Non-Specific),1100-1199,BAYBROOK MALL,-,-,1
04/08/2018,23,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
04/09/2018,11,Theft,12D70,Strip Business Center Parking Lot,1800-1899,BAY AREA,BLVD,W,1
04/09/2018,19,Theft,12D70,Department or Discount Store,1500-1599,BAY AREA,BLVD,W,1
04/10/2018,09,Theft,12D70,Condominium,200-299,EL DORADO,BLVD,-,1
04/10/2018,17,Theft,12D70,Commercial Building,500-599,BAYBROOK MALL,-,-,1
04/10/2018,21,Theft,12D70,Restaurant or Cafeteria Parking Lot,1300-1399,BAY AREA,BLVD,W,1
04/10/2018,21,Theft,12D70,Restaurant or Cafeteria Parking Lot,18300-18399,GULF,FWY,-,1
04/10/2018,14,Theft,12D70,"Electronics Store, Electrical Supplies",500-599,BAYBROOK MALL,-,-,1
04/10/2018,15,Theft,12D70,Commercial Building,100-199,EL DORADO,BLVD,-,1
04/10/2018,15,Theft,12D70,Specialty Store (Non-Specific),1100-1199,BAYBROOK MALL,-,-,1
04/11/2018,09,Theft,12D70,Restaurant or Cafeteria Parking Lot,19400-19499,GULF,FWY,-,1
04/11/2018,20,Theft,12D70,Apartment,1600-1699,BAY AREA,BLVD,W,1
04/12/2018,10,AutoTheft,12D70,Mall Parking Lot,18700-18799,GULF,FWY,-,1
04/12/2018,07,Burglary,12D70,Commercial Building,14700-14799,GALVESTON,RD,-,1
04/12/2018,15,Theft,12D70,Mall Common Area,700-799,BAYBROOK MALL,-,-,1
04/12/2018,17,Burglary,12D70,Residence or House,15300-15399,SHEALY,CT,-,1
04/13/2018,11,Theft,12D70,Apartment Parking Lot,19100-19199,GLENWEST,ST,-,1
04/13/2018,17,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
04/14/2018,15,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
04/14/2018,15,Theft,12D70,Mall Common Area,18800-18899,IH 45,FWY,S,1
04/14/2018,16,Theft,12D70,Clothing Store,18600-18699,GULF,FWY,-,1
04/15/2018,09,Theft,12D70,Apartment Parking Lot,15800-15899,GALVESTON,RD,-,1
04/15/2018,02,Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY,-,1
04/16/2018,13,Burglary,12D70,Apartment,200-299,EL DORADO,BLVD,-,1
04/16/2018,10,Aggravated Assault,12D70,Highway or Freeway,17000-17099,GULF,FWY,-,1
04/16/2018,12,Theft,12D70,Apartment Parking Lot,600-699,PINELOCH,DR,-,1
04/16/2018,09,Theft,12D70,Highway or Freeway,200-299,EL DORADO,BLVD,-,1
04/16/2018,07,Theft,12D70,Apartment Parking Lot,600-699,PINELOCH,DR,-,1
04/18/2018,16,Theft,12D70,Commercial Parking Lot or Garage,18200-18299,GULF,FWY,-,1
04/18/2018,16,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
04/19/2018,00,AutoTheft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
04/19/2018,17,AutoTheft,12D70,Freeway Service Road,18200-18299,GULF,FWY,-,1
04/20/2018,13,Theft,12D70,Clothing Store,100-199,BAYBROOK MALL,-,-,1
04/20/2018,13,Theft,12D70,Clothing Store,1400-1499,BAY AREA,BLVD,W,1
04/20/2018,14,Theft,12D70,Apartment,500-599,EL DORADO,BLVD,-,1
04/20/2018,14,Theft,12D70,Other Parking Lot,14600-14699,GALVESTON,RD,-,1
04/21/2018,13,Theft,12D70,Construction Site,19200-19299,GULFBROOK,DR,-,1
04/21/2018,09,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
04/21/2018,14,Theft,12D70,Department or Discount Store,600-699,BAYBROOK MALL,-,-,1
04/21/2018,15,Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY,-,1
04/22/2018,09,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
04/22/2018,19,AutoTheft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
04/24/2018,07,Theft,12D70,Convenience Store,500-599,EL DORADO,BLVD,-,1
04/25/2018,00,Theft,12D70,Other Parking Lot,100-199,EL DORADO,BLVD,W,1
04/25/2018,17,Theft,12D70,Department or Discount Store,1500-1599,BAY AREA,BLVD,W,1
04/25/2018,18,Burglary,12D70,Condominium,200-299,EL DORADO,BLVD,-,1
04/25/2018,19,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
04/26/2018,11,Theft,12D70,Commercial Parking Lot or Garage,18200-18299,GULF,FWY,-,1
04/26/2018,16,Theft,12D70,Department or Discount Store,500-599,BAYBROOK MALL,-,-,1
04/26/2018,22,Theft,12D70,Grocery Store or Supermarket,500-599,EL DORADO,BLVD,-,1
04/26/2018,18,Theft,12D70,Department or Discount Store,1400-1499,BAY AREA,BLVD,W,1
04/26/2018,17,Theft,12D70,Department or Discount Store,600-699,BAYBROOK MALL,-,-,1
04/27/2018,08,Theft,12D70,Driveway,400-499,MERRIWEATHER,-,-,1
04/27/2018,03,Rape,12D70,Apartment,200-299,EL DORADO,BLVD,-,1
04/27/2018,10,Theft,12D70,Other Parking Lot,18200-18299,GULF,FWY,-,1
04/27/2018,18,Theft,12D70,Apartment,19100-19199,GLENWEST,ST,-,1
04/27/2018,18,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
04/28/2018,11,AutoTheft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
04/28/2018,10,Burglary,12D70,Specialty Store (Non-Specific),300-399,EL DORADO,BLVD,-,1
04/28/2018,16,AutoTheft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
04/29/2018,01,Aggravated Assault,12D70,Freeway Service Road,18400-18499,IH 45,FWY,S,1
04/29/2018,16,Theft,12D70,Department or Discount Store,1500-1599,BAY AREA,BLVD,W,1
04/30/2018,20,Theft,12D70,Specialty Store (Non-Specific),700-799,BAYBROOK MALL,-,-,1
04/30/2018,06,Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
04/30/2018,05,AutoTheft,12D70,Restaurant or Cafeteria Parking Lot,500-599,BAYBROOK MALL,-,-,1
04/30/2018,13,AutoTheft,12D70,Mall Parking Lot,600-699,BAYBROOK MALL,-,-,1
04/30/2018,13,Theft,12D70,Department or Discount Store,1500-1599,BAY AREA,BLVD,W,1
04/30/2018,11,Robbery,12D70,Department or Discount Store,18100-18199,GULF,FWY,-,1
04/30/2018,18,Theft,12D70,Department or Discount Store,1800-1899,BAY AREA,BLVD,W,1
04/30/2018,17,Theft,12D70,Residence or House,500-599,BARRINGER,LN,-,1
04/01/2018,14,Theft,13D10,Clothing Store,3300-3399,TELEPHONE,RD,-,1
04/01/2018,01,Theft,13D10,Bus Stop,100-199,WINKLER,DR,-,1
04/01/2018,05,AutoTheft,13D10,"Road, Street, or Sidewalk",4000-4099,ANTOINETTE,ST,-,1
04/01/2018,21,Aggravated Assault,13D10,Apartment,6100-6199,LOOP,-,S,1
04/02/2018,07,Aggravated Assault,13D10,Apartment,6600-6699,FAIRWAY,DR,-,1
04/02/2018,16,Robbery,13D10,"Parks and Recreation, Zoo, Swimming Pool",6700-6799,LONG,DR,-,1
04/02/2018,20,Aggravated Assault,13D10,"Road, Street, or Sidewalk",3700-3799,WESLOW,ST,-,1
04/02/2018,15,Theft,13D10,Commercial Parking Lot or Garage,6700-6799,GULF,FWY,-,1
04/02/2018,11,Theft,13D10,Apartment,7300-7399,FAIRWAY,DR,-,1
04/02/2018,11,Theft,13D10,Residence or House,6900-6999,LOOP,-,S,1
04/03/2018,03,Rape,13D10,Restaurant or Cafeteria Parking Lot,4300-4399,TELEPHONE,RD,-,1
04/03/2018,06,AutoTheft,13D10,"Road, Street, or Sidewalk",2700-2799,OAKCLIFF,ST,-,1
04/03/2018,22,Aggravated Assault,13D10,Maintenance or Building Services,6100-6199,LONG,DR,-,1
04/04/2018,14,Robbery,13D10,Restaurant or Cafeteria Parking Lot,6800-6899,GULF,FWY,-,1
04/05/2018,09,Burglary,13D10,Residence or House,6900-6999,LOOP,-,S,1
04/06/2018,23,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
04/07/2018,01,Aggravated Assault,13D10,Apartment,3500-3599,EVERGREEN,DR,-,2
04/07/2018,06,AutoTheft,13D10,Apartment Parking Lot,6500-6599,GAMMAGE,ST,-,1
04/07/2018,09,Burglary,13D10,"Factory, Manufacturing, or Industrial",6500-6599,LONG,DR,-,1
04/07/2018,10,Theft,13D10,Bank,2800-2899,WOODRIDGE,DR,-,1
04/07/2018,16,AutoTheft,13D10,Grocery Store or Supermarket Parking Lot,6800-6899,GULF,FWY,-,1
04/08/2018,03,Robbery,13D10,Bar or Night Club Parking Lot,4900-4999,TELEPHONE,RD,-,1
04/08/2018,23,Theft,13D10,Driveway,3700-3799,PENWOOD,WAY,-,1
04/08/2018,16,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
04/08/2018,15,Aggravated Assault,13D10,Apartment,3500-3599,EVERGREEN,DR,-,1
04/08/2018,12,AutoTheft,13D10,Driveway,7600-7699,ARNIM,ST,-,1
04/09/2018,06,AutoTheft,13D10,Driveway,4000-4099,SUE ELLEN,-,-,1
04/09/2018,13,Robbery,13D10,Restaurant or Cafeteria Parking Lot,8000-8099,PARK PLACE,BLVD,-,1
04/09/2018,15,Theft,13D10,Restaurant or Cafeteria,6800-6899,GULF,FWY,-,1
04/11/2018,10,Robbery,13D10,Other Parking Lot,6700-6799,GULF,FWY,-,1
04/11/2018,00,Aggravated Assault,13D10,"Road, Street, or Sidewalk",4400-4499,TELEPHONE,RD,-,1
04/11/2018,20,Theft,13D10,"Parks and Recreation, Zoo, Swimming Pool",2500-2599,CARROLTON,ST,-,1
04/11/2018,18,Theft,13D10,"Road, Street, or Sidewalk",6000-6099,GULF,FWY,-,1
04/11/2018,14,Robbery,13D10,Convenience Store Parking Lot,4000-4099,TELEPHONE,RD,-,1
04/11/2018,17,Aggravated Assault,13D10,Highway or Freeway,7700-7799,GULF,FWY,-,1
04/12/2018,09,Theft,13D10,Bank or Savings Institution Parking Lot,2800-2899,WOODRIDGE,DR,-,1
04/13/2018,05,Theft,13D10,Residence or House,7100-7199,KINNEY,ST,-,1
04/13/2018,08,AutoTheft,13D10,"Road, Street, or Sidewalk",7000-7099,GAMMAGE,ST,-,1
04/13/2018,08,Burglary,13D10,Residence or House,7100-7199,KINNEY,ST,-,1
04/13/2018,10,AutoTheft,13D10,"Other, Unknown, or Not Listed",6500-6599,MCGREW,ST,-,1
04/13/2018,10,Theft,13D10,Department or Discount Store,2900-2999,WAYSIDE,DR,S,1
04/13/2018,15,Theft,13D10,Service or Gas Station,6000-6099,LONG,DR,-,1
04/13/2018,12,AutoTheft,13D10,Residence or House,3600-3699,BROCK,ST,-,1
04/14/2018,00,Robbery,13D10,Miscellaneous Business (Non-Specific),2800-2899,TELEPHONE,RD,-,1
04/14/2018,01,Aggravated Assault,13D10,Restaurant or Cafeteria Parking Lot,7300-7399,GILLEN,ST,-,1
04/14/2018,01,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
04/14/2018,22,Theft,13D10,Convenience Store,6100-6199,LONG,DR,-,1
04/14/2018,16,Robbery,13D10,"Hotel, Motel, Inn, Etc.",3300-3399,TELEPHONE,RD,-,1
04/15/2018,11,Theft,13D10,Other Parking Lot,5000-5099,TELEPHONE,RD,-,1
04/15/2018,12,Burglary,13D10,Mobile Home,6200-6299,GRIGGS,RD,-,1
04/15/2018,17,Theft,13D10,Restaurant or Cafeteria Parking Lot,6800-6899,GULF,FWY,-,1
04/16/2018,08,Theft,13D10,Apartment Parking Lot,2400-2499,AUBURNDALE,ST,-,1
04/16/2018,09,Theft,13D10,Hospital,6100-6199,LOOP,-,S,1
04/16/2018,05,Theft,13D10,Apartment,3800-3899,TELEPHONE,RD,-,1
04/16/2018,17,AutoTheft,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
04/17/2018,08,Theft,13D10,Apartment Parking Lot,3000-3099,GOLFCREST,ST,-,1
04/17/2018,04,AutoTheft,13D10,Apartment Parking Lot,6700-6799,LONG,DR,-,1
04/17/2018,21,Theft,13D10,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,WHEELER,ST,-,1
04/18/2018,12,Theft,13D10,Driveway,7700-7799,KINGSLEY,ST,-,1
04/18/2018,12,Theft,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
04/18/2018,21,Theft,13D10,Specialty Store (Non-Specific),700-799,GULFGATE CENTER MALL,-,-,1
04/18/2018,17,Theft,13D10,Car Wash,7300-7399,LONG,DR,-,1
04/19/2018,10,Theft,13D10,Other Parking Lot,4800-4899,GULF,FWY,-,1
04/19/2018,11,Robbery,13D10,Bank or Savings Institution Parking Lot,2800-2899,WOODRIDGE,DR,-,1
04/19/2018,13,Theft,13D10,Apartment Parking Lot,6100-6199,LOOP,-,S,1
04/19/2018,23,Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR,S,1
04/20/2018,12,Theft,13D10,Apartment,3100-3199,PRODUCE ROW,-,-,1
04/20/2018,18,Theft,13D10,Convenience Store,7100-7199,DIXIE,DR,-,1
04/21/2018,08,Theft,13D10,Commercial Parking Lot or Garage,4800-4899,GULF,FWY,-,1
04/21/2018,02,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
04/21/2018,06,Theft,13D10,Service or Gas Station,6100-6199,LONG,DR,-,1
04/21/2018,12,Theft,13D10,Convenience Store,6100-6199,LONG,DR,-,1
04/21/2018,11,Theft,13D10,Specialty Store (Non-Specific),6800-6899,GULF,FWY,-,1
04/21/2018,15,Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR,S,1
04/21/2018,14,Theft,13D10,Residence or House,2200-2299,COLLIER,-,-,1
04/21/2018,23,Theft,13D10,Convenience Store,2400-2499,WAYSIDE,DR,S,1
04/22/2018,00,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
04/23/2018,07,AutoTheft,13D10,"Road, Street, or Sidewalk",4100-4199,ANTOINETTE,ST,-,1
04/23/2018,11,Robbery,13D10,Miscellaneous Business (Non-Specific),4000-4099,TELEPHONE,RD,-,1
04/23/2018,23,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
04/23/2018,22,Theft,13D10,Driveway,3600-3699,SLUMBER,LN,-,1
04/24/2018,09,Theft,13D10,Convenience Store,6100-6199,LONG,DR,-,1
04/24/2018,14,Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR,S,1
04/24/2018,15,AutoTheft,13D10,Grocery Store or Supermarket Parking Lot,3300-3399,TELEPHONE,RD,-,1
04/24/2018,15,Rape,13D10,Residence or House,3100-3199,ROE,DR,-,1
04/24/2018,19,Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR,S,1
04/25/2018,08,AutoTheft,13D10,Apartment Parking Lot,3100-3199,GOLFCREST,ST,-,1
04/26/2018,19,Theft,13D10,Other Parking Lot,5900-5999,LONG,DR,-,1
04/26/2018,16,Theft,13D10,Grocery Store or Supermarket,3100-3199,WOODRIDGE,DR,-,1
04/26/2018,11,Theft,13D10,"Other, Unknown, or Not Listed",6800-6899,LOOP,-,S,1
04/27/2018,06,AutoTheft,13D10,Apartment Parking Lot,2900-2999,PLUM CREEK,LN,-,1
04/27/2018,09,Theft,13D10,Apartment Parking Lot,2700-2799,BEATTY,ST,-,1
04/28/2018,14,Aggravated Assault,13D10,Residence or House,2200-2299,DES JARDINES,ST,-,1
04/28/2018,13,Burglary,13D10,"Furniture, Appliances, Radios, TV Store",2700-2799,TELEPHONE,RD,-,1
04/28/2018,01,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
04/28/2018,07,AutoTheft,13D10,Driveway,2000-2099,JEAN,-,-,1
04/29/2018,21,Theft,13D10,Apartment,100-199,WINKLER,DR,-,1
04/29/2018,20,Aggravated Assault,13D10,Apartment Parking Lot,2800-2899,BROAD,ST,-,1
04/29/2018,17,Theft,13D10,Grocery Store or Supermarket Parking Lot,3100-3199,WOODRIDGE,DR,-,1
04/29/2018,01,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
04/29/2018,06,Theft,13D10,Apartment Parking Lot,3800-3899,TELEPHONE,RD,-,1
04/30/2018,16,Theft,13D10,"Parks and Recreation, Zoo, Swimming Pool",3000-3099,WAYSIDE,DR,S,1
04/30/2018,07,AutoTheft,13D10,Commercial Parking Lot or Garage,5800-5899,NORTHDALE,ST,-,1
04/30/2018,07,Theft,13D10,"Other, Unknown, or Not Listed",2700-2799,BROAD,ST,-,1
04/30/2018,09,AutoTheft,13D10,Strip Business Center Parking Lot,6100-6199,LOOP,-,S,1
04/30/2018,11,Theft,13D10,Residence or House,6100-6199,WILLOW DALE,ST,-,1
03/04/2018,12,Aggravated Assault,13D20,Residence or House,6200-6299,BELMARK,ST,-,1
04/01/2018,01,AutoTheft,13D20,Commercial Parking Lot or Garage,7900-7999,AIRPORT,BLVD,-,1
04/01/2018,01,Aggravated Assault,13D20,Apartment,7300-7399,LINDENCREST,ST,-,1
04/01/2018,09,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY,ST,-,1
04/01/2018,08,AutoTheft,13D20,Apartment Parking Lot,7700-7799,PARK PLACE,BLVD,-,1
04/01/2018,08,AutoTheft,13D20,Apartment Parking Lot,8400-8499,BROADWAY,ST,-,1
04/01/2018,08,Theft,13D20,Residence or House,7900-7999,MORLEY,ST,-,1
04/01/2018,07,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
04/01/2018,23,Theft,13D20,Other Parking Lot,6700-6799,BELLFORT,ST,-,1
04/02/2018,00,Aggravated Assault,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
04/02/2018,09,Theft,13D20,Driveway,7500-7599,DROUET,ST,-,1
04/02/2018,20,Robbery,13D20,Grocery Store or Supermarket Parking Lot,8300-8399,BROADWAY,ST,-,1
04/03/2018,23,Aggravated Assault,13D20,Residence or House,5900-5999,BERNICE,ST,-,1
04/03/2018,18,AutoTheft,13D20,Hotel or Motel Parking Lot,8100-8199,GULF,FWY,-,1
04/03/2018,08,Theft,13D20,Apartment Parking Lot,8800-8899,BROADWAY,ST,-,1
04/03/2018,15,Burglary,13D20,Apartment,7900-7999,MORLEY,ST,-,1
04/04/2018,19,Theft,13D20,Driveway,7900-7999,GLENVISTA,ST,-,1
04/05/2018,01,Theft,13D20,Residence or House,6800-6899,CHERRYDALE,DR,-,1
04/05/2018,11,Theft,13D20,Commercial Parking Lot or Garage,7700-7799,AIRPORT,BLVD,-,1
04/05/2018,10,Theft,13D20,Convenience Store Parking Lot,6900-6999,FAUNA,ST,-,1
04/05/2018,16,Aggravated Assault,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
04/05/2018,15,Theft,13D20,Residence or House,7000-7099,ROOK,RD,-,1
04/05/2018,15,Theft,13D20,"Road, Street, or Sidewalk",6700-6799,TELEPHONE,RD,-,1
04/05/2018,13,Theft,13D20,Commercial Parking Lot or Garage,7700-7799,AIRPORT,BLVD,-,1
04/05/2018,18,Aggravated Assault,13D20,Service or Gas Station,8400-8499,GULF,FWY,-,1
04/06/2018,20,Aggravated Assault,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
04/06/2018,20,Robbery,13D20,Apartment Parking Lot,8400-8499,BROADWAY,ST,-,1
04/06/2018,16,Theft,13D20,Other Parking Lot,8500-8599,GULF,FWY,-,1
04/07/2018,03,Theft,13D20,Apartment,7900-7999,MORLEY,ST,-,1
04/07/2018,03,Aggravated Assault,13D20,Service or Gas Station,7100-7199,BELLFORT,ST,-,1
04/07/2018,17,Robbery,13D20,Other Parking Lot,6200-6299,NORTHDALE,ST,-,1
04/07/2018,10,Theft,13D20,Strip Business Center Parking Lot,8200-8299,BROADWAY,ST,-,1
04/07/2018,09,Theft,13D20,Rental Storage Facility,8600-8699,GLENVISTA,ST,-,1
04/08/2018,06,Theft,13D20,Grocery Store or Supermarket,8300-8399,BROADWAY,ST,-,1
04/08/2018,09,Theft,13D20,Apartment Parking Lot,8800-8899,BROADWAY,ST,-,1
04/08/2018,10,AutoTheft,13D20,Apartment Parking Lot,7500-7599,BROADWAY,ST,-,1
04/08/2018,11,Theft,13D20,"Hotel, Motel, Inn, Etc.",7700-7799,AIRPORT,BLVD,-,1
04/08/2018,21,Robbery,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
04/09/2018,06,Aggravated Assault,13D20,Driveway,5900-5999,LEDBETTER,ST,-,1
04/09/2018,09,Aggravated Assault,13D20,Residence or House,6500-6599,FLAMINGO,DR,-,1
04/10/2018,22,Theft,13D20,Service or Gas Station,6600-6699,TELEPHONE,RD,-,1
04/10/2018,09,AutoTheft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY,RD,-,1
04/10/2018,11,AutoTheft,13D20,Apartment Parking Lot,8500-8599,GULF,FWY,-,2
04/10/2018,04,Theft,13D20,Residence or House,8900-8999,BROADWAY,ST,-,1
04/11/2018,10,Burglary,13D20,"Vacant Storage Fac (Barn,Garage,Warehouse)",6900-6999,ROOK,RD,-,1
04/11/2018,22,Aggravated Assault,13D20,Apartment,8900-8999,GLENCREST,ST,-,1
04/11/2018,15,Theft,13D20,Strip Business Center Parking Lot,7100-7199,BELLFORT,ST,-,1
04/11/2018,19,Theft,13D20,"Road, Street, or Sidewalk",7900-7999,MORLEY,ST,-,1
04/11/2018,22,Robbery,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
04/12/2018,01,Aggravated Assault,13D20,Residence or House,8500-8599,BROADWAY,ST,-,2
04/12/2018,07,AutoTheft,13D20,Apartment Parking Lot,8800-8899,BROADWAY,ST,-,1
04/12/2018,17,Theft,13D20,Service or Gas Station,7900-7999,PARK PLACE,BLVD,-,1
04/13/2018,10,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY,ST,-,1
04/13/2018,08,Theft,13D20,Apartment Parking Lot,7500-7599,DROUET,ST,-,1
04/13/2018,06,Burglary,13D20,Convenience Store,7900-7999,BELLFORT,ST,-,1
04/13/2018,04,Aggravated Assault,13D20,Residence or House,6500-6599,RIDGEWAY,DR,-,1
04/13/2018,05,Robbery,13D20,Apartment,8500-8599,BROADWAY,ST,-,1
04/13/2018,11,Theft,13D20,Apartment Parking Lot,7600-7699,GRAHAMCREST,ST,-,1
04/13/2018,15,Theft,13D20,"Road, Street, or Sidewalk",6500-6599,HOGUE,ST,-,1
04/13/2018,17,Theft,13D20,Restaurant or Cafeteria Parking Lot,8300-8399,BROADWAY,ST,-,1
04/13/2018,18,Burglary,13D20,Residence or House,6700-6799,GLEN ROCK,DR,-,1
04/14/2018,03,Theft,13D20,Driveway,8300-8399,DOVER,ST,-,1
04/14/2018,09,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST,ST,-,1
04/14/2018,07,Theft,13D20,Apartment,7600-7699,PECAN VILLAS,DR,-,1
04/14/2018,22,Burglary,13D20,Apartment,8500-8599,BROADWAY,ST,-,1
04/15/2018,03,Theft,13D20,Hotel or Motel Parking Lot,9100-9199,GULF,FWY,-,1
04/15/2018,08,AutoTheft,13D20,Driveway,7100-7199,DIXIE,DR,-,1
04/15/2018,10,Burglary,13D20,Barber And Beauty Shops,8400-8499,GULF,FWY,-,1
04/15/2018,11,Theft,13D20,Hotel or Motel Parking Lot,9100-9199,GULF,FWY,-,1
04/15/2018,10,Theft,13D20,Residence or House,6200-6299,BELMARK,ST,-,1
04/15/2018,08,Burglary,13D20,Restaurant or Cafeteria,7000-7099,MONROE,RD,-,1
04/15/2018,17,Theft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY,RD,-,1
04/15/2018,11,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
04/15/2018,19,Burglary,13D20,Residence or House,6300-6399,BELARBOR,ST,-,1
04/16/2018,09,AutoTheft,13D20,Residence or House,6800-6899,RIDGEWAY,DR,-,1
04/16/2018,12,Burglary,13D20,Apartment,7500-7599,DROUET,ST,-,1
04/16/2018,11,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
04/17/2018,01,Theft,13D20,Driveway,7700-7799,GLENBRAE,ST,-,1
04/17/2018,10,Rape,13D20,Apartment,4000-4099,BROADWAY,ST,-,1
04/17/2018,13,Aggravated Assault,13D20,"Other, Unknown, or Not Listed",8200-8299,LEONORA,-,-,1
04/17/2018,15,Theft,13D20,Restaurant or Cafeteria Parking Lot,7900-7999,MOSLEY,RD,-,1
04/17/2018,14,Burglary,13D20,Residence or House,6800-6899,FLAMINGO,DR,-,1
04/18/2018,09,Robbery,13D20,Drug Store or Medical Supply,8300-8399,BROADWAY,ST,-,1
04/18/2018,10,Theft,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
04/18/2018,06,Theft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY,RD,-,1
04/18/2018,23,Rape,13D20,Residence or House,7400-7499,SANTA FE,DR,S,1
04/19/2018,08,Theft,13D20,Residence or House,7000-7099,ASHBURN,ST,-,1
04/19/2018,07,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
04/19/2018,23,Burglary,13D20,Apartment,8800-8899,BROADWAY,ST,-,1
04/19/2018,23,Robbery,13D20,Apartment Parking Lot,8800-8899,GLENCREST,ST,-,1
04/19/2018,21,Robbery,13D20,Residence or House,6500-6599,NUNN,ST,-,1
04/19/2018,19,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
04/19/2018,17,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY,ST,-,1
04/20/2018,12,Theft,13D20,Apartment,7000-7099,BELLFORT,ST,-,1
04/20/2018,13,Aggravated Assault,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
04/20/2018,09,Burglary,13D20,"Vacant Other Residential (Apartment,Dorms)",8400-8499,BROADWAY,ST,-,1
04/21/2018,09,AutoTheft,13D20,Driveway,6800-6899,RIDGEWAY,DR,-,1
04/21/2018,12,Theft,13D20,Department or Discount Store,6200-6299,TELEPHONE,RD,-,1
04/21/2018,07,Burglary,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,AIRPORT,BLVD,-,1
04/21/2018,08,Theft,13D20,Driveway,8100-8199,GLEN VALLEY,DR,-,1
04/21/2018,08,Robbery,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
04/21/2018,09,Theft,13D20,Driveway,8100-8199,GLEN VALLEY,DR,-,1
04/21/2018,15,Theft,13D20,Driveway,7900-7999,MONTGLEN,-,-,1
04/22/2018,13,Aggravated Assault,13D20,Residence or House,7100-7199,HERON,DR,-,1
