Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
03/08/2018,23,Theft,13D10,Service or Gas Station,7000-7099,LOOP,-,S,1
03/09/2018,14,Theft,13D10,Service or Gas Station,7800-7899,BALTIMORE STREET,-,-,1
03/09/2018,07,Burglary,13D10,Restaurant or Cafeteria,7900-7999,GLENVIEW,DR,-,1
03/09/2018,21,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
03/09/2018,20,Robbery,13D10,Strip Business Center Parking Lot,3200-3299,TELEPHONE RD,RD,-,1
03/10/2018,10,AutoTheft,13D10,Other Parking Lot,5600-5699,BROOM ST STE B,-,-,1
03/10/2018,10,Theft,13D10,Miscellaneous Business (Non-Specific),7300-7399,MCHENRY,ST,-,1
03/10/2018,16,Aggravated Assault,13D10,Apartment Parking Lot,7100-7199,VILLAGE,WAY,-,1
03/10/2018,23,Theft,13D10,"Road, Street, or Sidewalk",4800-4899,KNOTTY OAKS TRL.,-,-,1
03/11/2018,00,Robbery,13D10,Bar or Night Club Parking Lot,7300-7399,LA PASEO,-,-,1
03/11/2018,15,Robbery,13D10,Apartment,8400-8499,PARK PLACE,-,-,1
03/12/2018,16,Theft,13D10,Mall Parking Lot,4700-4799,KIPPER,CIR,-,1
03/12/2018,17,Theft,13D10,"Road, Street, or Sidewalk",4600-4699,GULFCREST,ST,-,1
03/12/2018,12,Theft,13D10,Apartment,UNK,REGENCY,LN,-,1
03/12/2018,09,Aggravated Assault,13D10,Residence or House,2200-2299,COLLIER,-,-,1
03/13/2018,23,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
03/14/2018,05,Theft,13D10,Service or Gas Station,6100-6199,LONG,DR,-,1
03/14/2018,10,AutoTheft,13D10,Other Parking Lot,1000-1099,GULFGATE CENTER MALL,-,-,1
03/15/2018,00,Aggravated Assault,13D10,Apartment,6600-6699,FAIRWAY DR,-,-,1
03/15/2018,17,Theft,13D10,Other Parking Lot,2500-2599,BROAD,ST,-,1
03/16/2018,11,Robbery,13D10,Driveway,2900-2999,WOODRIDGE DR,-,-,1
03/16/2018,17,Robbery,13D10,Miscellaneous Business (Non-Specific),5900-5999,BELARBOR,ST,-,1
03/16/2018,14,Theft,13D10,Restaurant or Cafeteria Parking Lot,2000-2099,SENS,RD,-,1
03/17/2018,00,Robbery,13D10,Apartment Parking Lot,100-199,P O BOX 230884,-,-,1
03/17/2018,18,Theft,13D10,Apartment,7300-7399,FAIRWAY DR,-,-,1
03/17/2018,16,Theft,13D10,"Road, Street, or Sidewalk",7000-7099,WINFREE DR,-,-,1
03/18/2018,10,Robbery,13D10,"Road, Street, or Sidewalk",4000-4099,SUE ELLEN,-,-,1
03/18/2018,11,AutoTheft,13D10,Driveway,5600-5699,TUCKER ST,ST,-,1
03/19/2018,17,Theft,13D10,Residence or House,2500-2599,OAKCLIFF ST,ST,-,1
03/19/2018,17,AutoTheft,13D10,Driveway,3700-3799,LANDA LN,-,-,1
03/19/2018,13,Aggravated Assault,13D10,"Other, Unknown, or Not Listed",3400-3499,WOODRIDGE DR,-,-,1
03/19/2018,12,Theft,13D10,Clothing Store,500-599,GULFGATE CENTER MALL,-,-,1
03/20/2018,02,Robbery,13D10,Restaurant or Cafeteria,7000-7099,GULF,FWY,-,1
03/20/2018,09,Theft,13D10,Miscellaneous Business (Non-Specific),4000-4099,BROADWAY,ST,-,1
03/21/2018,18,Theft,13D10,Bus Station,3200-3299,TELEPHONE RD,RD,-,1
03/21/2018,17,AutoTheft,13D10,Strip Business Center Parking Lot,6800-6899,GULF FWY OB,-,-,1
03/21/2018,14,Theft,13D10,Bank or Savings Institution Parking Lot,2800-2899,WOODRIDGE DR,-,-,1
03/22/2018,00,Robbery,13D10,"Road, Street, or Sidewalk",2400-2499,BEATTY ST,ST,-,1
03/22/2018,08,AutoTheft,13D10,Apartment Parking Lot,3800-3899,WESLOW APT 19,-,-,1
03/22/2018,20,Robbery,13D10,"Road, Street, or Sidewalk",4100-4199,P.O. BOX 266425,-,-,1
03/23/2018,06,AutoTheft,13D10,Miscellaneous Business (Non-Specific),8600-8699,HOWARD,RD,-,1
03/23/2018,00,Aggravated Assault,13D10,Apartment,6100-6199,S LOOP E,-,-,1
03/23/2018,08,Theft,13D10,Strip Business Center Parking Lot,1000-1099,CURTIS AVE APT 1203,-,-,1
03/23/2018,09,Theft,13D10,"Road, Street, or Sidewalk",4700-4799,TELEPHONE RD,RD,-,1
03/23/2018,16,AutoTheft,13D10,Other Parking Lot,5200-5299,TELEPHONE,RD,-,1
03/23/2018,16,Theft,13D10,"Laundry, Dry Cleaners, Washaterias",6200-6299,GRIGGS RD,RD,-,1
03/23/2018,10,AutoTheft,13D10,Restaurant or Cafeteria Parking Lot,2100-2199,8TH,ST,-,1
03/23/2018,19,Burglary,13D10,Residence or House,6100-6199,BROOKLEA STREET,-,-,1
03/23/2018,20,AutoTheft,13D10,Driveway,2200-2299,COLLIER,-,-,1
03/23/2018,19,Aggravated Assault,13D10,Highway or Freeway,7000-7099,S LOOP E,-,-,2
03/24/2018,07,Burglary,13D10,Office Building,4800-4899,WICKVIEW,LN,-,1
03/24/2018,22,Theft,13D10,Service or Gas Station,2600-2699,BEATTY ST APT 238,-,-,1
03/25/2018,12,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
03/26/2018,17,AutoTheft,13D10,Apartment Parking Lot,1600-1699,SPENCER,HWY,-,1
03/26/2018,12,Robbery,13D10,Service or Gas Station,13100-13199,BELLFORT,AVE,W,1
03/26/2018,10,Theft,13D10,Miscellaneous Business (Non-Specific),5700-5799,NORTHDALE,ST,-,1
03/26/2018,07,AutoTheft,13D10,Apartment Parking Lot,1700-1799,ODAY ROAD,-,-,1
03/27/2018,20,AutoTheft,13D10,Bus Station,2400-2499,S WAYSIDE DR,-,-,1
03/27/2018,08,AutoTheft,13D10,Apartment Parking Lot,12800-12899,CR 1344,-,-,1
03/27/2018,07,Theft,13D10,Commercial Parking Lot or Garage,4000-4099,BROAD ST,ST,-,1
03/27/2018,22,AutoTheft,13D10,Strip Business Center Parking Lot,3700-3799,PINE GLEN,CT,-,1
03/27/2018,16,Theft,13D10,Body Shop,6600-6699,LONG,DR,-,1
03/28/2018,10,Theft,13D10,Grocery Store or Supermarket,4100-4199,TELEPHONE,RD,-,1
03/29/2018,21,Aggravated Assault,13D10,"Road, Street, or Sidewalk",5900-5999,BROCK ST,ST,-,1
03/29/2018,07,AutoTheft,13D10,Driveway,3100-3199,CHAFFIN ST,ST,-,1
03/29/2018,09,Burglary,13D10,"Vacant Storage Fac (Barn,Garage,Warehouse)",7100-7199,EDNA,ST,-,1
03/29/2018,16,Burglary,13D10,Residence or House,4900-4999,GULF FWY OB,-,-,1
03/29/2018,13,Theft,13D10,"Other, Unknown, or Not Listed",7300-7399,LONG,DR,-,1
03/30/2018,03,Aggravated Assault,13D10,Residence or House,7000-7099,HERON,DR,-,1
03/30/2018,12,Theft,13D10,Auto Repair,5200-5299,TELEPHONE,RD,-,1
03/31/2018,00,Aggravated Assault,13D10,Residence or House,10900-10999,BAZIN,ST,-,1
03/31/2018,17,Theft,13D10,Department or Discount Store,4100-4199,TELEPHONE,RD,-,1
03/31/2018,06,Theft,13D10,Service or Gas Station,7000-7099,LOOP,-,S,1
03/31/2018,07,Aggravated Assault,13D10,Other Parking Lot,7600-7699,PARK PLACE BLVD,BLVD,-,1
03/01/2018,08,AutoTheft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/01/2018,08,Burglary,13D20,Miscellaneous Business (Non-Specific),8100-8199,GULF,FWY,-,1
03/01/2018,08,Theft,13D20,Hotel or Motel Parking Lot,8100-8199,GULF FWY OB,-,-,1
03/01/2018,06,Theft,13D20,Driveway,8400-8499,DOVER ST,ST,-,1
03/01/2018,07,Theft,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST,-,1
03/01/2018,07,Theft,13D20,Nursing Home,7500-7599,STANWICK DR,-,-,1
03/01/2018,17,Theft,13D20,Miscellaneous Business (Non-Specific),7900-7999,BELLFORT ST,ST,-,1
03/01/2018,20,Aggravated Assault,13D20,Residence or House,7100-7199,ROOK RD,RD,-,1
03/01/2018,21,Aggravated Assault,13D20,Residence or House,6800-6899,AIRPORT,BLVD,-,2
03/01/2018,15,Theft,13D20,Convenience Store,7500-7599,BELLFORT,ST,-,1
03/01/2018,13,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/01/2018,13,Theft,13D20,"Factory, Manufacturing, or Industrial",7400-7499,STATION,DR,-,1
03/01/2018,12,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST,-,1
03/02/2018,21,Aggravated Assault,13D20,Residence or House,6700-6799,RIDGEWAY DR,-,-,1
03/02/2018,17,Burglary,13D20,Residence or House,2100-2199,HOLLY HALL APT 4203,-,-,1
03/02/2018,13,Rape,13D20,Residence or House,2900-2999,BROADWAY,ST,-,1
03/02/2018,10,Theft,13D20,Apartment,8800-8899,GULF,FWY,-,1
03/02/2018,09,Theft,13D20,Driveway,8500-8599,GLENHEATH ST,ST,-,1
03/03/2018,01,Theft,13D20,Other Parking Lot,9200-9299,GULF FWY OB,-,-,1
03/03/2018,06,AutoTheft,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST,-,1
03/03/2018,12,Burglary,13D20,Apartment,8500-8599,BROADWAY ST,ST,-,1
03/03/2018,09,Robbery,13D20,Driveway,7100-7199,EVANS ST,ST,-,1
03/03/2018,08,Aggravated Assault,13D20,Apartment,7900-7999,LEONORA,-,-,1
03/03/2018,08,Theft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD,-,1
03/03/2018,17,Theft,13D20,Other Parking Lot,6700-6799,S HAYWOOD DR,-,-,1
03/03/2018,22,Aggravated Assault,13D20,Residence or House,7800-7899,DETROIT,-,-,1
03/04/2018,05,Burglary,13D20,Miscellaneous Business (Non-Specific),7000-7099,MONROE,RD,-,1
03/04/2018,13,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/04/2018,19,AutoTheft,13D20,Apartment Parking Lot,8200-8299,BROADWAY ST,ST,-,1
03/04/2018,20,Aggravated Assault,13D20,Service or Gas Station,8800-8899,BROADWAY ST,ST,-,1
03/05/2018,02,Aggravated Assault,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
03/05/2018,08,Theft,13D20,Apartment Parking Lot,300-399,27TH,ST,W,1
03/05/2018,08,Theft,13D20,Other Parking Lot,6400-6499,TELEPHONE RD,RD,-,1
03/05/2018,09,Theft,13D20,Drug Store or Medical Supply,8300-8399,BROADWAY,ST,-,1
03/05/2018,12,Theft,13D20,Other Parking Lot,8500-8599,GULF,FWY,-,1
03/05/2018,14,Aggravated Assault,13D20,Highway or Freeway,9000-9099,S IH 45 FWY OB,-,-,1
03/05/2018,19,Theft,13D20,Convenience Store,700-799,FM 1959 ROAD,-,-,1
03/06/2018,03,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/06/2018,00,Theft,13D20,Bar or Night Club Parking Lot,5000-5099,BRISCOE,ST,-,1
03/06/2018,11,Burglary,13D20,Restaurant or Cafeteria,7500-7599,BELLFORT,ST,-,1
03/06/2018,06,Burglary,13D20,Restaurant or Cafeteria,7500-7599,BELLFORT,ST,-,1
03/06/2018,08,AutoTheft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/06/2018,22,Burglary,13D20,Apartment,8500-8599,BROADWAY ST,ST,-,1
03/06/2018,14,Theft,13D20,"Other, Unknown, or Not Listed",8700-8799,BROADWAY ST,ST,-,1
03/07/2018,12,Theft,13D20,Department or Discount Store,6200-6299,TELEPHONE,RD,-,1
03/07/2018,20,Robbery,13D20,Apartment,8700-8799,BROADWAY ST,ST,-,1
03/07/2018,16,Theft,13D20,Convenience Store,6600-6699,TELEPHONE,RD,-,1
03/09/2018,07,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST,-,1
03/09/2018,09,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST,-,2
03/09/2018,10,Theft,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
03/09/2018,00,Aggravated Assault,13D20,Apartment,8200-8299,BROADWAY ST,ST,-,1
03/09/2018,16,Robbery,13D20,Residence or House,6100-6199,EDINBURG ST,ST,-,1
03/09/2018,17,Theft,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST APT 157,-,-,1
03/09/2018,22,Aggravated Assault,13D20,Apartment,8500-8599,BROADWAY ST,ST,-,1
03/10/2018,01,Aggravated Assault,13D20,"Road, Street, or Sidewalk",16200-16299,BECK RIDGE,DR,-,1
03/10/2018,01,AutoTheft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD,-,1
03/10/2018,03,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/10/2018,17,Theft,13D20,"Laundry, Dry Cleaners, Washaterias",7800-7899,BELLFORT ST,ST,-,1
03/10/2018,10,AutoTheft,13D20,Hotel or Motel Parking Lot,8200-8299,GULF FWY OB,-,-,1
03/10/2018,10,Robbery,13D20,Driveway,7900-7999,BELLFORT,ST,-,1
03/10/2018,23,Theft,13D20,Apartment,6000-6099,HOGUE,-,-,1
03/11/2018,11,AutoTheft,13D20,Apartment Parking Lot,900-999,MCKINNEY,ST,-,1
03/11/2018,09,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST,-,1
03/11/2018,23,Aggravated Assault,13D20,Residence or House,6700-6799,RIDGEWAY,-,-,1
03/12/2018,00,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/12/2018,10,Burglary,13D20,Residence or House,7900-7999,GLENHEATH,ST,-,1
03/12/2018,09,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/12/2018,06,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/12/2018,20,Burglary,13D20,Rental Storage Facility,9300-9399,GULF,FWY,-,1
03/13/2018,22,Robbery,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/13/2018,21,Robbery,13D20,Convenience Store Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/13/2018,20,Robbery,13D20,Apartment,8700-8799,BROADWAY ST,ST,-,1
03/13/2018,20,Robbery,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST,-,1
03/13/2018,20,Robbery,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/13/2018,20,Robbery,13D20,"Road, Street, or Sidewalk",8500-8599,BROADWAY ST,ST,-,1
03/13/2018,11,Theft,13D20,Commercial Parking Lot or Garage,6700-6799,S HAYWOOD DR,-,-,1
03/13/2018,08,AutoTheft,13D20,Vehicle/Auto Sales/Lease/Auto Parts Store,7900-7999,AIRPORT,BLVD,-,1
03/13/2018,09,Theft,13D20,Driveway,6200-6299,NUNN ST,ST,-,1
03/14/2018,02,Burglary,13D20,Department or Discount Store,8400-8499,FOUNTAIN,ST,-,1
03/14/2018,06,AutoTheft,13D20,"Road, Street, or Sidewalk",1400-1499,LEADENHALL,CIR,-,1
03/14/2018,04,Theft,13D20,"Road, Street, or Sidewalk",7500-7599,WILMERDEAN,ST,-,1
03/14/2018,20,Robbery,13D20,Restaurant or Cafeteria Parking Lot,6100-6199,TELEPHONE,RD,-,1
03/14/2018,12,Theft,13D20,Other Parking Lot,6400-6499,WINFREE,DR,-,1
03/14/2018,16,Theft,13D20,Strip Business Center Parking Lot,7800-7899,ROCKHILL,-,-,1
03/14/2018,17,Theft,13D20,Miscellaneous Business (Non-Specific),5100-5199,KENILWOOD,-,-,1
03/14/2018,17,Theft,13D20,"Other, Unknown, or Not Listed",8700-8799,DOVER ST,ST,-,1
03/15/2018,08,Theft,13D20,"Road, Street, or Sidewalk",6300-6399,TELEPHONE RD,RD,-,1
03/15/2018,17,Theft,13D20,Residence or House,4800-4899,MARIETTA LANE,-,-,1
03/15/2018,18,Theft,13D20,"Road, Street, or Sidewalk",9500-9599,AVENUE K,-,E,1
03/15/2018,12,Burglary,13D20,Apartment,8900-8999,BROADWAY ST,ST,-,1
03/15/2018,12,Burglary,13D20,Apartment,8900-8999,BROADWAY ST APT 10107,-,-,1
03/16/2018,08,Burglary,13D20,Apartment,8900-8999,GLENCREST ST,ST,-,1
03/16/2018,08,AutoTheft,13D20,Driveway,7300-7399,MONROE RD,RD,-,1
03/16/2018,12,Theft,13D20,Residence or House,7000-7099,MONROE RD,RD,-,1
03/16/2018,19,Robbery,13D20,Commercial Parking Lot or Garage,8200-8299,BROADWAY ST,ST,-,1
03/17/2018,05,AutoTheft,13D20,Restaurant or Cafeteria Parking Lot,7900-7999,MOSLEY RD,RD,-,1
03/17/2018,12,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
03/18/2018,10,Robbery,13D20,"Road, Street, or Sidewalk",7700-7799,DIXIE DR,-,-,1
03/18/2018,11,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,GULF FWY OB,-,-,1
03/18/2018,12,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/18/2018,07,Theft,13D20,Apartment,8800-8899,BROADWAY ST,ST,-,1
03/18/2018,03,Robbery,13D20,Bar or Night Club Parking Lot,6900-6999,DIXIE DR,-,-,1
03/18/2018,19,Robbery,13D20,"Electronics Store, Electrical Supplies",6300-6399,TELEPHONE,RD,-,1
03/19/2018,05,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/19/2018,12,Theft,13D20,Department or Discount Store,8200-8299,BROADWAY,ST,-,1
03/19/2018,11,Burglary,13D20,Apartment,8600-8699,BROADWAY ST,ST,-,1
03/19/2018,09,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/19/2018,20,Theft,13D20,Apartment Parking Lot,7700-7799,BELLFORT ST,ST,-,1
03/19/2018,20,Theft,13D20,Hotel or Motel Parking Lot,3500-3599,SOUTH DOWN,DR,-,1
03/20/2018,00,Burglary,13D20,Apartment,8800-8899,GLENCREST,ST,-,1
03/20/2018,09,Theft,13D20,Apartment,8900-8999,BROADWAY ST,ST,-,1
03/20/2018,10,Theft,13D20,Apartment Parking Lot,8900-8999,BROADWAY ST,ST,-,1
03/20/2018,11,Theft,13D20,Apartment Parking Lot,8900-8999,BROADWAY ST,ST,-,1
03/20/2018,18,Aggravated Assault,13D20,Apartment Parking Lot,8400-8499,BROADWAY ST,ST,-,1
03/21/2018,11,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/21/2018,16,Theft,13D20,Service or Gas Station,6900-6999,BELLFORT ST,ST,-,1
03/21/2018,06,AutoTheft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
03/21/2018,00,Robbery,13D20,Apartment Parking Lot,8700-8799,BROADWAY ST,ST,-,1
03/21/2018,08,Theft,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST,-,1
03/22/2018,08,Burglary,13D20,Restaurant or Cafeteria,6100-6199,TELEPHONE,RD,-,1
03/22/2018,08,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/22/2018,09,Burglary,13D20,Apartment,7900-7999,MORLEY ST,ST,-,1
03/22/2018,09,Burglary,13D20,"Hotel, Motel, Inn, Etc.",8200-8299,GULF FWY OB,-,-,1
03/22/2018,09,Theft,13D20,Commercial Parking Lot or Garage,8500-8599,GULF FWY OB,-,-,1
03/22/2018,10,Rape,13D20,"Hotel, Motel, Inn, Etc.",8900-8999,GULF FWY OB,-,-,1
03/22/2018,02,Robbery,13D20,Apartment,8400-8499,BROADWAY ST APT 6,-,-,1
03/22/2018,14,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
03/22/2018,17,Aggravated Assault,13D20,Residence or House,13000-13099,CHERTON COURT,-,-,1
03/23/2018,23,Aggravated Assault,13D20,Apartment,7300-7399,LINDENCREST,ST,-,1
03/23/2018,20,Theft,13D20,Service or Gas Station,7900-7999,PARK PLACE,BLVD,-,1
03/23/2018,10,Theft,13D20,Driveway,8100-8199,DE LEON,-,-,1
03/23/2018,14,Theft,13D20,Apartment Parking Lot,6400-6499,BELLFORT ST,ST,-,1
03/23/2018,17,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/23/2018,09,Theft,13D20,"Road, Street, or Sidewalk",2300-2399,TEXAS,AVE,-,1
03/24/2018,07,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY ST,ST,-,1
03/24/2018,00,Aggravated Assault,13D20,Residence or House,7900-7999,GLENSCOTT,-,-,1
03/24/2018,08,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/24/2018,11,Burglary,13D20,Apartment,8900-8999,GLENCREST ST,ST,-,1
03/24/2018,12,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/25/2018,20,Robbery,13D20,Restaurant or Cafeteria,7000-7099,MONROE,RD,-,1
03/25/2018,15,Theft,13D20,Apartment Parking Lot,7600-7699,BELLFORT,AVE,-,1
03/26/2018,12,Aggravated Assault,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST,-,1
03/26/2018,17,Rape,13D20,Residence or House,14500-14599,LEACREST,ST,-,1
03/26/2018,18,Rape,13D20,Apartment,7500-7599,ELM,ST,-,1
03/27/2018,06,Theft,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST,-,1
03/27/2018,12,Theft,13D20,"Other, Unknown, or Not Listed",8500-8599,BROADWAY,ST,-,1
03/27/2018,11,Theft,13D20,Residence or House,6500-6599,HERON DR,-,-,1
03/27/2018,15,Aggravated Assault,13D20,"Road, Street, or Sidewalk",8600-8699,BROADWAY,ST,-,2
03/27/2018,14,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/27/2018,14,Theft,13D20,Service or Gas Station,8500-8599,GULF FWY OB,-,-,1
03/28/2018,10,Theft,13D20,Driveway,UNK,BROADWAY ST / BELLFORT ST,ST,-,1
03/28/2018,09,Theft,13D20,Residence or House,7600-7699,HEREFORD,RD,-,1
03/28/2018,12,Robbery,13D20,Apartment Parking Lot,7900-7999,MORLEY ST,ST,-,1
03/28/2018,11,AutoTheft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST,-,1
03/28/2018,11,Theft,13D20,"Other, Unknown, or Not Listed",6100-6199,CHAFFIN ST,ST,-,1
03/28/2018,04,Burglary,13D20,Department or Discount Store,700-799,LEAMINGTON STREET,-,-,1
03/28/2018,18,AutoTheft,13D20,"Other, Unknown, or Not Listed",7900-7999,BELLFORT ST,ST,-,1
03/29/2018,17,Theft,13D20,Apartment Parking Lot,8100-8199,STONE STREET,-,-,1
03/29/2018,19,Rape,13D20,Residence or House,7900-7999,GLENHEATH ST,ST,-,1
03/29/2018,09,AutoTheft,13D20,Driveway,4000-4099,DE LEON ST,ST,-,1
03/29/2018,08,Theft,13D20,Apartment Parking Lot,8800-8899,BROADWAY ST,ST,-,1
03/29/2018,07,Theft,13D20,Apartment Parking Lot,8800-8899,BROADWAY ST,ST,-,1
03/29/2018,01,Theft,13D20,"Hotel, Motel, Inn, Etc.",8100-8199,AIRPORT,BLVD,-,1
03/30/2018,20,Aggravated Assault,13D20,Residence or House,8600-8699,MORLEY,ST,-,1
03/30/2018,20,Burglary,13D20,Apartment,7900-7999,MORLEY ST APT,-,-,1
03/30/2018,15,Theft,13D20,Other Parking Lot,7900-7999,BELLFORT ST,ST,-,1
03/31/2018,12,Aggravated Assault,13D20,Apartment,5900-5999,SELINSKY 213,-,-,2
03/31/2018,15,Murder,13D20,Residence or House,7300-7399,NORTH MILITARY TRAIL,-,-,1
03/31/2018,17,Theft,13D20,"Laundry, Dry Cleaners, Washaterias",7800-7899,BELLFORT ST,ST,-,1
03/31/2018,17,Burglary,13D20,Apartment,8800-8899,BROADWAY ST,ST,-,1
03/01/2018,09,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,17300-17399,PINE CUT,-,-,1
03/04/2018,07,Theft,13D30,Convenience Store,8700-8799,TELEPHONE,RD,-,1
03/07/2018,10,Burglary,13D30,Warehouse,8200-8299,TEWANTIN,-,-,1
03/09/2018,13,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,800-899,BRISBANE,ST,-,1
03/09/2018,15,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,3900-3999,IRVINGTON,BLVD,-,1
03/12/2018,12,Aggravated Assault,13D30,"Road, Street, or Sidewalk",9600-9699,TELEPHONE RD,RD,-,1
03/19/2018,17,Theft,13D30,Service or Gas Station,9700-9799,TELEPHONE,RD,-,1
03/21/2018,14,Theft,13D30,Airport Terminal,7600-7699,AIRPORT BLVD,BLVD,-,1
03/23/2018,14,Theft,13D30,Commercial Parking Lot or Garage,8200-8299,KOPMAN DR,-,-,1
03/23/2018,13,AutoTheft,13D30,Commercial Parking Lot or Garage,21100-21199,PARK RUN,DR,-,1
03/29/2018,19,Theft,13D30,Service or Gas Station,8700-8799,TELEPHONE,RD,-,1
03/02/2018,15,Theft,13D40,Residence or House,11200-11299,HALL RANCH CT,-,-,1
03/02/2018,07,Theft,13D40,"Theatres, Dinner Theaters, Auditoriums",8400-8499,S SAM HOUSTON PKWY E,-,-,1
03/03/2018,19,Theft,13D40,Bar or Night Club Parking Lot,10500-10599,TELEPHONE RD,RD,-,1
03/04/2018,10,Theft,13D40,Driveway,10800-10899,BALLANTINE ST,ST,-,1
03/04/2018,17,Theft,13D40,Strip Business Center Parking Lot,10500-10599,TELEPHONE,RD,-,1
03/05/2018,19,Theft,13D40,Convenience Store,7800-7899,SAM HOUSTON,PKWY,S,1
03/05/2018,12,Theft,13D40,Other Parking Lot,9700-9799,TELEPHONE,RD,-,1
03/06/2018,14,Theft,13D40,"Road, Street, or Sidewalk",8100-8199,GARDEN PARKS DR,-,-,1
03/06/2018,16,Theft,13D40,Service or Gas Station,7800-7899,SAM HOUSTON,PKWY,S,1
03/06/2018,15,Theft,13D40,Residence or House,7500-7599,CATALINA,-,-,1
03/07/2018,11,Theft,13D40,Office Building,7400-7499,ALMEDA GENOA,RD,-,1
03/08/2018,16,AutoTheft,13D40,"Other, Unknown, or Not Listed",7500-7599,SAM HOUSTON,PKWY,S,1
03/09/2018,12,AutoTheft,13D40,"Road, Street, or Sidewalk",8000-8099,SAYLYNN LN,-,-,1
03/09/2018,09,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
03/10/2018,13,Theft,13D40,Service or Gas Station,14300-14399,ROLLING HILLS,LN,-,1
03/10/2018,16,Theft,13D40,Driveway,8300-8399,CATALINA LN,-,-,1
03/12/2018,13,Robbery,13D40,Residence or House,5900-5999,GLENMONT DR APT 299,-,-,1
03/12/2018,09,Theft,13D40,Service or Gas Station,7600-7699,ALMEDA GENOA RD,RD,-,1
03/14/2018,04,Burglary,13D40,Convenience Store,8100-8199,FUQUA,ST,-,1
03/14/2018,12,Theft,13D40,Driveway,8200-8299,WAYFARER LN,-,-,1
03/14/2018,12,AutoTheft,13D40,"Other, Unknown, or Not Listed",3200-3299,SHADOWLEAF,DR,-,1
03/18/2018,12,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD,-,1
03/20/2018,16,Robbery,13D40,Service or Gas Station,11100-11199,MONROE,RD,-,1
