iter	Accuracy	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8
245	0.5058868064	1.28603288	0	0.4487321806	0.3171638271	0.01162856336	0	0	0	0.672500685	0.0002393107849
246	0.5058394883	1.285984919	0	0.4487524452	0.3167943252	0.01162921983	0	0	0	0.6725125803	0.0002393107849
247	0.5058050751	1.285966381	0	0.4487029008	0.316718862	0.01151826548	0	0	0	0.6724847317	0.0002393107849
248	0.5058739015	1.285910655	0	0.448911196	0.3169668962	0.01151826548	0	0	0	0.6725422602	0.0002393107849
249	0.5059126163	1.285881653	0	0.4489522427	0.3169332931	0.01162987636	0	0	0	0.6726290122	0.0002393107849
250	0.5059470295	1.285839253	0	0.4489554907	0.3166556573	0.01185436071	0	0	0	0.6726689812	0.0002393203303
251	0.5059599344	1.285810815	0	0.4489841518	0.3166855417	0.01185436071	0	0	0	0.6726547901	0.0002393298763
252	0.5059814427	1.285797229	0	0.4490460345	0.3166339474	0.01185436071	0	0	0	0.6726741941	0.0002393298763
253	0.5059986493	1.28578757	0	0.4490264922	0.3166201012	0.01185502992	0	0	0	0.6727128519	0.0002393298763
254	0.5060545707	1.285752278	0	0.4490874121	0.3169019401	0.01174278778	0	0	0	0.672743279	0.0002393203303
255	0.5060029509	1.285733502	0	0.4488968358	0.3170110388	0.01174278778	0	0	0	0.6727040202	0.0002393203303
256	0.5060029509	1.285716761	0	0.4489115169	0.3171638271	0.01174278778	0	0	0	0.672699561	0.0003190810466
257	0.5059384262	1.285702426	0	0.4488352978	0.3168541022	0.01174278778	0	0	0	0.6726744935	0.0003190810466
258	0.5059126163	1.285662321	0	0.4488411442	0.317081448	0.01174345077	0	0	0	0.6726143009	0.0003988354006
259	0.5060158559	1.285634326	0	0.4489633047	0.3171099792	0.01174278778	0	0	0	0.6727161729	0.0003190683205
260	0.5059814427	1.285572205	0	0.4491682807	0.3166440115	0.01174278778	0	0	0	0.6727330142	0.0003190683205
261	0.5060158559	1.285530509	0	0.4491897622	0.316621994	0.01174278778	0	0	0	0.6727968521	0.0003988194943
262	0.5059728394	1.285489661	0	0.4491682807	0.3164014572	0.01185502992	0	0	0	0.6727664826	0.0003988513082
263	0.5059685377	1.285411652	0	0.4491599085	0.3172273268	0.01185502992	0	0	0	0.6725661511	0.0003191065018
264	0.5059986493	1.285392111	0	0.4492357252	0.3171955775	0.01185636856	0	0	0	0.6725885056	0.0003988672171
265	0.5060029509	1.285388695	0	0.4492445082	0.3172015622	0.01185636856	0	0	0	0.6725913	0.0003988672171
266	0.5060502691	1.285320026	0	0.4491767674	0.317399257	0.011857038	0	0	0	0.6725544663	0.0003988513082
267	0.5059513311	1.285258895	0	0.448912427	0.3173100496	0.01163250325	0	0	0	0.6724727683	0.0003988831272
268	0.5060889839	1.285138643	0	0.4491593851	0.3176995986	0.01196253245	0	0	0	0.6725132607	0.0003988354006
269	0.5061190954	1.28509493	0	0.449105293	0.3172062294	0.01207470519	0	0	0	0.6724953858	0.0003988354006
270	0.5061104922	1.285082684	0	0.4491085498	0.3171804504	0.01207470519	0	0	0	0.6724872355	0.0003988354006
271	0.5061922235	1.285065159	0	0.4490975307	0.3169087235	0.0121882406	0	0	0	0.6725923469	0.0003190683205
272	0.5061578103	1.285040939	0	0.4491102292	0.317099424	0.0121875529	0	0	0	0.6725271809	0.0003190683205
273	0.5061018889	1.284997895	0.004535147392	0.4489995198	0.3167834413	0.01173947398	0	0	0	0.6725205841	0.0003190683205
274	0.5061793185	1.284976391	0.004535147392	0.4490782617	0.3169285391	0.01140340973	0	0	0	0.6726003433	0.0003190683205
275	0.5061836202	1.284826542	0.004535147392	0.4492557727	0.3169603233	0.01140405352	0	0	0	0.6726028534	0.0003190683205
276	0.5061233971	1.284782984	0.004535147392	0.4489593419	0.3170220401	0.0117374866	0	0	0	0.6725627757	0.0003190683205
277	0.5062567482	1.284726951	0.004535147392	0.4491904098	0.317035862	0.01184967837	0	0	0	0.6726131757	0.0003190683205
278	0.5062438433	1.284716822	0.004535147392	0.4491655722	0.3170496818	0.01162528217	0	0	0	0.6726131757	0.0003190683205
279	0.5062137317	1.284688557	0.004535147392	0.4492562274	0.317035862	0.0117374866	0	0	0	0.6725878011	0.0003190683205
280	0.5063771944	1.284641687	0.004535147392	0.4495280755	0.3170538244	0.01162462615	0	0	0	0.6728045619	0.0003190810466
281	0.5062954631	1.284600993	0.004535147392	0.4493554917	0.3168058652	0.01151241535	0	0	0	0.6727170961	0.0003190810466
282	0.5062739548	1.284504695	0.004535147392	0.4493896684	0.3166528082	0.01140083531	0	0	0	0.6727149841	0.0003190937737
283	0.5062137317	1.284208402	0.004535147392	0.4491768132	0.3162711544	0.01162331434	0	0	0	0.6727278758	0.0003988513082
284	0.5061793185	1.284158782	0.009049773756	0.4490988251	0.3160761912	0.0118463361	0	0	0	0.6726571146	0.0003988513082
285	0.5062309383	1.284135072	0.009049773756	0.4492193439	0.3162055336	0.0118463361	0	0	0	0.672688008	0.0003988672171
286	0.5063556861	1.28407125	0.009049773756	0.4493497139	0.3167129919	0.0118470044	0	0	0	0.6727486757	0.0003988672171
287	0.5063427812	1.284044766	0.009049773756	0.4493898292	0.3163649433	0.0118463361	0	0	0	0.6727623911	0.0003988831272
288	0.5063384795	1.284017798	0.009049773756	0.4491991451	0.3165380542	0.01184834123	0	0	0	0.6727864993	0.0003988831272
289	0.5063341779	1.283999575	0.009049773756	0.4491579689	0.3166316745	0.01184834123	0	0	0	0.6727810749	0.0003988831272
290	0.5062739548	1.283956779	0.009049773756	0.4491157878	0.3161639481	0.01195983301	0	0	0	0.6727731657	0.0005583918315
291	0.5062782565	1.28394448	0.009049773756	0.4491477955	0.3163728531	0.01195983301	0	0	0	0.6727516155	0.0005583918315
292	0.5062395416	1.283912141	0.009049773756	0.4490664789	0.3162572569	0.01195915835	0	0	0	0.6727571928	0.0005583695609
293	0.5063728927	1.283889501	0.009049773756	0.4492092457	0.3165100316	0.01229554428	0	0	0	0.6728564441	0.0005583918315
294	0.5063427812	1.283831787	0.009049773756	0.4492232831	0.3164245726	0.01218480284	0	0	0	0.6728009749	0.0005583695609
295	0.5063298762	1.283818409	0.009049773756	0.4491650865	0.3164126035	0.01207266163	0	0	0	0.6728488461	0.0005583695609
296	0.5063728927	1.283811785	0.009049773756	0.4492379085	0.3164305574	0.01207266163	0	0	0	0.6728875108	0.0005583695609
297	0.5064116076	1.283793696	0.009049773756	0.4493064333	0.3163709281	0.01218342828	0	0	0	0.6729377233	0.0007178178338
298	0.5065234504	1.283702222	0.009049773756	0.4494509625	0.3173745466	0.01207198059	0	0	0	0.6729954919	0.0006380602967
299	0.5064589257	1.283693402	0.009049773756	0.4493306768	0.316985126	0.01207334274	0	0	0	0.6729326114	0.0006380602967
300	0.5065707686	1.283667165	0.009049773756	0.4495995007	0.3163072266	0.01196185747	0	0	0	0.673077481	0.0006380602967
301	0.5065019422	1.283599011	0.009049773756	0.4494772125	0.3159528361	0.01196118258	0	0	0	0.6730860902	0.0006380602967
302	0.5065363554	1.283578863	0.009049773756	0.4494288548	0.3159647961	0.01196185747	0	0	0	0.673177445	0.0006380602967
303	0.5065750702	1.283543492	0.009049773756	0.4494750656	0.3164166682	0.01196118258	0	0	0	0.6731329611	0.0007177892092
304	0.5066352933	1.283512737	0.009049773756	0.4495221936	0.3168440353	0.01184900976	0	0	0	0.6731692354	0.0007177892092
305	0.5065492603	1.283467529	0.009049773756	0.4494115953	0.3165298945	0.01173616205	0	0	0	0.6731619141	0.0007177892092
306	0.5065277521	1.283435758	0.009049773756	0.4494078321	0.3165554653	0.01173549989	0	0	0	0.6731970306	0.0007177892092
307	0.5066094834	1.283400677	0.009049773756	0.4496461274	0.3168750708	0.01184767278	0	0	0	0.6732034277	0.0007177892092
308	0.5066137851	1.283380491	0.009049773756	0.4496974251	0.3171984142	0.01195983301	0	0	0	0.6731944519	0.0007177892092
309	0.5066352933	1.283345873	0.009049773756	0.4496938302	0.3172361714	0.01195983301	0	0	0	0.6732304373	0.0007177892092
310	0.5066180867	1.28332659	0.009049773756	0.4496834229	0.3171072508	0.01195983301	0	0	0	0.6732161452	0.0006380602967
311	0.5066309917	1.283296841	0.009049773756	0.4496514454	0.317127531	0.01196050776	0	0	0	0.6732267459	0.0006380602967
312	0.5066051818	1.283215906	0.004535147392	0.4495131194	0.3172426818	0.01195983301	0	0	0	0.6732240346	0.0007975117633
313	0.5066740081	1.28315741	0.004535147392	0.4497449265	0.317313129	0.01196050776	0	0	0	0.6733592015	0.0007975117633
314	0.5067170246	1.283133839	0.004535147392	0.4497828816	0.3173113172	0.01196118258	0	0	0	0.6733918153	0.0008772279596
315	0.5067342312	1.283114469	0.009049773756	0.4498400512	0.3173747503	0.01196185747	0	0	0	0.673377844	0.0007974799633
316	0.5066654048	1.283002849	0.009049773756	0.4497617601	0.3170506217	0.01173549989	0	0	0	0.6733361826	0.0008771580081
317	0.5066481983	1.282999106	0.009049773756	0.4497409492	0.3169374163	0.01173549989	0	0	0	0.6733275521	0.0008771580081
318	0.506639595	1.282978081	0.009049773756	0.4496243006	0.3173657212	0.01173616205	0	0	0	0.6733316733	0.0008771929825
319	0.5066008801	1.282962428	0.009049773756	0.449567539	0.3172962677	0.01173616205	0	0	0	0.6733094845	0.000797416371
320	0.5065836735	1.282922539	0.009049773756	0.4496634638	0.3169747265	0.01162397021	0	0	0	0.6732927194	0.0007974799633
321	0.50662669	1.282891359	0.009049773756	0.4496990335	0.3172424197	0.01173682429	0	0	0	0.6733123615	0.000717760587
322	0.5065836735	1.282876276	0.009049773756	0.4495775819	0.3171831092	0.01173616205	0	0	0	0.6733126097	0.000717731967
323	0.5065492603	1.28279565	0.009049773756	0.4496688795	0.31730171	0.01173549989	0	0	0	0.6732679844	0.0007177033493
324	0.5064976405	1.28272537	0.009049773756	0.4495468568	0.3175368846	0.01184099239	0	0	0	0.6731984357	0.0007176747339
325	0.5065019422	1.28271401	0.009049773756	0.4495576353	0.3175428679	0.01195308976	0	0	0	0.6731900514	0.0007176747339
326	0.5064933389	1.282669438	0.009049773756	0.4495784553	0.3174298097	0.01195578615	0	0	0	0.6731875003	0.0007176747339
327	0.5065019422	1.282647407	0.009049773756	0.4495640847	0.3175009891	0.01184366364	0	0	0	0.6732044325	0.0008770880676
328	0.5065707686	1.282596507	0.009049773756	0.4497628288	0.3175697309	0.01184366364	0	0	0	0.6733263829	0.0008771230364
329	0.50662669	1.282442993	0.009049773756	0.4497541193	0.3180833632	0.01161938068	0	0	0	0.6733744329	0.0008770181383
330	0.5065707686	1.282424739	0.009049773756	0.4496179732	0.3180885316	0.01173086684	0	0	0	0.6733469598	0.0008770531016
331	0.506540657	1.282392236	0.004535147392	0.4495568155	0.3181296237	0.01173086684	0	0	0	0.6733133932	0.0008770531016
332	0.5065492603	1.282380524	0.009049773756	0.4495656062	0.3181296237	0.01161872532	0	0	0	0.6733272958	0.0008770531016
333	0.506699818	1.282327595	0.009049773756	0.4497091537	0.3181244228	0.01172954379	0	0	0	0.6733788098	0.0008770531016
334	0.50662669	1.282300021	0.009049773756	0.4495740281	0.3182040939	0.01184166009	0	0	0	0.6733590285	0.0008770531016
335	0.5066611032	1.282275127	0.009049773756	0.4495812074	0.3182734898	0.01184166009	0	0	0	0.6734032744	0.0008770880676
336	0.5066654048	1.282218798	0.009049773756	0.4497150065	0.318131257	0.01173020528	0	0	0	0.6733786057	0.0008770880676
337	0.5067041197	1.282192011	0.009049773756	0.4497450344	0.3181295371	0.01184232786	0	0	0	0.6734517539	0.001036517302
338	0.5067256279	1.282101134	0.009049773756	0.4498256088	0.3181406922	0.01184032476	0	0	0	0.6734684552	0.001036475982
339	0.5067428345	1.282066684	0.01354401806	0.4499664847	0.3179786933	0.01184032476	0	0	0	0.673457603	0.001036434665
340	0.5067170246	1.282026832	0.01354401806	0.44990862	0.3177626492	0.01206449431	0	0	0	0.6734459052	0.001036475982
341	0.5067170246	1.281990594	0.009049773756	0.4498763462	0.3177781549	0.01206449431	0	0	0	0.6735278964	0.001036434665
342	0.5067600411	1.281897358	0.01354401806	0.4498966736	0.3179813817	0.01206585476	0	0	0	0.6735669054	0.001036475982
343	0.5067213263	1.281889741	0.01354401806	0.4498384201	0.3178605756	0.01206585476	0	0	0	0.6735361207	0.001036475982
344	0.5066697065	1.281854238	0.01354401806	0.4497865039	0.3177654642	0.01217724659	0	0	0	0.6734548899	0.0009567852017
345	0.5066524999	1.281843899	0.01354401806	0.4497984917	0.3176463936	0.01206585476	0	0	0	0.6734551437	0.0009567852017
346	0.5066697065	1.28182622	0.01354401806	0.4498443859	0.3176404071	0.01206585476	0	0	0	0.6734774426	0.0008770880676
347	0.5067944543	1.281762113	0.009049773756	0.4498002876	0.3180560523	0.01217793313	0	0	0	0.6736252736	0.0009567852017
348	0.5068159626	1.281727034	0.009049773756	0.4498027251	0.3181809626	0.01217793313	0	0	0	0.6736564008	0.0009568233465
349	0.5067385329	1.281694683	0.009049773756	0.449643134	0.3177253114	0.01217861976	0	0	0	0.6735139534	0.001195743154
350	0.5067944543	1.281676952	0.009049773756	0.4497226795	0.3179197287	0.01217861976	0	0	0	0.6735473371	0.001116115917
351	0.5068202642	1.28165703	0.009049773756	0.4497938045	0.3179514236	0.01229069177	0	0	0	0.6735418301	0.001195790816
352	0.5069192021	1.281568525	0.009049773756	0.4500327523	0.3186470013	0.01229069177	0	0	0	0.6736345358	0.001195790816
353	0.5068675823	1.281553806	0.009049773756	0.449956463	0.3186263447	0.01229069177	0	0	0	0.6736017349	0.001195790816
354	0.506945012	1.281521107	0.009049773756	0.4500391505	0.3186835919	0.01262683202	0	0	0	0.6736621719	0.001195790816
355	0.5070095368	1.281453652	0.009049773756	0.449998402	0.3186895851	0.01251338707	0	0	0	0.6738144296	0.001195790816
356	0.5070095368	1.281423715	0.01354401806	0.4499964046	0.3190237115	0.01251268177	0	0	0	0.6737650231	0.001116026944
357	0.5069622186	1.281395531	0.01354401806	0.4499556564	0.3189005245	0.01251338707	0	0	0	0.6737263667	0.001116071429
358	0.5070439499	1.281284187	0.01354401806	0.4499712295	0.3200959988	0.01251409245	0	0	0	0.673793413	0.001116071429
359	0.5070439499	1.281255182	0.01354401806	0.4499644344	0.3201589921	0.01262683202	0	0	0	0.6737628742	0.001275357698
360	0.5070224417	1.281236797	0.01354401806	0.449992807	0.3198529412	0.01262612029	0	0	0	0.673742831	0.001275357698
361	0.5069665203	1.281210269	0.01354401806	0.4498904929	0.3197463938	0.01262683202	0	0	0	0.6736896347	0.001275408529
362	0.5070740615	1.28118142	0.01354401806	0.450075516	0.3197525077	0.01273957159	0	0	0	0.673860363	0.001275357698
363	0.5070826648	1.281147176	0.01354401806	0.4501390354	0.319582794	0.01262754383	0	0	0	0.6738431997	0.001434663053
364	0.5069493137	1.281100497	0.01354401806	0.4499876158	0.3191173987	0.0125147979	0	0	0	0.6737794994	0.00135495955
365	0.5069321071	1.281075675	0.01354401806	0.4499840205	0.3191369606	0.01262754383	0	0	0	0.6737492259	0.001354797577
366	0.5070568549	1.281036894	0.01354401806	0.4504004732	0.3190108076	0.01262825572	0	0	0	0.6737280388	0.001514064866
367	0.5070783631	1.280987378	0.01354401806	0.4503385373	0.3189396215	0.01285086236	0	0	0	0.6737658194	0.001434434395
368	0.5071686978	1.280954646	0.01354401806	0.4504174531	0.3192148179	0.01285086236	0	0	0	0.6738147859	0.001514125194
369	0.5070396483	1.280874325	0.01354401806	0.4503321847	0.3193085086	0.01262683202	0	0	0	0.6737064326	0.001514064866
370	0.507104173	1.280840187	0.01354401806	0.4503413979	0.3193308829	0.01262683202	0	0	0	0.6737891028	0.001673306773
371	0.5071084747	1.280783076	0.009049773756	0.4502887492	0.3196174044	0.01262683202	0	0	0	0.6737181458	0.001593688992
372	0.5070654582	1.280761775	0.01354401806	0.4502071702	0.3196054162	0.01262683202	0	0	0	0.6736682924	0.001673306773
373	0.5071643961	1.28070489	0.01354401806	0.450322333	0.3196444644	0.01262612029	0	0	0	0.6738127882	0.00167324011
374	0.507203111	1.280689036	0.01354401806	0.4503946832	0.3196429241	0.01262612029	0	0	0	0.6738572248	0.001593625498
375	0.5072246192	1.28067212	0.01354401806	0.4504246573	0.3196549137	0.01262612029	0	0	0	0.6738822434	0.001593625498
376	0.5071988093	1.280631701	0.01354401806	0.4504142807	0.3196489188	0.01251409245	0	0	0	0.6738405162	0.001593625498
377	0.5071988093	1.280602849	0.01354401806	0.4503894941	0.3196533743	0.0125147979	0	0	0	0.6738374484	0.001593625498
378	0.5072246192	1.280538177	0.01354401806	0.4505055029	0.3197252098	0.01262754383	0	0	0	0.6737446365	0.001514004542
379	0.5072375241	1.280532203	0.01354401806	0.4504478567	0.3197627494	0.01273957159	0	0	0	0.6737950143	0.001593625498
380	0.507276239	1.280508986	0.01354401806	0.4504194691	0.3199534613	0.01274028976	0	0	0	0.673856239	0.001593625498
381	0.5072332225	1.280492553	0.01354401806	0.4504187431	0.3198859159	0.01274028976	0	0	0	0.673775422	0.001593625498
382	0.5072160159	1.280460309	0.01354401806	0.4503015662	0.3198093379	0.01273957159	0	0	0	0.6738111853	0.001593625498
383	0.5072117143	1.280445774	0.01354401806	0.4501987889	0.3198588748	0.01274028976	0	0	0	0.6738330412	0.001593625498
384	0.5072891439	1.280412173	0.01354401806	0.4502535716	0.3201291025	0.01285158672	0	0.005025125628	0	0.6738999497	0.001593625498
385	0.507276239	1.280393954	0.01354401806	0.450272	0.3201710781	0.01285158672	0	0.005025125628	0	0.6738696077	0.001593625498
386	0.5073192555	1.280366046	0.01354401806	0.4503204231	0.3200765392	0.01307631609	0	0.005025125628	0	0.6739163846	0.00167324011
387	0.5073020489	1.280341142	0.01354401806	0.4504020161	0.3198874296	0.01307705315	0	0	0	0.6738858636	0.0016731068
388	0.5072977472	1.280324888	0.01354401806	0.4503676912	0.3200780312	0.01296358922	0	0.005025125628	0	0.6738466778	0.00167324011
389	0.5073364621	1.280268306	0.01354401806	0.4502560819	0.320387075	0.01296212804	0	0.005025125628	0	0.6739215312	0.001673306773
390	0.507276239	1.280251211	0.01354401806	0.4501764692	0.3203375527	0.01296358922	0	0	0	0.6738520069	0.001673306773
391	0.5073106522	1.280218938	0.01354401806	0.450190175	0.3207373963	0.01284868977	0	0	0	0.6738517383	0.001752848379
392	0.5073020489	1.280188608	0.01354401806	0.4501949606	0.3208137422	0.01284941389	0	0	0	0.6738328626	0.001752848379
393	0.5074310983	1.280094653	0.01354401806	0.450473378	0.3214285714	0.01285086236	0	0	0	0.6739187342	0.001593625498
394	0.5074999247	1.279999651	0.01354401806	0.4504445387	0.3215141531	0.01285158672	0	0.005025125628	0	0.6740407709	0.001672973511
395	0.5075472429	1.279984624	0.01354401806	0.4505157692	0.3215589375	0.01285158672	0	0.005025125628	0	0.6740797068	0.001832158362
396	0.5075171313	1.279948806	0.01354401806	0.4504549201	0.3214533196	0.01274028976	0	0.005025125628	0	0.6740486212	0.001832158362
397	0.5075429412	1.279933029	0.01354401806	0.4505114537	0.3211495588	0.01274028976	0	0.005025125628	0	0.6740859826	0.001832085391
398	0.5075773544	1.279913577	0.01354401806	0.450493425	0.3212934168	0.01274172633	0	0.005025125628	0	0.6741304176	0.001832085391
399	0.5074784165	1.279864009	0.01354401806	0.4503066306	0.3213155283	0.01285013808	0	0.005025125628	0	0.6740192413	0.001991159253
400	0.5074913214	1.279847099	0.01354401806	0.4501955003	0.3214058226	0.01307336865	0	0.005025125628	0	0.6739605218	0.001991159253
401	0.5074999247	1.279826504	0.01354401806	0.4501955003	0.3214700483	0.01307263199	0	0.005025125628	0	0.6739718974	0.00207072316
402	0.5074655115	1.279818927	0.01354401806	0.4501630387	0.3213670089	0.01318458418	0	0.005025125628	0	0.6739274859	0.00207072316
403	0.5074784165	1.279788823	0.01354401806	0.4501738587	0.3215824373	0.01307263199	0	0.005025125628	0	0.6739222509	0.00207072316
404	0.5074870198	1.27975468	0.01354401806	0.4500272637	0.3216165097	0.01318384134	0	0.005025125628	0	0.6739222474	0.002070805623
405	0.5075171313	1.279681401	0.01354401806	0.4501507667	0.3214559889	0.01306968621	0	0.005025125628	0	0.6739664619	0.002070805623
406	0.5075601478	1.279563077	0.01354401806	0.4501399819	0.3222045773	0.01307115894	0	0.005025125628	0	0.6740243401	0.002150109496
407	0.5076504824	1.279499826	0.01354401806	0.4500742286	0.3219194734	0.01340769534	0	0	0	0.6741625265	0.00215019511
408	0.5076547841	1.279473238	0.01354401806	0.4500934519	0.3220690816	0.01340694006	0	0	0	0.6741778269	0.00207072316
409	0.5076289742	1.279428795	0.01354401806	0.4501058846	0.3219568754	0.01340694006	0	0	0	0.674139019	0.002070970568
410	0.5076547841	1.279414895	0.01354401806	0.4501058846	0.3219990274	0.01340542976	0	0	0	0.6741803449	0.001991397164
411	0.507680594	1.2793751	0.01354401806	0.4500352994	0.3219822347	0.01340542976	0	0	0	0.674268683	0.001991397164
412	0.5076461808	1.279365492	0.01354401806	0.4500016046	0.3220002992	0.01340694006	0	0.005025125628	0	0.6741963871	0.001911969727
413	0.5075859577	1.279336211	0.01354401806	0.4500361069	0.3216597448	0.01340618487	0	0.005025125628	0	0.6741041412	0.001911893571
414	0.5076117676	1.279272193	0.01354401806	0.450061771	0.3216377552	0.01318012842	0	0.005025125628	0	0.674170921	0.001911741278
415	0.5076504824	1.279247307	0.01354401806	0.4500409172	0.3222126641	0.01340316495	0	0.005025125628	0	0.67416346	0.00191166514
416	0.5076117676	1.279199363	0.01354401806	0.4499995989	0.3220316795	0.01329203041	0	0.005025125628	0	0.6741498406	0.00207072316
417	0.5076289742	1.279168665	0.01354401806	0.4499534675	0.3222959708	0.01329203041	0	0.005025125628	0	0.6741611282	0.00207072316
418	0.5076978006	1.279152894	0.01354401806	0.4501592242	0.3225878791	0.0134039198	0	0.005025125628	0	0.6741737253	0.002070805623
419	0.5076375775	1.279135544	0.01351351351	0.4499935807	0.3226577974	0.01340467474	0	0.005025125628	0	0.6740950776	0.002070888092
420	0.5075773544	1.279092397	0.01354401806	0.4500220662	0.3223599349	0.01329203041	0	0.005025125628	0	0.6740084266	0.001911817421
421	0.507680594	1.2790787	0.01354401806	0.4500774335	0.3225914987	0.01329203041	0.008438818565	0.005025125628	0	0.6741247478	0.001911893571
422	0.5076848956	1.279063684	0.01354401806	0.4500405261	0.3226421442	0.01351427445	0.008438818565	0.005025125628	0	0.6741273604	0.001911969727
423	0.5077279121	1.279028656	0.01354401806	0.4500413479	0.3225987328	0.01362689341	0.008438818565	0.005025125628	0	0.6741532932	0.001991555803
424	0.5077666269	1.279002239	0.01801801802	0.450091531	0.3227554758	0.01362766077	0.008438818565	0.005025125628	0	0.6741671889	0.001991397164
425	0.5077193088	1.278977672	0.01801801802	0.4500931338	0.322485373	0.01340316495	0.008438818565	0.005025125628	0	0.6741475115	0.001832231339
426	0.5076289742	1.278929688	0.01797752809	0.4501726749	0.322387725	0.01351579659	0.008438818565	0.005025125628	0	0.6741970729	0.001752708732
427	0.507667689	1.278905901	0.01797752809	0.4501450065	0.3227759404	0.01351579659	0.008438818565	0.005025125628	0	0.6742340516	0.001752708732
428	0.5077408171	1.278871273	0.01797752809	0.4502149227	0.3228277318	0.01340467474	0.008438818565	0.005025125628	0	0.6742357861	0.001593562009
429	0.5077709286	1.278782081	0.01351351351	0.4504271997	0.3223732172	0.01340542976	0.008438818565	0.005025125628	0	0.6743006666	0.00167324011
430	0.5078225484	1.278747029	0.01351351351	0.4503562869	0.3224551626	0.01340618487	0.008438818565	0.005025125628	0	0.6743715713	0.00167324011
431	0.5077881352	1.278731777	0.01351351351	0.4502140898	0.3223502132	0.01340542976	0.008438818565	0.005025125628	0	0.6743676195	0.001752778552
432	0.5077924368	1.278706255	0.01351351351	0.4502621999	0.3222874668	0.01340618487	0.008438818565	0.005025125628	0	0.6743482106	0.001911969727
433	0.5077580237	1.278691043	0.01351351351	0.4501303389	0.3223803557	0.01340542976	0.008438818565	0.005025125628	0	0.6742832471	0.001991635132
434	0.507753722	1.278667214	0.01797752809	0.4500148395	0.3227663551	0.01340467474	0.008438818565	0.005025125628	0	0.6742868056	0.001991476481
435	0.5078182467	1.278629332	0.01797752809	0.4503042596	0.3224914012	0.01340542976	0.008438818565	0.005025125628	0	0.6743688667	0.001991555803
436	0.5078010401	1.278624511	0.01797752809	0.4503162604	0.3223719878	0.01340542976	0.008438818565	0.005025125628	0	0.6743579521	0.001991555803
437	0.5078182467	1.278611286	0.01797752809	0.4503871868	0.322466071	0.01351731907	0.008438818565	0.005025125628	0	0.6743417227	0.001991476481
438	0.5077322138	1.278597926	0.01797752809	0.4501410799	0.3223840416	0.01351655778	0.008438818565	0.005025125628	0	0.6743251101	0.001911969727
439	0.5077064039	1.278539926	0.01797752809	0.4505358186	0.3220921973	0.01351731907	0.008438818565	0.005025125628	0	0.6743259982	0.001911893571
440	0.507753722	1.278505256	0.01797752809	0.4506068078	0.3220345317	0.01351655778	0.008438818565	0.005025125628	0	0.6743949225	0.001911969727
441	0.5078139451	1.278479886	0.01797752809	0.4506237547	0.3223852697	0.01351655778	0.008438818565	0.005025125628	0	0.6744430634	0.001911969727
442	0.5078053418	1.278470445	0.01797752809	0.4506625272	0.3225179426	0.01351655778	0.008438818565	0.005025125628	0	0.6743964646	0.001911969727
443	0.5077623253	1.278395547	0.01797752809	0.4506103617	0.3222406996	0.01351655778	0.008438818565	0.005025125628	0	0.6742929801	0.001991635132
444	0.5077279121	1.278388665	0.01797752809	0.450597951	0.3222274129	0.01351579659	0.008438818565	0.005025125628	0	0.6742457295	0.00183237731
445	0.5077924368	1.278369784	0.01797752809	0.4507335512	0.3222527421	0.01351503548	0.008438818565	0.005025125628	0	0.6743242794	0.001832450305
446	0.5077580237	1.278331687	0.01797752809	0.4507606085	0.3223757938	0.01351503548	0.008438818565	0.005025125628	0	0.6742761183	0.001911893571
447	0.5077021022	1.278312851	0.01351351351	0.4505932651	0.3225095696	0.01351427445	0.008438818565	0.005025125628	0	0.6742654761	0.001752778552
448	0.5078053418	1.278254001	0.01797752809	0.4505311393	0.3229108297	0.01351427445	0.008438818565	0.005025125628	0	0.6743068945	0.001752778552
449	0.5077150072	1.278221355	0.01797752809	0.4504517493	0.3225975093	0.01351427445	0.008438818565	0.005025125628	0	0.674291604	0.001752848379
450	0.5077236105	1.278216161	0.01797752809	0.4504641607	0.3225661899	0.01362612613	0.008438818565	0.005025125628	0	0.6743027185	0.001752848379
451	0.5077236105	1.278198629	0.01797752809	0.4504822018	0.3225794406	0.01362459183	0.008438818565	0.005025125628	0	0.6743001064	0.001832231339
452	0.5077322138	1.278192191	0.01797752809	0.4504950495	0.3226288275	0.01362535893	0.008438818565	0.005025125628	0	0.6742859043	0.001832231339
453	0.5077623253	1.278137969	0.01797752809	0.4506164433	0.3224071272	0.01362459183	0.008438818565	0.005025125628	0	0.6742934555	0.001911817421
454	0.5078182467	1.278032324	0.01797752809	0.4504299464	0.322797579	0.01351351351	0.008438818565	0.005025125628	0	0.6743526147	0.001991397164
455	0.5077795319	1.277996324	0.01797752809	0.4503944077	0.3227059637	0.01351731907	0.008438818565	0.005025125628	0	0.6742794952	0.001991397164
456	0.5077924368	1.277975087	0.01797752809	0.4504068299	0.3228180273	0.01351808043	0.008438818565	0.005025125628	0	0.6742794003	0.001832304322
457	0.507925788	1.277930076	0.01797752809	0.45071709	0.3229047984	0.01374183375	0.008438818565	0.005025125628	0	0.6744033373	0.001832304322
458	0.5079645028	1.277925079	0.01797752809	0.4507279239	0.322930091	0.01374183375	0.008438818565	0.005025125628	0	0.6744726203	0.001832158362
