Latitude,Longitude
29.7067424,-95.3940886
29.6855613,-95.5110218
29.70219903926676,-95.547162439581
29.882719,-95.4173479
29.720161775510203,-95.48306697959184
29.78327544897959,-95.35198046938775
29.783636285714287,-95.18814928571429
29.649155020134227,-95.37599608724832
29.77522,-95.29927
29.77522,-95.29927
29.664325583963837,-95.51039060205828
29.68257226575229,-95.3725056214229
29.843627,-95.472265
29.6855613,-95.5110218
29.73054845,-95.42887396655028
29.7067424,-95.3940886
29.950633959183673,-95.40280126530612
29.636438714285713,-95.243864
30.2908453,-94.8467702
29.8327049,-95.5177494
29.751763,-95.3753857
29.8393367,-95.4568672
29.75723205,-95.35523391491142
NaN,NaN
29.96583231856924,-95.42253703896733
29.7700994,-95.18401212
NaN,NaN
NaN,NaN
29.74724,-95.391879
29.6855613,-95.5110218
29.7349504,-95.3747769
29.773861,-95.42514895
29.7345257,-95.3936823
29.8300488,-95.37707539892176
29.708601,-95.57556
NaN,NaN
29.952894647058823,-95.38823814705881
29.7067424,-95.3940886
NaN,NaN
29.736796816326528,-95.57913497959183
30.130035,-95.2264171
29.569628367346937,-95.15033136734694
29.73532412244898,-95.46496706122448
29.73532412244898,-95.46496706122448
29.736292783606846,-95.45593473086397
29.775685127906975,-95.42691043023255
29.945012714285717,-95.29723997959184
NaN,NaN
29.7589382,-95.3676974
29.713007,-95.511053
29.623931530612246,-95.24011741836735
29.690623,-95.34646
29.690623,-95.34646
29.95097769387755,-95.42230710204082
29.775686279789046,-95.22359625183736
NaN,NaN
29.79489105882353,-95.68818255882353
29.721881693877553,-95.37485132653062
29.7347819,-95.3747602
29.7600597,-95.3732725
30.146782,-95.189283
29.702756,-95.348271
29.5583047,-95.1373209
29.724811734693876,-95.6047601632653
29.713126102040817,-95.31148914285714
29.851198,-95.478434
29.6887243,-95.4894892
29.7547609,-95.6252001
29.721546530612244,-95.31975904081632
29.6637238,-95.2769813
29.95054593548387,-95.3963263548387
29.657567180138567,-95.3861077841802
29.7882495,-95.5947275
NaN,NaN
NaN,NaN
29.809569,-95.512603
29.857825628370342,-95.43940735547169
29.857825628370342,-95.43940735547169
29.700172163265307,-95.36692285714285
29.610287,-95.259123125
NaN,NaN
30.065321,-95.244297
NaN,NaN
29.745211836734693,-95.61455655102041
29.781268999999998,-95.218697
29.7240362427072,-95.48445611224632
29.728117,-95.433741
29.792747590604026,-95.68817110738254
29.931938,-95.4021983
29.682091975000002,-95.4182574
29.703542285714285,-95.60634057142858
29.665582,-95.519581
29.707833375876675,-95.55419536700238
29.76941065085572,-95.54240171001909
29.8410324,-95.4676359
29.663342805155697,-95.53348733811421
29.688291333333332,-95.34740033333333
29.702184,-95.547032
29.810709,-95.4787927
29.682437204081634,-95.55081997959184
29.807077,-95.486466
29.592622392557004,-95.18019298361243
29.657766,-95.278452
29.6879092,-95.419657
29.6037322,-95.493054
29.804931900730207,-95.39016844866181
29.704198,-95.36390242857142
29.741176,-95.576156
30.2908453,-94.8467702
29.7356816,-95.6309349
29.752498693877552,-95.38495504081634
NaN,NaN
29.737492,-95.5532043
29.73567957609831,-95.59818716928103
29.7463025,-95.3562555
29.713129,-95.515863
29.792747590604026,-95.68817110738254
29.950559857142856,-95.39475688775511
29.5434957,-95.1490517
29.7087999,-95.506809
29.7566945,-95.3655339
29.80058268181818,-95.38809429545455
NaN,NaN
29.72444932653061,-95.31996720408164
29.7100773,-95.3564665
29.6676853877551,-95.55512804081633
29.6676853877551,-95.55512804081633
29.69198,-95.596042
29.81417491946309,-95.45770611409395
30.2908453,-94.8467702
29.771978,-95.612956
29.7765536,-95.42719286898358
30.2908453,-94.8467702
NaN,NaN
29.828178204081635,-95.48282071428572
29.6724603,-95.2892863
29.654198,-95.208645
NaN,NaN
43.7632995,-91.5684764
NaN,NaN
29.70366743,-95.59813557999999
NaN,NaN
29.98227835085916,-95.70313378104672
29.690208,-95.35017333333333
29.803043,-95.4950811
29.95629442857143,-95.4232453265306
29.95629442857143,-95.4232453265306
29.652726493150684,-95.35389567123288
29.855061898965225,-95.29572298797319
29.8481793,-95.3442169
29.655503959183672,-95.35554542857143
29.686832469387756,-95.3521532244898
29.686832469387756,-95.3521532244898
29.6255181,-95.2162955
29.702446461665012,-95.35967077364182
29.642634857142856,-95.51324091836734
29.8946776,-95.5436183
29.723015859185665,-95.63537982436509
29.732611979591837,-95.51421140816326
29.732611979591837,-95.51421140816326
29.731484398276567,-95.57573937802472
29.6887243,-95.4894892
29.700684847887338,-95.5069134497442
29.73323880597015,-95.63331091044776
29.61533195652174,-95.26428706521739
NaN,NaN
29.746592634538153,-95.44178579518073
29.677881857142857,-95.59946264285715
29.8481793,-95.3442169
29.804353,-95.361209
30.057025731189583,-95.22078808029865
29.7158267492043,-95.6099187881047
29.659155020408164,-95.36307085714286
31.4937382,-95.4863031
29.62357757142857,-95.2855057142857
29.725223,-95.35767
29.733943,-95.357244
29.733943,-95.357244
29.81487819387755,-95.48505539795919
29.732965,-95.568732
29.7013724,-95.3024378
