Census_Tract
230400
231500
450300
NaN
312500
231200
212400
511500
330800
423202
433600
453200
332500
231800
312600
312600
433502
231000
332000
454400
530600
231200
231200
511500
331200
NaN
521700
431700
232701
530100
230400
211600
211600
222501
222501
410701
332000
410402
453200
432001
451300
452100
530400
333800
210900
422302
521200
521200
NaN
311200
311200
NaN
521700
NaN
334003
310200
521200
310100
411900
220600
421800
521700
521700
521700
NaN
211300
211300
530900
NaN
531900
311000
311000
980000
NaN
NaN
510600
422301
313500
980100
421202
421202
410600
410600
330600
320700
NaN
411502
NaN
431302
422900
221400
510600
313400
452000
432702
432500
530800
240502
340700
311700
311600
230400
230400
NaN
550200
522401
550100
333300
333300
411900
410600
521700
533500
420800
410300
452700
310400
452700
100000
233600
551500
450900
311300
312300
232702
333000
NaN
451700
534100
222300
422301
452100
452100
433400
320602
532300
NaN
530400
530400
NaN
410701
421101
212400
423100
431802
532001
331200
331200
333202
333202
432702
221800
232702
420600
330100
532300
311900
334002
232702
314300
350500
320602
411300
410401
453200
220900
421700
NaN
450300
320602
NaN
210400
100000
431502
430700
520500
100000
410600
433501
312300
530600
220300
413300
410500
NaN
221300
453502
510800
510800
980100
550700
210500
450300
NaN
451403
521900
412200
333800
231800
530400
NaN
233200
NaN
431900
212400
420500
240100
NaN
432002
532400
332900
423500
431900
241500
330400
431802
421800
331800
410200
452400
431101
532100
220500
520500
NaN
431302
222401
430800
423202
313700
551400
453200
314300
450100
NaN
220900
452400
432200
232500
312800
334100
240502
432802
412000
211100
452900
452100
222600
423402
NaN
420300
552601
331700
313200
232702
314400
433600
422900
432802
411800
333202
451403
321800
421202
421202
450900
NaN
533400
540902
NaN
310200
411000
320900
450900
NaN
312200
432100
432500
432801
430900
331400
522100
432002
211600
440100
NaN
312500
422401
333300
433600
451403
222503
423401
451402
NaN
221500
313100
433400
314001
410500
313100
331200
520300
510800
313500
314300
433300
252500
430700
NaN
422100
431201
433001
453700
432500
312500
410600
421403
NaN
333202
313400
232701
452500
452500
334100
510400
532300
320900
332500
422900
452000
432400
333500
532700
411000
411400
221700
521700
511400
312500
210600
511200
331300
411000
333202
453200
430100
432100
432200
532100
430100
430100
550200
NaN
NaN
230300
222000
431502
NaN
330301
313800
312200
432001
222600
NaN
NaN
430700
453000
330100
453000
521700
411501
211400
333300
252000
520400
330303
532300
220900
211200
231200
452000
552700
531800
340302
330900
NaN
431900
672001
311100
410600
552700
431801
431801
431900
NaN
510200
432001
511200
433003
453601
453601
530700
451700
451700
533200
533200
332000
