Latitude,Longitude
29.834203756097562,-95.32165095121951
29.859920536585363,-95.29960146341463
29.781164326329648,-95.59253950841452
29.7589382,-95.3676974
29.7481474,-95.3713458
29.854171163265306,-95.25855848979592
29.777401857142856,-95.29749085714286
29.8543636,-95.4030221
29.616408,-95.322557
29.7067424,-95.3940886
29.671415984924625,-95.555029
29.6887243,-95.4894892
NaN,NaN
29.88438503030303,-95.30416296969696
29.614564,-95.419217
29.614564,-95.419217
29.682304704081634,-95.55075972959183
29.843334115648243,-95.27842011924184
NaN,NaN
29.7780876,-95.380542
29.7641789,-95.4094167
29.854171163265306,-95.25855848979592
29.854171163265306,-95.25855848979592
29.6255181,-95.2162955
29.668008863698613,-95.36185770068552
29.707260989795916,-95.54649602040816
29.8181838,-95.4670123
29.760021230002494,-95.47402144694844
29.7782955,-95.2184410909091
29.81419095477387,-95.4534920201005
29.8285551,-95.3816721
29.776591,-95.313374
29.776591,-95.313374
29.9289303,-95.40926168472794
29.9289303,-95.40926168472794
29.740329857142857,-95.3888106734694
NaN,NaN
29.752437,-95.39812
29.687867792682926,-95.56264215853658
29.735450836734696,-95.48786269387755
29.7366568,-95.5945975
29.728965196932126,-95.58001776678893
29.8286929375,-95.392936625
29.606307,-95.285893
29.801432490487983,-95.32420766699741
29.647065333333334,-95.4962424949495
29.802105693548388,-95.51649117741935
29.802105693548388,-95.51649117741935
29.7347819,-95.3747602
29.715070811735732,-95.29642204215655
29.715070811735732,-95.29642204215655
NaN,NaN
29.8181838,-95.4670123
29.797698,-95.540108
29.602846433798785,-95.2327217826839
29.74987,-95.355152
29.80399127347748,-95.50232780452907
29.749953,-95.355371
29.730212333342894,-95.3924479929152
29.846176276381907,-95.36229265326634
29.67918046153846,-95.48322846153846
NaN,NaN
NaN,NaN
NaN,NaN
29.565862,-95.146426
29.772752918367345,-95.33196761224491
29.772752918367345,-95.33196761224491
29.8366105,-95.4227855
29.6855708,-95.2785087
29.859422284867808,-95.45080907411796
29.739708285714286,-95.30011448979592
29.739708285714286,-95.30011448979592
29.657648079999998,-95.26731251999999
29.7600949,-95.4016643
NaN,NaN
29.773511149999997,-95.41708011825415
NaN,NaN
29.691031224489794,-95.34709769387756
NaN,NaN
29.717679933333333,-95.49520653333333
29.717679933333333,-95.49520653333333
29.751763,-95.3753857
29.74706975,-95.37741574594017
29.614564,-95.419217
29.712883,-95.311684
29.8946776,-95.5436183
29.736784,-95.418811
29.724838857142856,-95.37251285714285
29.746922559303428,-95.48878712541737
29.689243631578947,-95.52611071052631
NaN,NaN
29.773676469387755,-95.40962820408163
29.696734243200634,-95.35029485573511
29.73028250548891,-95.59989244170154
NaN,NaN
29.728117,-95.433741
29.84528973720886,-95.41241276073885
29.948061,-95.395749
29.56103953846154,-95.129759
29.70104814705882,-95.30330747058824
29.7013003,-95.286915
29.83611119251337,-95.32133754010695
29.83611119251337,-95.32133754010695
29.597378269104116,-95.26648462854591
NaN,NaN
29.7945059,-95.4643713
29.817096,-95.376868
29.636439125,-95.23770143750001
