Latitude,Longitude
NaN,NaN
29.739807,-95.338739
29.947593,-95.303667
29.685107,-95.300866
29.6580361,-95.5703036
29.60958,-95.253538
29.8313188,-95.3754882
29.685596,-95.307467
29.8172812,-95.3710791
29.7589382,-95.3676974
29.712678,-95.3163368
29.9859949,-95.3433399
29.751991,-95.362352
29.753528,-95.612979
29.732779778947368,-95.44424571578946
29.7048011,-95.4030974
29.9249444,-95.4086548
29.860034333333335,-95.37192866666668
29.872805,-95.475784
29.69106,-95.347086
29.678615,-95.551685
29.828556,-95.444827
29.608679,-95.485962
29.608679,-95.485962
29.63747,-95.327902
29.8286997,-95.3350847
29.8214724,-95.3835067
29.650133,-95.531004
29.8227684,-95.3186434
29.685271,-95.391767
29.9360629,-95.34161904169319
29.72348,-95.38237
29.7096388,-95.4012266
29.781752,-95.384367
NaN,NaN
29.6879092,-95.419657
29.668525,-95.504412
29.967025285714286,-95.56045985714286
29.7780876,-95.380542
29.737193,-95.525024
NaN,NaN
29.874657,-95.29578
29.6553136,-95.5638796
29.77323992929293,-95.4192596060606
29.77323992929293,-95.4192596060606
29.8287022,-95.382124
29.672391,-95.437805
29.80942,-95.554281
29.82115186236487,-95.51477990368879
29.93732,-95.279816
29.685474,-95.362151
29.685474,-95.362151
29.777992,-95.33567
29.610126261744966,-95.28575539597315
29.657759,-95.267587
29.6870652,-95.46247635651407
29.7589382,-95.3676974
29.689329,-95.45959
29.8543636,-95.4030221
29.7546397,-95.6248604
29.8181838,-95.4670123
29.7491081,-95.482621
29.705825,-95.495269
29.784019,-95.218747
29.787334,-95.368198
29.722208310344826,-95.34700865517242
29.685202,-95.333469
NaN,NaN
29.8478078,-95.4733863
29.746783,-95.567446
29.735831,-95.288402
29.828289,-95.337617
29.651075,-95.48168
29.724765,-95.359626
29.775621242424243,-95.31656475757576
29.7372691,-95.568692
29.750359,-95.562257
NaN,NaN
29.78069,-95.29626
29.706999,-95.283329
29.706999,-95.283329
29.74729,-95.497711
29.7411202,-95.462946
29.731951,-95.356192
29.681782,-95.286454
NaN,NaN
29.745135,-95.614554
29.6855613,-95.5110218
29.612172476499623,-95.37005644969221
29.873499404040405,-95.43834928282828
29.724099,-95.367984
29.820997,-95.390948
29.820997,-95.390948
29.731856,-95.417562
29.7576387,-95.3605512
29.858664936254844,-95.2568510597865
NaN,NaN
NaN,NaN
30.2908453,-94.8467702
29.950552,-95.39534
29.82238977777778,-95.20549462626263
29.680237,-95.356044
29.7063425,-95.4002764
29.726233,-95.418693
29.85603,-95.393519
29.70371,-95.364296
29.6644945,-95.4539484
29.8214724,-95.3835067
29.8214724,-95.3835067
29.8214724,-95.3835067
29.6024101,-95.4938413
29.6024101,-95.4938413
29.757166,-95.375232
29.694969,-95.57519266666667
29.8181838,-95.4670123
29.705686,-95.476417
29.657766,-95.278452
29.714388205357142,-95.38156167857143
NaN,NaN
29.790239,-95.529331
29.702756,-95.348271
29.6637238,-95.2769813
29.6637238,-95.2769813
29.731308,-95.562038
29.679071,-95.480512
29.679071,-95.480512
29.745612,-95.33123
29.866332632494146,-95.39766761170164
29.800324,-95.331276
29.665951,-95.240437
29.612178771577355,-95.37206221883426
29.79167,-95.317484
29.8181838,-95.4670123
29.7780876,-95.380542
29.665905,-95.61786872413794
29.700326,-95.493131
29.644246,-95.500459
29.746868,-95.455009
