Census_Tract
334100
330600
431802
453602
NaN
431302
450300
220800
220800
420500
313600
NaN
432702
311100
211100
331300
NaN
452801
210800
433502
543200
NaN
220800
453403
331601
231000
431801
331300
NaN
NaN
211300
541700
211700
313300
221400
NaN
431801
432901
510200
240400
431102
452900
333500
NaN
NaN
410600
411300
432200
432300
433003
331500
231300
NaN
NaN
NaN
452802
433300
331500
422302
431301
312200
312500
543200
210400
341301
341301
552800
410300
530600
313600
211300
232701
232701
NaN
NaN
NaN
220600
334100
NaN
331100
433502
452300
451901
NaN
521100
NaN
533400
453700
221300
232600
423401
333300
310100
313900
531300
321800
222503
521900
NaN
520500
454400
432100
311500
531800
211900
510800
432500
433502
NaN
451602
NaN
100000
100000
332900
331800
521200
NaN
NaN
431900
534100
453000
330800
511600
313700
421500
211700
221300
432100
551500
521700
NaN
NaN
NaN
432001
451300
NaN
422701
240502
240502
534100
453000
NaN
440100
422100
313000
320100
421800
420200
333902
NaN
431301
431102
NaN
NaN
321100
NaN
412900
NaN
NaN
433100
210800
NaN
230400
421500
331700
331700
320900
510600
220300
240502
532300
980100
422600
NaN
411501
222600
453200
452000
311000
NaN
412000
100000
551500
210600
422100
532100
452100
452100
432701
421101
420200
NaN
NaN
NaN
240100
333500
222600
670200
340700
421201
NaN
NaN
431102
NaN
422701
NaN
532001
220900
240502
541800
333300
240502
NaN
341302
230400
210500
333500
311600
521300
332500
NaN
531300
431502
310900
452000
432001
432001
NaN
421102
NaN
333000
210600
531500
534100
980000
452000
451601
222600
222600
312700
333901
220200
311300
511002
452400
334003
334003
231600
231600
332800
331601
532100
NaN
532502
NaN
411000
510200
321401
330302
452202
521600
433300
550100
451602
NaN
330400
530900
321300
522000
NaN
313200
533300
NaN
331200
510400
NaN
231900
NaN
210800
532100
313600
NaN
432001
NaN
451602
231500
211500
533400
533400
511301
233300
421500
NaN
313600
433502
100000
453602
232702
NaN
521500
NaN
NaN
NaN
410600
NaN
522301
411000
334100
230200
454400
330800
521500
543200
511500
100000
330800
330800
431201
NaN
231200
543200
543200
340600
520100
431502
531000
232701
311300
433501
311300
311700
421500
421300
330600
330600
510200
510200
232701
100000
510900
313600
521600
452000
530700
421202
410300
522100
421201
421201
310900
533300
670101
332700
NaN
532502
532502
432500
NaN
421102
232401
NaN
522302
411502
NaN
313200
511301
330900
532300
311400
332800
311700
533400
432300
NaN
432801
453501
453200
334100
NaN
NaN
221300
333500
420700
451002
433501
230200
313100
533400
533400
310900
432300
411100
NaN
211100
212500
440100
440100
511001
NaN
240502
423100
100000
314400
522202
NaN
331100
310300
532001
211700
NaN
420400
423401
521900
521900
314300
211600
NaN
NaN
230300
453402
432902
433300
423600
451800
332600
331800
NaN
231000
450300
100000
231000
421500
NaN
100000
NaN
311500
314002
550200
NaN
331100
230200
312200
240100
452201
NaN
511301
220800
320602
423202
510200
230700
210500
330600
431900
311200
530100
530600
100000
313200
334100
232600
511500
211200
330500
NaN
221300
452802
510400
313600
522301
221500
333902
552400
511600
511600
231200
230200
532900
521700
522402
532300
433600
222000
450900
230900
410600
313800
420100
510400
454301
340700
313600
314001
330600
432002
521500
522000
210400
530900
432802
NaN
521300
221000
221000
221000
530500
522402
314300
NaN
522401
453200
543200
321000
311200
NaN
232702
432801
NaN
NaN
531300
530200
NaN
232702
222000
521700
450700
NaN
311800
231100
430800
222600
312500
NaN
521800
313600
314300
550100
240502
320900
NaN
410500
233300
432001
211000
340700
NaN
453100
100000
453602
231300
431102
340500
211400
231300
530400
670200
NaN
340400
231500
221400
980100
421102
432801
NaN
423301
520400
NaN
451001
NaN
412600
314002
210700
422100
510200
530600
NaN
320900
422701
532900
233300
520500
532800
452000
NaN
340500
NaN
332900
252500
432802
210600
670200
312500
100000
NaN
433003
450400
410800
411300
511100
530100
230900
532300
430800
453402
NaN
530600
420500
221200
453100
310700
411800
231300
NaN
231000
413300
531800
432002
510300
220400
450400
410600
451901
332100
452400
452400
232500
452802
221200
220700
220700
331800
450400
NaN
450300
331300
431201
333300
410600
430800
410300
411400
423301
NaN
312500
421202
433502
341301
332000
453602
411400
231100
432801
332500
530100
NaN
452100
451401
320200
452100
332600
452300
451602
340100
333300
510900
230600
330800
330303
100000
333000
453700
453700
421600
452500
330800
100000
331900
211600
313600
311100
332800
333902
311300
330100
550100
212300
532300
533100
421300
412000
331601
NaN
421402
452100
NaN
511500
511100
534203
422100
411600
221200
240100
543200
431900
432400
314300
NaN
451602
510700
431302
211900
NaN
421700
310900
340302
532300
333500
334003
NaN
452100
520100
421500
522401
432200
533200
314400
314400
NaN
NaN
333500
NaN
100000
310100
311100
320200
543200
NaN
431000
333700
333700
211700
NaN
452100
431802
521100
310300
431301
521100
210500
532900
532900
313900
421500
331601
450802
NaN
433001
433100
432801
432801
NaN
510800
511500
NaN
431201
431000
510900
520100
413300
453100
NaN
NaN
980100
NaN
452100
411300
340100
330900
220200
510900
411100
NaN
421101
423100
313200
NaN
511002
413300
413300
440100
551703
NaN
312900
453100
220300
543200
NaN
NaN
333700
312200
440100
410600
NaN
231500
331400
432600
453601
312500
NaN
312400
432002
211000
312700
411800
312900
520500
230100
410600
NaN
230700
421500
320800
451100
433002
331700
313000
533300
321000
333700
321000
220200
410702
NaN
520500
333300
530800
520500
222600
452700
452700
510500
432001
450400
421700
451300
232500
420100
453402
421201
550200
522000
450802
313600
314001
NaN
340800
451100
230700
452201
411700
451001
220900
NaN
NaN
NaN
413201
NaN
431202
520602
NaN
534100
421300
332500
350400
NaN
453000
411300
330100
451001
330900
430800
450300
510600
100000
100000
423302
333100
NaN
433400
433400
313600
320602
433300
NaN
450802
420600
432100
NaN
333700
521300
423401
423401
100000
320602
222503
221200
432801
232500
230700
411400
541700
221300
310200
450700
NaN
451602
NaN
531900
421102
230100
NaN
453602
422401
NaN
311900
432100
421403
412300
413300
310200
451001
220800
231900
NaN
431000
540100
320500
330400
452300
452300
522301
451300
980000
334100
452400
233300
423401
311100
313800
510600
220800
431202
432801
421202
420600
431402
313100
431201
452801
230200
420100
211000
NaN
NaN
510200
NaN
411300
522401
450600
312300
310100
NaN
531700
551500
NaN
432902
312800
410401
432801
NaN
320602
451100
451100
240100
NaN
321700
321700
452900
552800
231500
311500
453602
NaN
433501
452500
211200
211200
232702
531800
510600
521300
432702
NaN
550200
233300
233300
